Body Name,Service Area,Expenses Type,Invoice Payment Date,Transaction Number,Net Amount,Supplier Name,,,
Manchester City Council,Adult Social Care,Professional fees,11.05.2017,5100917979,"£1,000.00",Capita Asset Services,,,
Manchester City Council,Manchester Leisure,Building Materials for direct delivery,11.05.2017,1905589217,£694.20,Howarth Timber,,,
Manchester City Council,Adult Social Care,Payments for services,11.05.2017,5100917962,"£2,594.05",Cheadle & Marple Sixth Form College,,,
Manchester City Council,Regeneration Finance,Internal Repairs and Maintenance for buildings,11.05.2017,5100917805,"£16,657.92",Manchester Working Ltd,,,
Manchester City Council,Adult Social Care,Home Care ,11.05.2017,5100917955,£987.60,Brighter Beginnings (Newton Heath),,,
Manchester City Council,Adult Social Care,Home Care ,11.05.2017,5100917967,£781.34,Brighter Beginnings (Newton Heath),,,
Manchester City Council,Adult Social Care,Third party payments relating to Voluntary Organisations,11.05.2017,5100917221,"£13,750.00",Remedi,,,
Manchester City Council,Adult Social Care,Home Care ,11.05.2017,5100917951,£672.00,Tiddlywinks Day Nursery,,,
Manchester City Council,Manchester Leisure,Construction Works,11.05.2017,5100915586,"£14,608.00",HAGS-SMP Limited,,,
Manchester City Council,Manchester Leisure,Construction Works,11.05.2017,5100915586,£852.50,HAGS-SMP Limited,,,
Manchester City Council,Adult Social Care,Legal Fees,11.05.2017,5100917932,"£1,225.00",Redacted Personal Information,,,
Manchester City Council,Chief Executives,Grant and subscriptions awarded,11.05.2017,5100917149,"£137,500.00",National Football Museum,,,
Manchester City Council,Corporate Services,Storage Costs,11.05.2017,5100917789,"£5,695.04",Box-It (NW),,,
Manchester City Council,Childrens Services,Works and associated costs for Land and Buildings,11.05.2017,5100918002,"£38,704.30",ISG Construction Limited,,,
Manchester City Council,Adult Social Care,Home Care ,11.05.2017,5100917963,£552.00,Community Minded Ltd,,,
Manchester City Council,Adult Social Care,Transport Coach Hire,11.05.2017,5100917953,"£6,465.88",MCR Blackcab Ltd,,,
Manchester City Council,Manchester Leisure,Building Materials for direct delivery,11.05.2017,1905589559,£860.07,B & Q (CARD ONLY),,,
Manchester City Council,Manchester Leisure,Building Materials for direct delivery,11.05.2017,1905589561,£851.07,B & Q (CARD ONLY),,,
Manchester City Council,Manchester Leisure,Building Materials for direct delivery,11.05.2017,1905589562,£838.35,B & Q (CARD ONLY),,,
Manchester City Council,Manchester Leisure,Building Materials for direct delivery,11.05.2017,1905589558,£774.06,B & Q (CARD ONLY),,,
Manchester City Council,Chief Executives,Advertising,11.05.2017,1905589510,£602.03,Facebook (CARD ONLY),,,
Manchester City Council,Chief Executives,Advertising,11.05.2017,1905589444,£601.20,Facebook (CARD ONLY),,,
Manchester City Council,Chief Executives,Advertising,11.05.2017,1905589206,£600.73,Facebook (CARD ONLY),,,
Manchester City Council,Chief Executives,Advertising,11.05.2017,1905589230,£600.46,Facebook (CARD ONLY),,,
Manchester City Council,Chief Executives,Advertising,11.05.2017,1905589164,£599.41,Facebook (CARD ONLY),,,
Manchester City Council,Chief Executives,Advertising,11.05.2017,1905589528,£598.96,Facebook (CARD ONLY),,,
Manchester City Council,Chief Executives,Advertising,11.05.2017,1905589102,£598.10,Facebook (CARD ONLY),,,
Manchester City Council,Chief Executives,Advertising,11.05.2017,1905589033,£597.75,Facebook (CARD ONLY),,,
Manchester City Council,Chief Executives,Advertising,11.05.2017,1905589204,£597.45,Facebook (CARD ONLY),,,
Manchester City Council,Chief Executives,Advertising,11.05.2017,1905589106,£593.35,Facebook (CARD ONLY),,,
Manchester City Council,Adult Social Care,Home Care ,11.05.2017,5100917927,"£1,048.00",Wisemaster Builders Childcare Ltd,,,
Manchester City Council,Corporate Services,Works and associated costs for Land and Buildings,11.05.2017,5100918026,"£19,000.00",Integra Consulting Engineers Ltd,,,
Manchester City Council,Chief Executives,Works and associated costs for Land and Buildings,11.05.2017,5100918030,"£25,000.00",Gardiner & Theobald LLP,,,
Manchester City Council,Adult Social Care,Home Care ,11.05.2017,5100917930,£869.00,Precious Kids Day Nursery,,,
Manchester City Council,Chief Executives,Printing,11.05.2017,5100917992,£758.00,John Baxter & Sons Ltd,,,
Manchester City Council,Adult Social Care,Payments for services,11.05.2017,5100918009,"£8,580.00",Gorse Hill Studios,,,
Manchester City Council,Adult Social Care,Third party payments to other Local Authorities,11.05.2017,5100918008,"£1,643.00",Gorse Hill Studios,,,
Manchester City Council,Adult Social Care,Payments for services,11.05.2017,5100917948,"£14,878.00",Mary Hare School,,,
Manchester City Council,Adult Social Care,Payments for services,11.05.2017,5100917949,"-£3,333.00",Mary Hare School,,,
Manchester City Council,Regeneration Finance,Security,11.05.2017,5100917987,"£4,662.00",Edisix Limited,,,
Manchester City Council,Manchester Leisure,Payments to Sub-Contractors,11.05.2017,5100918015,£660.00,Hillier Nurseries Ltd,,,
Manchester City Council,Adult Social Care,Equipment,11.05.2017,5100914642,£500.00,Redacted Personal Information,,,
Manchester City Council,Leasing,Professional fees,11.05.2017,5100918020,£687.50,Arlingclose Ltd,,,
Manchester City Council,Manchester Leisure,I T Provision,11.05.2017,1905589218,£603.78,ADOBE  CREATIVE CLOUD,,,
Manchester City Council,Manchester Leisure,Building Materials for direct delivery,11.05.2017,1905589494,£968.50,FARROW & BALL LIMI,,,
Manchester City Council,Manchester Leisure,Equipment,11.05.2017,1905589583,"£1,731.60",WWW.ISTOCK.COM,,,
Manchester City Council,Adult Social Care,Rents,11.05.2017,1905588975,"£1,100.00",Redacted Personal Information,,,
Manchester City Council,Adult Social Care,Furniture,11.05.2017,1905589409,£809.00,UNITED CARPETS HAZEL GROV,,,
Manchester City Council,Corporate Services,Legal Fees,11.05.2017,1905589009,"£1,476.00",UKBA5617563929,,,
Manchester City Council,Chief Executives,"Consumable items eg Toilet rolls, soap etc",11.05.2017,1905589075,£550.00,PP*MORGANSDIRE,,,
Manchester City Council,Adult Social Care,Personal needs of client,12.05.2017,5100918049,£726.00,Lisclare,,,
Manchester City Council,Chief Executives,Postage,12.05.2017,5100917841,"£28,184.21",Royal Mail Group Plc,,,
Manchester City Council,Manchester Leisure,Payments for services,12.05.2017,5100918253,"£1,198.00",W S Education,,,
Manchester City Council,Adult Social Care,Equipment,12.05.2017,5100918230,"£1,267.20",Frontier Therapeutics,,,
Manchester City Council,GMIST (Greater Mcr Integrated),Professional fees,12.05.2017,5100915935,"£43,050.00",Ordnance Survey Ltd,,,
Manchester City Council,Adult Social Care,Professional fees,12.05.2017,5100918282,"£2,184.00",Welfare Call (LAC) Ltd,,,
Manchester City Council,GMIST (Greater Mcr Integrated),Professional fees,12.05.2017,5100917743,"£6,000.00",Building Design Partnership Limited,,,
Manchester City Council,GMIST (Greater Mcr Integrated),Professional fees,12.05.2017,5100918070,"-£6,000.00",Building Design Partnership Limited,,,
Manchester City Council,Chief Executives,Agency staff provision,12.05.2017,5100918261,"£1,793.75",Bs Project Services Ltd T/A,,,
Manchester City Council,Adult Social Care,Childrens Allowances,12.05.2017,1905571720,"£2,084.40",Barnardos Manchester Leaving Care S,,,
Manchester City Council,Adult Social Care,Training and Development,12.05.2017,1905571720,"£15,935.20",Barnardos Manchester Leaving Care S,,,
Manchester City Council,Adult Social Care,Training and Development,12.05.2017,1905555650,"£9,580.08",Barnardos Manchester Leaving Care S,,,
Manchester City Council,Adult Social Care,Training and Development,12.05.2017,1905581346,"£2,062.80",Barnardos Manchester Leaving Care S,,,
Manchester City Council,Adult Social Care,Training and Development,12.05.2017,1905579598,£780.00,Barnardos Manchester Leaving Care S,,,
Manchester City Council,Adult Social Care,Rents,12.05.2017,1905555650,"£1,608.88",Barnardos Manchester Leaving Care S,,,
Manchester City Council,Adult Social Care,Rents,12.05.2017,1905548158,"£1,379.93",Barnardos Manchester Leaving Care S,,,
Manchester City Council,Adult Social Care,Rents,12.05.2017,1905571720,£911.00,Barnardos Manchester Leaving Care S,,,
Manchester City Council,Adult Social Care,Fixtures and Fittings,12.05.2017,1905571720,"£6,810.00",Barnardos Manchester Leaving Care S,,,
Manchester City Council,Adult Social Care,Fixtures and Fittings,12.05.2017,1905581346,"£5,600.00",Barnardos Manchester Leaving Care S,,,
Manchester City Council,Adult Social Care,Fixtures and Fittings,12.05.2017,1905548158,"£3,819.93",Barnardos Manchester Leaving Care S,,,
Manchester City Council,Adult Social Care,Fixtures and Fittings,12.05.2017,1905579598,"£2,950.00",Barnardos Manchester Leaving Care S,,,
Manchester City Council,Adult Social Care,Fixtures and Fittings,12.05.2017,1905555650,"£1,800.00",Barnardos Manchester Leaving Care S,,,
Manchester City Council,Adult Social Care,Personal Needs of Residents - Other Amenities,12.05.2017,1905571720,"£12,353.60",Barnardos Manchester Leaving Care S,,,
Manchester City Council,Adult Social Care,Personal Needs of Residents - Other Amenities,12.05.2017,1905555650,"£8,651.82",Barnardos Manchester Leaving Care S,,,
Manchester City Council,Adult Social Care,Personal Needs of Residents - Other Amenities,12.05.2017,1905548158,"£8,190.80",Barnardos Manchester Leaving Care S,,,
Manchester City Council,Adult Social Care,Personal Needs of Residents - Other Amenities,12.05.2017,1905579598,"£6,049.25",Barnardos Manchester Leaving Care S,,,
Manchester City Council,Adult Social Care,Personal Needs of Residents - Other Amenities,12.05.2017,1905581346,"£5,508.95",Barnardos Manchester Leaving Care S,,,
Manchester City Council,Chief Executives,Agency staff provision,12.05.2017,5100918266,"£8,531.26",Sanctuary Social Care,,,
Manchester City Council,Adult Social Care,Equipment,12.05.2017,5100918065,"£1,405.00",NRS Healthcare,,,
Manchester City Council,Chief Executives,Printing,12.05.2017,5100918193,£550.00,Astra Signs,,,
Manchester City Council,Highways Services,Professional fees,12.05.2017,5100917722,"£10,077.60",Turner & Townsend Cost,,,
Manchester City Council,Adult Social Care,Third party payments relating to Voluntary Organisations,12.05.2017,5100918060,"£5,151.63",Talbot House Support Centre,,,
Manchester City Council,Adult Social Care,Professional fees,12.05.2017,1905577748,£574.80,Susan McColl & Associates,,,
Manchester City Council,Manchester Leisure,Professional fees,12.05.2017,5100918085,£576.00,University Of Manchester,,,
Manchester City Council,Highways Services,Building Materials for direct delivery,12.05.2017,5100918048,£924.00,Viewprint,,,
Manchester City Council,Adult Social Care,Third party payments relating to Voluntary Organisations,12.05.2017,5100918078,"£1,435.39",LMCP Care Link,,,
Manchester City Council,Chief Executives,Legal Fees,12.05.2017,1905588942,£846.60,Stockport Psychology Services,,,
Manchester City Council,Chief Executives,Advertising,12.05.2017,5100918099,£900.00,Guardian News and Media Limited,,,
Manchester City Council,Adult Social Care,Third party payments to other Local Authorities,12.05.2017,5100918284,"£6,702.00",Oakwood Academy,,,
Manchester City Council,Adult Social Care,"Clothes, Uniform and Laundry",12.05.2017,5100918136,£643.50,Alliance Disposables Ltd,,,
Manchester City Council,Regeneration Finance,Cleaning Equipment and Materials,12.05.2017,5100918145,£843.30,Alliance Disposables Ltd,,,
Manchester City Council,Chief Executives,Professional fees,12.05.2017,5100918183,"£83,362.80",Manchester Central,,,
Manchester City Council,Chief Executives,Hire of Equipment,12.05.2017,5100918169,£825.00,Manchester Central,,,
Manchester City Council,Chief Executives,Catering,12.05.2017,5100918170,£628.31,Manchester Central,,,
Manchester City Council,Chief Executives,Catering,12.05.2017,5100918379,£628.29,Manchester Central,,,
Manchester City Council,Chief Executives,Catering,12.05.2017,5100918153,£508.31,Manchester Central,,,
Manchester City Council,Adult Social Care,Training and Development,12.05.2017,5100918256,£639.40,Pearson Education Ltd,,,
Manchester City Council,Highways Services,Agency staff provision,12.05.2017,5100917720,"£9,911.86",Turner & Townsend Project,,,
Manchester City Council,Manchester Leisure,Special Events,12.05.2017,5100917783,£650.00,Star Autos Ltd,,,
Manchester City Council,Adult Social Care,Equipment,12.05.2017,5100917975,"£1,577.45",Aidapt Bathrooms Ltd,,,
Manchester City Council,Chief Executives,Agency staff provision,12.05.2017,5100918102,"£2,196.57",Semester Recruitment Ltd,,,
Manchester City Council,Corporate Services,Works and associated costs for Land and Buildings,12.05.2017,1905589844,"£62,750.00",H M Revenues and Customs,,,
Manchester City Council,Corporate Services,Works and associated costs for Land and Buildings,12.05.2017,1905589846,"£27,000.00",H M Revenues and Customs,,,
Manchester City Council,Highways Services,Hire of Machinery,12.05.2017,5100918270,"£2,486.92",One Stop Hire Limited,,,
Manchester City Council,Highways Services,Hire of Machinery,12.05.2017,5100918270,"£2,486.92",One Stop Hire Limited,,,
Manchester City Council,Adult Social Care,Payments for services,12.05.2017,5100917738,"£2,024.00",Enhance EHC Ltd,,,
Manchester City Council,Chief Executives,Legal Fees,12.05.2017,5100917988,£500.00,Exchange Chambers,,,
Manchester City Council,Manchester Leisure,Grant and subscriptions awarded,12.05.2017,5100917379,"£9,257.50",GMPLN,,,
Manchester City Council,Adult Social Care,Funeral and coroner related services,12.05.2017,5100916789,"£1,271.00",Funeral Prtnrs t/a Michael Kennedy,,,
Manchester City Council,Adult Social Care,I T Provision,12.05.2017,5100917216,£934.72,Computacenter (UK) Ltd,,,
Manchester City Council,Adult Social Care,I T Provision,12.05.2017,5100917218,£522.64,Computacenter (UK) Ltd,,,
Manchester City Council,Adult Social Care,Transport Coach Hire,12.05.2017,5100918273,£855.00,APL Coachhire,,,
Manchester City Council,Regeneration Finance,I T Provision,12.05.2017,5100917366,£520.00,NSC LegacyData Solutions Ltd,,,
Manchester City Council,Chief Executives,Agency staff provision,12.05.2017,5100918269,"£5,592.90",Resolve Personnel Ltd,,,
Manchester City Council,Regeneration Finance,Professional fees,12.05.2017,5100914458,£900.00,Richard Hattan Limited,,,
Manchester City Council,Adult Social Care,Home Care ,12.05.2017,5100917926,£756.00,Winstanley Day Nursery,,,
Manchester City Council,Chief Executives,Advertising,12.05.2017,5100913280,"£10,500.00",Precise Media Monitoring Ltd,,,
Manchester City Council,Corporate Services,Fees,12.05.2017,5100917795,"£1,410.00",Pannone Corporate LLP,,,
Manchester City Council,Adult Social Care,Rents,12.05.2017,5100917161,"£59,930.51",Mack Residential Letting Ltd,,,
Manchester City Council,Corporate Services,Works and associated costs for Land and Buildings,12.05.2017,5100918087,"£4,541.00",Pierre Angulaire Limited,,,
Manchester City Council,Highways Services,Grounds Maintenance Costs,12.05.2017,5100918084,"£3,117.00",A P Broome Landscapes Ltd,,,
Manchester City Council,Highways Services,Grounds Maintenance Costs,12.05.2017,5100918090,£869.00,A P Broome Landscapes Ltd,,,
Manchester City Council,Manchester Leisure,Professional fees,12.05.2017,5100918278,"£8,336.54",Biffa Municipal Limited,,,
Manchester City Council,Manchester Leisure,Professional fees,12.05.2017,5100918276,"£6,056.35",Biffa Municipal Limited,,,
Manchester City Council,Manchester Leisure,Refuse Collection,12.05.2017,5100918274,"£1,192,797.38",Biffa Municipal Limited,,,
Manchester City Council,Hospitality + Trading Services,Contract Cleaning External,12.05.2017,5100917230,"£1,500.00",Biffa Municipal Limited,,,
Manchester City Council,Hospitality + Trading Services,Contract Cleaning External,12.05.2017,5100917232,"£1,326.00",Biffa Municipal Limited,,,
Manchester City Council,Chief Executives,Printing,12.05.2017,5100918075,£553.00,John Baxter & Sons Ltd,,,
Manchester City Council,Chief Executives,Printing,12.05.2017,5100918092,-£553.00,John Baxter & Sons Ltd,,,
Manchester City Council,Regeneration Finance,Hire of Machinery,12.05.2017,5100917974,"£1,700.00",WSI,,,
Manchester City Council,Adult Social Care,Bed and Breakfast Accommodation Expenditure,12.05.2017,5100917548,"£6,319.00",Redacted Personal Information,,,
Manchester City Council,Corporate Services,Works and associated costs for Land and Buildings,12.05.2017,5100918088,"£13,400.00",Redacted Personal Information,,,
Manchester City Council,Manchester Leisure,Professional fees,12.05.2017,5100917784,£600.00,Redacted Personal Information,,,
Manchester City Council,Adult Social Care,Professional fees,12.05.2017,1905573502,£515.00,Lextox,,,
Manchester City Council,Adult Social Care,Rents,12.05.2017,1905588936,£700.00,Ryan Baker Estate Agents Ltd,,,
Manchester City Council,Corporate Services,Training and Development,12.05.2017,1905588656,£950.00,Arms Reliability Europe LLP,,,
Manchester City Council,Housing General Fund,Surplus property Acquisitions,12.05.2017,1905589842,"£101,587.50",Shoosmiths LLP,,,
Manchester City Council,Housing General Fund,Surplus property Fees,12.05.2017,1905589842,£906.00,Shoosmiths LLP,,,
Manchester City Council,Hospitality + Trading Services,Vehicle contract hire and leases,15.05.2017,5100918290,£520.00,S G Equipment Finance Ltd,,,
Manchester City Council,Highways Services,Payments to Sub-Contractors,15.05.2017,5100917585,"£2,070.00",Kenny Bros (Civil Eng) Ltd,,,
Manchester City Council,Highways Services,Payments to Sub-Contractors,15.05.2017,5100917110,£640.00,Kenny Bros (Civil Eng) Ltd,,,
Manchester City Council,Hospitality + Trading Services,Equipment,15.05.2017,5100917999,£669.00,Dante Fire & Security Ltd,,,
Manchester City Council,Hospitality + Trading Services,Equipment,15.05.2017,5100918003,£620.50,Dante Fire & Security Ltd,,,
Manchester City Council,Corporate Services,Professional fees,15.05.2017,5100918381,"£3,700.00",Currie & Brown UK Ltd,,,
Manchester City Council,Corporate Services,Professional fees,15.05.2017,5100918380,£925.00,Currie & Brown UK Ltd,,,
Manchester City Council,Corporate Services,Professional fees,15.05.2017,5100918382,£925.00,Currie & Brown UK Ltd,,,
Manchester City Council,Adult Social Care,Stationery,15.05.2017,5100918000,"£1,559.40",Northgate Public Services (UK) Ltd,,,
Manchester City Council,Corporate Services,I T Provision,15.05.2017,5100917763,"£1,921.99",Northgate Public Services (UK) Ltd,,,
Manchester City Council,Adult Social Care,Third party payments relating to Voluntary Organisations,15.05.2017,5100918349,"£11,421.00",Chapter 1,,,
Manchester City Council,Adult Social Care,Transport Coach Hire,15.05.2017,5100917483,£882.00,Cresta Car Hire,,,
Manchester City Council,Adult Social Care,Transport Coach Hire,15.05.2017,5100917494,£810.00,Cresta Car Hire,,,
Manchester City Council,Adult Social Care,Transport Coach Hire,15.05.2017,5100917488,£713.00,Cresta Car Hire,,,
Manchester City Council,Adult Social Care,Transport Coach Hire,15.05.2017,5100917466,£540.00,Cresta Car Hire,,,
Manchester City Council,Chief Executives,Licences Purchase,15.05.2017,5100918346,£930.00,Ncc Services Limited,,,
Manchester City Council,Regeneration Finance,Security,15.05.2017,5100918392,"£476,341.06",Group 4 Total Security Ltd T/A G4S,,,
Manchester City Council,Highways Services,Building Materials for direct delivery,15.05.2017,5100918461,"£1,063.97",TARMAC,,,
Manchester City Council,Highways Services,Building Materials for direct delivery,15.05.2017,5100918452,£789.82,TARMAC,,,
Manchester City Council,Highways Services,Building Materials for direct delivery,15.05.2017,5100918450,£675.32,TARMAC,,,
Manchester City Council,Highways Services,Building Materials for direct delivery,15.05.2017,5100918457,£670.24,TARMAC,,,
Manchester City Council,Highways Services,Building Materials for direct delivery,15.05.2017,5100918459,£652.97,TARMAC,,,
Manchester City Council,Adult Social Care,Payments for services,15.05.2017,5100917904,£555.00,Randstad Education,,,
Manchester City Council,Adult Social Care,Payments for services,15.05.2017,5100917905,£555.00,Randstad Education,,,
Manchester City Council,Housing General Fund,Building Works,15.05.2017,1905590761,"£5,563.00",Stannah Lift Services Ltd,,,
Manchester City Council,Housing General Fund,Building Works,15.05.2017,1905590766,"£5,098.00",Stannah Lift Services Ltd,,,
Manchester City Council,Housing General Fund,Building Works,15.05.2017,1905590774,"£4,410.00",Stannah Lift Services Ltd,,,
Manchester City Council,Housing General Fund,Building Works,15.05.2017,1905590765,"£2,447.50",Stannah Lift Services Ltd,,,
Manchester City Council,Adult Social Care,Third party payments to other Local Authorities,15.05.2017,5100917607,"£50,000.00",Tameside Metropolitan Bouough,,,
Manchester City Council,Adult Social Care,Third party payments relating to Voluntary Organisations,15.05.2017,5100918077,"£3,548.50",Irwell Valley Housing Association,,,
Manchester City Council,Adult Social Care,Third party payments relating to Voluntary Organisations,15.05.2017,5100918076,£760.13,Irwell Valley Housing Association,,,
Manchester City Council,Housing Revenue Account,Professional fees,15.05.2017,5100917118,"£8,183.82",Northwards Housing Limited,,,
Manchester City Council,Adult Social Care,Third party payments relating to Voluntary Organisations,15.05.2017,5100918254,"£4,390.00",Independent Choices Gtr Manchester,,,
Manchester City Council,Housing Revenue Account,Private Finance and Public Private partnership initiatives,15.05.2017,5100918310,"£471,859.01",Grove Village Ltd,,,
Manchester City Council,Housing General Fund,Building Works,15.05.2017,1905590762,"£4,476.00",Thyssenkrupp Encasa,,,
Manchester City Council,Housing General Fund,Building Works,15.05.2017,1905590773,"£4,405.00",Thyssenkrupp Encasa,,,
Manchester City Council,Adult Social Care,Third party payments relating to Voluntary Organisations,15.05.2017,5100917754,"£44,308.08",Lifeline Project Limited,,,
Manchester City Council,Adult Social Care,Third party payments relating to Voluntary Organisations,15.05.2017,5100917755,"£44,308.08",Lifeline Project Limited,,,
Manchester City Council,Adult Social Care,Third party payments relating to Voluntary Organisations,15.05.2017,5100917241,£851.13,The Edward Mayes Trust,,,
Manchester City Council,Adult Social Care,Third party payments relating to Voluntary Organisations,15.05.2017,5100918373,"£3,009.00",Talbot/Himmat Support Centre,,,
Manchester City Council,Adult Social Care,Third party payments relating to Voluntary Organisations,15.05.2017,5100918374,"£3,009.00",Talbot/Himmat Support Centre,,,
Manchester City Council,Adult Social Care,Third party payments relating to Voluntary Organisations,15.05.2017,5100918375,"£3,009.00",Talbot/Himmat Support Centre,,,
Manchester City Council,Adult Social Care,Payments for services,15.05.2017,5100918066,"£2,457.00",Tameside College,,,
Manchester City Council,Chief Executives,Equipment,15.05.2017,5100918422,"£3,194.00",Neopost Ltd (Consumables),,,
Manchester City Council,Adult Social Care,Supporting People Payments,15.05.2017,5100917785,"£11,666.66",The Depaul Trust,,,
Manchester City Council,Adult Social Care,Supporting People Payments,15.05.2017,5100917818,"£8,833.33",The Depaul Trust,,,
Manchester City Council,Adult Social Care,Rates,15.05.2017,5100914606,"£2,105.66",The Big Life Company,,,
Manchester City Council,Adult Social Care,Rates,15.05.2017,5100918336,£876.84,The Big Life Company,,,
Manchester City Council,Adult Social Care,Rates,15.05.2017,5100918337,£673.88,The Big Life Company,,,
Manchester City Council,Highways Services,Legal Fees,15.05.2017,1905588941,£647.00,Department For Work & Pensions,,,
Manchester City Council,Corporate Services,Discounted Car Parking,15.05.2017,1905582381,"£4,228.00",National Car Parks Ltd Season Ticke,,,
Manchester City Council,Highways Services,Data Registration Fee,15.05.2017,1905588937,"£5,576.00",HMCS Traffic EC,,,
Manchester City Council,Adult Social Care,Payments for services,15.05.2017,5100917407,"£10,628.00",Royal Nat. College for the Blind,,,
Manchester City Council,Adult Social Care,Equipment,15.05.2017,5100918317,"£1,704.00",Invacare Limited,,,
Manchester City Council,Adult Social Care,Bed and Breakfast Accommodation Expenditure,15.05.2017,5100918386,"£9,730.00",Redacted Personal Information,,,
Manchester City Council,Manchester Leisure,Professional fees,15.05.2017,5100918367,"£1,650.00",International Sport Group Limited,,,
Manchester City Council,Housing General Fund,Building Works,15.05.2017,1905590763,"£4,456.00",Hoist & Shower Chair Company,,,
Manchester City Council,Housing General Fund,Building Works,15.05.2017,1905590772,"£2,395.50",Hoist & Shower Chair Company,,,
Manchester City Council,Housing General Fund,Building Works,15.05.2017,1905590760,"£2,183.00",Hoist & Shower Chair Company,,,
Manchester City Council,GMIST (Greater Mcr Integrated),Printing,15.05.2017,5100918387,"£7,957.00",True North Communications Ltd,,,
Manchester City Council,Adult Social Care,Equipment,15.05.2017,5100918299,"£1,035.60",Drive Devilbiss Healthcare Ltd,,,
Manchester City Council,Adult Social Care,Carer Support Payments ,15.05.2017,5100918311,"£20,586.87",Homecare Support,,,
Manchester City Council,Adult Social Care,Carer Support Payments ,15.05.2017,5100918366,"£20,236.32",Homecare Support,,,
Manchester City Council,Adult Social Care,Carer Support Payments ,15.05.2017,5100918312,£562.22,Homecare Support,,,
Manchester City Council,Manchester Leisure,Grant and subscriptions awarded,15.05.2017,5100917811,"£12,078.38",Faith Network 4 Manchester,,,
Manchester City Council,Chief Executives,Legal Fees,15.05.2017,5100917990,£900.00,Redacted Personal Information,,,
Manchester City Council,Adult Social Care,Bed and Breakfast Accommodation Expenditure,15.05.2017,5100918334,"£61,042.29",Accommodation Links Ltd,,,
Manchester City Council,Highways Services,Professional fees,15.05.2017,5100917858,"£6,336.00",Wilde Consultants Ltd,,,
Manchester City Council,Highways Services,Professional fees,15.05.2017,5100917855,"£5,282.12",Wilde Consultants Ltd,,,
Manchester City Council,Highways Services,Professional fees,15.05.2017,5100917788,"£4,727.76",Wilde Consultants Ltd,,,
Manchester City Council,Highways Services,Professional fees,15.05.2017,5100917856,"£3,969.75",Wilde Consultants Ltd,,,
Manchester City Council,Highways Services,Professional fees,15.05.2017,5100917791,"£2,693.76",Wilde Consultants Ltd,,,
Manchester City Council,Highways Services,Professional fees,15.05.2017,5100917787,"£2,469.12",Wilde Consultants Ltd,,,
Manchester City Council,Chief Executives,Agency staff provision,15.05.2017,5100918305,"£11,248.10",Triad Resourcing,,,
Manchester City Council,Adult Social Care,Third party payments relating to Voluntary Organisations,15.05.2017,5100917343,"£1,888.00",Youth Project @ Apostles &,,,
Manchester City Council,Hospitality + Trading Services,Hire of Equipment,15.05.2017,5100918335,"£2,889.94",One Stop Hire Limited,,,
Manchester City Council,Manchester Leisure,Building Materials for direct delivery,15.05.2017,5100917748,"£1,476.00",Landscape Supply Company,,,
Manchester City Council,Adult Social Care,Payments for services,15.05.2017,5100917725,"£4,290.00",Works 4U (Support Services) Ltd,,,
Manchester City Council,Chief Executives,Agency staff provision,15.05.2017,5100918255,"£10,373.68",Ashberry Recruitment Ltd,,,
Manchester City Council,Chief Executives,Agency staff provision,15.05.2017,5100918332,"£7,773.39",Ashberry Recruitment Ltd,,,
Manchester City Council,Adult Social Care,Funeral and coroner related services,15.05.2017,5100916798,"£3,426.00",Funeral Prtnrs t/a Michael Kennedy,,,
Manchester City Council,Chief Executives,Agency staff provision,15.05.2017,5100917606,"£2,512.79",247 Professional Health,,,
Manchester City Council,Manchester Leisure,I T Provision,15.05.2017,5100918067,£730.58,Computacenter (UK) Ltd,,,
Manchester City Council,Manchester Leisure,I T Provision,15.05.2017,5100918069,£730.58,Computacenter (UK) Ltd,,,
Manchester City Council,Adult Social Care,I T Provision,15.05.2017,5100918059,"£2,740.56",Computacenter (UK) Ltd,,,
Manchester City Council,Adult Social Care,I T Provision,15.05.2017,5100918062,"£1,187.34",Computacenter (UK) Ltd,,,
Manchester City Council,Adult Social Care,I T Provision,15.05.2017,5100918068,£730.58,Computacenter (UK) Ltd,,,
Manchester City Council,Adult Social Care,I T Provision,15.05.2017,5100917561,£701.04,Computacenter (UK) Ltd,,,
Manchester City Council,Adult Social Care,I T Provision,15.05.2017,5100917558,£653.30,Computacenter (UK) Ltd,,,
Manchester City Council,Corporate Services,I T Provision,15.05.2017,5100918064,£730.58,Computacenter (UK) Ltd,,,
Manchester City Council,Chief Executives,I T Provision,15.05.2017,5100917569,"£6,000.00",Computacenter (UK) Ltd,,,
Manchester City Council,Adult Social Care,Third party payments relating to Voluntary Organisations,15.05.2017,5100917808,"£13,440.00",Impact For All,,,
Manchester City Council,Chief Executives,Advertising,15.05.2017,5100918288,£591.00,Carnyx Groupl Ltd,,,
Manchester City Council,Adult Social Care,Training and Development,15.05.2017,5100918028,"£1,205.00",Inclusive Choice,,,
Manchester City Council,Chief Executives,Advertising,15.05.2017,5100918358,£923.00,The Audience Agency Services Ltd,,,
Manchester City Council,Chief Executives,Agency staff provision,15.05.2017,5100918304,"£3,999.98",Resolve Personnel Ltd,,,
Manchester City Council,Chief Executives,Agency staff provision,15.05.2017,5100917609,"£19,483.23",Barker Ross Health & Social Care,,,
Manchester City Council,Manchester Leisure,Equipment,15.05.2017,5100917364,£980.00,Willfab Ltd,,,
Manchester City Council,Adult Social Care,Transport Coach Hire,15.05.2017,5100916883,"£2,658.00",Nelson Transport,,,
