Body Name,Service Area,Expenses Type,Invoice Payment Date,Transaction Number,Supplier Name,Net Amount
Manchester City Council,Housing Revenue Account,Council Dwelling Adaptations,11-Jul-22,5105823977,Rexel UK Ltd,"£5,121.82"
Manchester City Council,Childrens & Education Services,Transport Coach Hire,28-Jul-22,5105825249,Redacted Personal Information,"£5,119.92"
Manchester City Council,Regeneration Finance,Gas,28-Jul-22,1907832915,Corona Energy Ltd,"£5,117.11"
Manchester City Council,Housing Revenue Account,Council Dwelling Adaptations,11-Jul-22,5105823829,Stannah Lift Services Ltd,"£5,107.00"
Manchester City Council,Adult Social Care,Rents,13-Jul-22,5105824493,M&D Residential Ltd,"£5,085.63"
Manchester City Council,Manchester Leisure,Grant and subscriptions awarded,21-Jul-22,5105825726,Manchester Carnival Together CIC,"£5,070.00"
Manchester City Council,Adult Social Care,Bed & Breakfast Acc,11-Jul-22,5105824029,Medlock House Ltd,"£5,047.00"
Manchester City Council,Adult Social Care,Equipment,19-Jul-22,5105825051,NRS Healthcare,"£5,026.40"
Manchester City Council,Manchester Leisure,Gas,28-Jul-22,1907832773,Corona Energy Ltd,"£5,021.15"
Manchester City Council,Corporate Services,Professional fees,25-Jul-22,5105826148,Pick Everard,"£5,011.32"
Manchester City Council,Corporate Services,Works and associated costs for Land and Buildings,18-Jul-22,5105824998,Barcham Trees Plc,"£5,011.00"
Manchester City Council,Manchester Leisure,Grant and subscriptions awarded,20-Jul-22,5105825183,Contact Theatre Company,"£5,000.00"
Manchester City Council,Chief Executives,Grant and subscriptions awarded,19-Jul-22,5105825028,Brighter Sound Ltd,"£5,000.00"
Manchester City Council,Chief Executives,Agency staff provision,21-Jul-22,5105825899,Ricoh UK Ltd.,"£5,000.00"
Manchester City Council,Chief Executives,Licences Purchase,21-Jul-22,5105825897,Ricoh UK Ltd.,"£5,000.00"
Manchester City Council,Childrens & Education Services,Payments for services,04-Jul-22,5105823150,Thompsons Academy Ltd,"£5,000.00"
Manchester City Council,Childrens & Education Services,Payments for services,13-Jul-22,5105824413,SMS Coaching Ltd,"£5,000.00"
Manchester City Council,Manchester Leisure,Grant and subscriptions awarded,21-Jul-22,5105825725,Cavendish School PTA,"£5,000.00"
Manchester City Council,Adult Social Care,"Consumable items eg Toilet rolls, soap etc",08-Jul-22,1907812935,HOTEL AT BOOKING.COM,"£4,967.58"
Manchester City Council,Childrens & Education Services,Payments for services,25-Jul-22,1907826893,Cambian Whinfell School Limited,"£4,937.34"
Manchester City Council,Regeneration Finance,Refuse Collection,18-Jul-22,1907818537,Shred-It Ltd,"£4,933.10"
Manchester City Council,Housing Revenue Account,Council Dwelling Adaptations,11-Jul-22,5105824036,Moores Furniture Group Limited,"£4,912.16"
Manchester City Council,Childrens & Education Services,Payments for services,29-Jul-22,5105827010,National Offender Mgt Services,"£4,912.00"
Manchester City Council,Manchester Leisure,Testing Fees,29-Jul-22,5105826023,County Scientific Services,"£4,901.00"
Manchester City Council,Chief Executives,Professional fees,22-Jul-22,1907826529,Field Court Chambers,"£4,900.00"
Manchester City Council,Adult Social Care,Payments for services,15-Jul-22,5105824788,Turning Point,"£4,893.00"
Manchester City Council,Adult Social Care,"Consumable items eg Toilet rolls, soap etc",08-Jul-22,1907813166,MILTON MANCHESTER HOTE,"£4,847.00"
Manchester City Council,Adult Social Care,Third party payments to Health Authority,20-Jul-22,1907819110,Northern Care Alliance NHS FT,"£4,846.06"
Manchester City Council,Manchester Leisure,Grant and subscriptions awarded,11-Jul-22,5105823874,Barlow Moor Community Association,"£4,825.00"
Manchester City Council,Manchester Leisure,Professional fees,27-Jul-22,5105826624,British Taekwondo Limited,"£4,798.73"
Manchester City Council,Regeneration Finance,Water - Metered,21-Jul-22,1907825456,Anglian Water Business (National),"£4,784.08"
Manchester City Council,Childrens & Education Services,Third party payments to other Local Authorities,25-Jul-22,5105826261,North Cheshire,"£4,778.00"
Manchester City Council,Manchester Leisure,Responsive Repairs Work,13-Jul-22,5105824545,EQUANS Regeneration Limited,"£4,769.44"
Manchester City Council,Childrens & Education Services,Transport Coach Hire,25-Jul-22,5105826014,MCR Blackcab Ltd,"£4,751.60"
Manchester City Council,Housing Revenue Account,Council Dwelling Adaptations,06-Jul-22,5105823494,Pts Plumbing Trade Supplies,"£4,747.28"
Manchester City Council,Childrens & Education Services,Transport Coach Hire,29-Jul-22,5105825758,Club Radio Cars Manchester Ltd,"£4,739.60"
Manchester City Council,Hospitality + Trading Services,Water - Metered,21-Jul-22,1907825414,Anglian Water Business (National),"£4,734.39"
Manchester City Council,Adult Social Care,Payments for services,15-Jul-22,5105824785,ADFERIAD RECOVERY,"£4,725.00"
Manchester City Council,Childrens & Education Services,Payments for services,13-Jul-22,5105824478,Time Specialist Support Ltd,"£4,719.75"
Manchester City Council,Childrens & Education Services,Payments for services,26-Jul-22,5105826486,Time Specialist Support Ltd,"£4,719.75"
Manchester City Council,Housing Revenue Account,Electricity,21-Jul-22,1907826042,Haven Power Ltd,"£4,707.30"
Manchester City Council,Corporate Services,Professional fees,21-Jul-22,5105825319,Faithful & Gould Ltd,"£4,702.24"
Manchester City Council,Corporate Services,Professional fees,21-Jul-22,5105825640,Faithful & Gould Ltd,"£4,702.24"
Manchester City Council,Manchester Leisure,Grant and subscriptions awarded,14-Jul-22,5105824666,Brunswick Parish Church,"£4,693.00"
Manchester City Council,Childrens & Education Services,Professional fees,29-Jul-22,5105827018,Ability Smart Ltd,"£4,690.00"
Manchester City Council,Corporate Services,Professional fees,29-Jul-22,5105826888,Mace Cost Consultancy Ltd,"£4,682.00"
Manchester City Council,Highways Services,Payments to Sub-Contractors,19-Jul-22,5105825155,Rosgal Ltd,"£4,680.00"
Manchester City Council,Adult Social Care,Rents,11-Jul-22,5105823538,Wythenshawe Community Housing Group,"£4,674.38"
Manchester City Council,Adult Social Care,Rents,11-Jul-22,5105823537,Wythenshawe Community Housing Group,"£4,674.38"
Manchester City Council,Adult Social Care,Rents,11-Jul-22,5105823539,Wythenshawe Community Housing Group,"£4,674.38"
Manchester City Council,Adult Social Care,Rents,11-Jul-22,5105823536,Wythenshawe Community Housing Group,"£4,674.38"
Manchester City Council,Adult Social Care,Rents,11-Jul-22,5105823554,Wythenshawe Community Housing Group,"£4,674.38"
Manchester City Council,Regeneration Finance,Electricity,21-Jul-22,1907825698,Npower,"£4,655.15"
Manchester City Council,Manchester Leisure,Payments to Sub-Contractors,25-Jul-22,5105826118,Scrutiny Cleaning Services,"£4,653.60"
Manchester City Council,Housing General Fund,Building Works,06-Jul-22,1907798216,Stannah Lift Services Ltd,"£4,653.00"
Manchester City Council,Housing Revenue Account,Council Dwelling Adaptations,20-Jul-22,5105825441,Pts Plumbing Trade Supplies,"£4,640.98"
Manchester City Council,Highways Services,Professional fees,15-Jul-22,5105824679,Waterman Aspen Ltd,"£4,622.50"
Manchester City Council,Manchester Leisure,Legal Fees,04-Jul-22,1907794128,Peasegoods,"£4,600.00"
Manchester City Council,Housing General Fund,Building Works,19-Jul-22,1907822659,Stannah Lift Services Ltd,"£4,583.00"
Manchester City Council,Childrens & Education Services,Payments for services,15-Jul-22,5105824842,SMS Coaching Ltd,"£4,575.00"
Manchester City Council,Manchester Leisure,Electricity,21-Jul-22,1907825853,Scottish & Southern Energy Plc,"£4,572.11"
Manchester City Council,Manchester Leisure,Agency staff provision,29-Jul-22,5105827116,Manchester Art Gallery,"£4,560.00"
Manchester City Council,Regeneration Finance,External repairs and maintenance for buildings,12-Jul-22,5105824315,Victoria Baths Trust,"£4,546.81"
Manchester City Council,Highways Services,Payments to Sub-Contractors,29-Jul-22,5105824356,SWARCO Traffic Ltd,"£4,542.72"
Manchester City Council,Chief Executives,Machinery and equipment repairs,01-Jul-22,5105823053,Quadient UK Ltd (Consumables),"£4,518.90"
Manchester City Council,Childrens & Education Services,Payments for services,21-Jul-22,5105825710,Chaigeley Education Foundation,"£4,518.18"
Manchester City Council,Insurance Fund,Insurance,27-Jul-22,1907828546,Trade Union Legal LLP,"£4,513.00"
Manchester City Council,Hospitality + Trading Services,Equipment,08-Jul-22,1907796286,BARLOW TRAILERS LTD,"£4,512.00"
Manchester City Council,Hospitality + Trading Services,Equipment,11-Jul-22,1907813918,BARLOW TRAILERS LTD,"£4,512.00"
Manchester City Council,Chief Executives,Grant and subscriptions awarded,14-Jul-22,5105824695,Reform Radio CIC,"£4,500.00"
Manchester City Council,Childrens & Education Services,Transport Coach Hire,21-Jul-22,5105825222,Liddle Hackney Carriage,"£4,500.00"
Manchester City Council,Highways Services,Compensation Payments,27-Jul-22,1907831626,Redacted Personal Information,"£4,500.00"
Manchester City Council,Childrens Services,Works and associated costs for Land and Buildings,27-Jul-22,1907767880,Envirosolutions Ltd,"£4,500.00"
Manchester City Council,Corporate Services,Works and associated costs for Land and Buildings,14-Jul-22,5105824685,Barcham Trees Plc,"£4,497.00"
Manchester City Council,Corporate Services,Professional fees,29-Jul-22,5105826887,Mace Cost Consultancy Ltd,"£4,487.00"
Manchester City Council,Highways Services,Professional fees,22-Jul-22,5105825876,Wilde Consultants Ltd,"£4,471.50"
Manchester City Council,Corporate Services,Vehicle Costs,07-Jul-22,1907798985,Cyclescheme Ltd,"£4,461.67"
Manchester City Council,Chief Executives,Professional fees,11-Jul-22,5105823872,Transport for Greater Manchester,"£4,444.40"
Manchester City Council,Chief Executives,Professional fees,04-Jul-22,5105823198,Waddington & Son Solicitors,"£4,439.25"
Manchester City Council,Manchester Leisure,"Consumable items eg Toilet rolls, soap etc",05-Jul-22,1907796192,VERMILION,"£4,435.00"
Manchester City Council,Hospitality + Trading Services,Insurance,27-Jul-22,1907826887,Zurich Municipal,"£4,421.99"
Manchester City Council,Childrens & Education Services,Carer Support Payments ,29-Jul-22,5105827092,ABL Health Ltd,"£4,400.00"
Manchester City Council,Adult Social Care,Grant and subscriptions awarded,22-Jul-22,5105825867,On The Out CIC,"£4,387.00"
Manchester City Council,Manchester Leisure,Legal Fees,01-Jul-22,1907794251,Driscoll Kingston,"£4,384.31"
Manchester City Council,Highways Services,Professional fees,29-Jul-22,5105823588,Kainos Software Ltd,"£4,375.00"
Manchester City Council,Adult Social Care,Rents,14-Jul-22,5105824152,Housing Social Ltd,"£4,359.01"
Manchester City Council,Adult Social Care,Rents,22-Jul-22,5105825966,Housing Social Ltd,"£4,359.01"
Manchester City Council,Adult Social Care,Bed & Breakfast Acc,18-Jul-22,5105824933,Redacted Personal Information,"£4,340.00"
Manchester City Council,Chief Executives,Works and associated costs for Land and Buildings,29-Jul-22,5105827121,Building Design Partnership Limited,"£4,334.84"
Manchester City Council,Chief Executives,Funeral and coroner related services,22-Jul-22,5105825972,Uni Hospital of South Mcr,"£4,313.00"
Manchester City Council,Regeneration Finance,Electricity,21-Jul-22,1907825709,Npower,"£4,309.61"
Manchester City Council,Manchester Leisure,Works and associated costs for Land and Buildings,18-Jul-22,5105824345,ISG Construction Limited,"£4,309.26"
Manchester City Council,Regeneration Finance,Professional fees,14-Jul-22,1907818970,DWF LLP,"£4,305.00"
Manchester City Council,Chief Executives,Works and associated costs for Land and Buildings,29-Jul-22,5105827122,Building Design Partnership Limited,"£4,297.58"
Manchester City Council,Manchester Leisure,Electricity,21-Jul-22,1907825727,Npower,"£4,283.93"
Manchester City Council,Housing General Fund,Building Works,19-Jul-22,1907822658,Stannah Lift Services Ltd,"£4,283.00"
Manchester City Council,Manchester Leisure,Agency staff provision,29-Jul-22,5105827115,Manchester Art Gallery,"£4,267.50"
Manchester City Council,Housing Revenue Account,Council Dwelling Adaptations,11-Jul-22,5105824040,Pts Plumbing Trade Supplies,"£4,250.52"
Manchester City Council,Manchester Leisure,Grant and subscriptions awarded,12-Jul-22,5105824243,Cheetham Cultural Festival T/a,"£4,250.00"
Manchester City Council,Childrens & Education Services,Payments for services,11-Jul-22,5105823700,Fairfield Care Ltd,"£4,247.20"
Manchester City Council,Childrens & Education Services,Transport Coach Hire,29-Jul-22,5105823673,School Transport Solutions,"£4,218.00"
Manchester City Council,Manchester Leisure,Electricity,21-Jul-22,1907825686,Npower,"£4,204.95"
Manchester City Council,Childrens & Education Services,Subsistence and Conference Expenses,05-Jul-22,5105823279,Inclusive Choice,"£4,200.00"
Manchester City Council,Chief Executives,Hire of Equipment,29-Jul-22,5105826892,dbnAudile Limited,"£4,200.00"
Manchester City Council,Adult Social Care,"Consumable items eg Toilet rolls, soap etc",08-Jul-22,1907812590,MILTON MANCHESTER HOTE,"£4,155.00"
Manchester City Council,Regeneration Finance,Gas,28-Jul-22,1907833090,Corona Energy Ltd,"£4,141.67"
Manchester City Council,Corporate Services,Works and associated costs for Land and Buildings,29-Jul-22,5105825607,Ameresco Limited,"£4,136.24"
Manchester City Council,Childrens & Education Services,Transport Coach Hire,25-Jul-22,5105825981,MCR Blackcab Ltd,"£4,125.92"
Manchester City Council,Highways Services,Legal Fees,13-Jul-22,1907814557,Express Solicitors,"£4,122.00"
Manchester City Council,Chief Executives,Works and associated costs for Land and Buildings,25-Jul-22,5105826178,Pierre Angulaire Limited,"£4,120.00"
Manchester City Council,Adult Social Care,"Consumable items eg Toilet rolls, soap etc",08-Jul-22,1907812615,MILTON MANCHESTER HOTE,"£4,115.00"
Manchester City Council,Adult Social Care,"Consumable items eg Toilet rolls, soap etc",08-Jul-22,1907813092,HOTEL AT BOOKING.COM,"£4,107.00"
Manchester City Council,Corporate Services,Professional fees,11-Jul-22,5105823130,Mace Cost Consultancy Ltd,"£4,097.00"
Manchester City Council,Childrens & Education Services,Foster Payments,15-Jul-22,1907819150,Redacted Personal Information,"£4,093.65"
Manchester City Council,Corporate Services,Professional fees,22-Jul-22,5105825745,Pick Everard,"£4,079.44"
Manchester City Council,Hospitality + Trading Services,Vehicle Hire Costs,11-Jul-22,5105823757,F.R.Sharrock Ltd,"£4,070.00"
Manchester City Council,Manchester Leisure,Agency staff provision,08-Jul-22,5105823651,University Of Manchester,"£4,070.00"
Manchester City Council,Manchester Leisure,Payments to Sub-Contractors,22-Jul-22,5105825799,Verrus (UK) T/A paybyphone,"£4,069.50"
Manchester City Council,Adult Social Care,Payments for services,22-Jul-22,5105825720,Slimming World,"£4,065.00"
Manchester City Council,Regeneration Finance,Stationery,04-Jul-22,5105823219,Banner Group Limited,"£4,064.00"
Manchester City Council,Childrens & Education Services,Professional fees,04-Jul-22,5105823140,Weightmans LLP Solicitors,"£4,043.75"
Manchester City Council,Hospitality + Trading Services,Vehicle Hire Costs,13-Jul-22,5105824480,Fleet Dynamic Consultancy Ltd,"£4,038.11"
Manchester City Council,Adult Social Care,"Consumable items eg Toilet rolls, soap etc",08-Jul-22,1907813134,MILTON MANCHESTER HOTE,"£4,016.00"
Manchester City Council,Childrens & Education Services,Payments for services,13-Jul-22,5105824414,Keys PCE Limited,"£4,007.86"
Manchester City Council,Adult Social Care,Funeral and coroner related services,06-Jul-22,1907792083,Alan J Bradley & Sons Ltd,"£4,002.00"
Manchester City Council,Manchester Leisure,Library Materials Acquisition,29-Jul-22,1907825106,Bolinda UK Limited,"£4,000.00"
Manchester City Council,Manchester Leisure,Library Materials Acquisition,29-Jul-22,1907825107,Bolinda UK Limited,"£4,000.00"
Manchester City Council,Childrens & Education Services,Payments for services,13-Jul-22,5105824416,Keys PCE Limited,"£3,990.00"
Manchester City Council,Manchester Leisure,Electricity,21-Jul-22,1907825707,Npower,"£3,986.55"
Manchester City Council,Manchester Leisure,Electricity,21-Jul-22,1907825751,Npower,"£3,983.37"
Manchester City Council,Childrens & Education Services,Transport Coach Hire,21-Jul-22,5105825223,Liddle Hackney Carriage,"£3,960.00"
Manchester City Council,Highways Services,Professional fees,15-Jul-22,5105824665,Waterman Aspen Ltd,"£3,960.00"
Manchester City Council,Manchester Leisure,Gas,28-Jul-22,1907832796,Corona Energy Ltd,"£3,952.81"
Manchester City Council,Housing Revenue Account,Council Dwelling Adaptations,22-Jul-22,5105825886,Pts Plumbing Trade Supplies,"£3,951.42"
Manchester City Council,Chief Executives,Grant and subscriptions awarded,22-Jul-22,5105825915,Manchester Craft & Design Charity,"£3,948.00"
Manchester City Council,Manchester Leisure,Security,22-Jul-22,5105826016,Showsec International Ltd,"£3,944.51"
Manchester City Council,Chief Executives,Postage,29-Jul-22,5105826732,Whistl North Ltd,"£3,940.91"
Manchester City Council,Adult Social Care,"Consumable items eg Toilet rolls, soap etc",08-Jul-22,1907813547,CABOT-CENTRAL,"£3,935.00"
Manchester City Council,Childrens & Education Services,Rents,14-Jul-22,1907814463,Partners Of Prisoners & Families,"£3,921.83"
Manchester City Council,Childrens & Education Services,Rents,15-Jul-22,1907814483,Partners Of Prisoners & Families,"£3,921.83"
Manchester City Council,Adult Social Care,"Consumable items eg Toilet rolls, soap etc",08-Jul-22,1907813653,WWW.LUXINN.CO.UK,"£3,918.84"
Manchester City Council,Highways Services,Payments to Sub-Contractors,21-Jul-22,5105825600,Amey Highways Lighting (Manchester),"£3,909.74"
Manchester City Council,Highways Services,Legal Fees,21-Jul-22,1907824795,Coupland Cavendish t/a Gowing Law S,"£3,905.40"
Manchester City Council,Childrens & Education Services,Payments for services,15-Jul-22,5105824837,Redacted Personal Information,"£3,897.00"
Manchester City Council,Adult Social Care,Third party payments relating to Voluntary Organisations,08-Jul-22,5105823830,Breakthrough Uk Ltd,"£3,888.94"
Manchester City Council,Childrens & Education Services,Transport Coach Hire,19-Jul-22,5105825342,David'S Handy Rider,"£3,888.00"
Manchester City Council,Childrens & Education Services,Third party payments to other Local Authorities,26-Jul-22,5105826342,Bolton Mbc,"£3,875.00"
Manchester City Council,Adult Social Care,Bed & Breakfast Acc,29-Jul-22,5105826993,Molesworth Hotel,"£3,871.00"
Manchester City Council,Manchester Leisure,Payments to Sub-Contractors,22-Jul-22,5105825986,NSL Ltd,"£3,863.33"
Manchester City Council,Adult Social Care,"Consumable items eg Toilet rolls, soap etc",08-Jul-22,1907813137,MILTON MANCHESTER HOTE,"£3,852.00"
Manchester City Council,Manchester Leisure,Professional fees,19-Jul-22,5105825106,Redacted Personal Information,"£3,850.00"
Manchester City Council,Childrens & Education Services,Payments for services,29-Jul-22,5105827008,National Offender Mgt Services,"£3,850.00"
Manchester City Council,Childrens & Education Services,Grant Payments,12-Jul-22,1907799002,PAYPOINT NETWORK LTD,"£3,850.00"
Manchester City Council,Regeneration Finance,Rents,04-Jul-22,5105823086,Dixons Brooklands Academy,"£3,849.45"
Manchester City Council,Corporate Services,Fees,21-Jul-22,5105825800,Pannone Corporate LLP,"£3,842.40"
Manchester City Council,Adult Social Care,Personal needs of client,20-Jul-22,5105825472,Careflex Limited,"£3,835.00"
Manchester City Council,Corporate Services,Hire of Equipment,29-Jul-22,5105826915,Flowbird Smart City Uk Ltd,"£3,824.00"
Manchester City Council,Manchester Leisure,Gas,28-Jul-22,1907833076,Corona Energy Ltd,"£3,815.53"
Manchester City Council,Adult Social Care,Equipment,19-Jul-22,5105825174,NRS Healthcare,"£3,814.52"
Manchester City Council,Manchester Leisure,Electricity,21-Jul-22,1907826041,Haven Power Ltd,"£3,813.49"
Manchester City Council,Chief Executives,Legal Fees,08-Jul-22,1907799019,Liberata,"£3,813.00"
Manchester City Council,Regeneration Finance,Grounds Maintenance,29-Jul-22,5105824729,Mitie Landscapes LTD,"£3,802.13"
Manchester City Council,Adult Social Care,Training and Development,28-Jul-22,5105826831,University Of Manchester,"£3,800.00"
Manchester City Council,Adult Social Care,Bed & Breakfast Acc,01-Jul-22,5105823044,Molesworth Hotel,"£3,792.00"
Manchester City Council,Regeneration Finance,External repairs and maintenance for buildings,25-Jul-22,5105826158,SMS Solar Maintenance Services,"£3,790.20"
Manchester City Council,Childrens & Education Services,Transport Coach Hire,26-Jul-22,5105826445,D.J. Minibus Travel,"£3,780.00"
Manchester City Council,Hospitality + Trading Services,Equipment,13-Jul-22,1907814552,Branded Cups LTD,"£3,780.00"
Manchester City Council,Adult Social Care,"Consumable items eg Toilet rolls, soap etc",08-Jul-22,1907812784,HOTEL AT BOOKING.COM,"£3,777.00"
Manchester City Council,Manchester Leisure,Mobilephone Charges,05-Jul-22,1907796517,O2 UK PAYMENT,"£3,767.45"
Manchester City Council,Adult Social Care,Bed & Breakfast Acc,18-Jul-22,5105824936,Redacted Personal Information,"£3,765.00"
Manchester City Council,Adult Social Care,Third party payments to Health Authority,13-Jul-22,1907796068,Chelsea & Westminster Hosp NHSFT,"£3,763.75"
Manchester City Council,Hospitality + Trading Services,Equipment,11-Jul-22,1907813894,BARLOW TRAILERS LTD,"£3,760.00"
Manchester City Council,Highways Services,Payments to Sub-Contractors,18-Jul-22,5105824495,Bike Right,"£3,759.00"
Manchester City Council,GMIST (Greater Mcr Integrated),Storage Costs,21-Jul-22,5105825824,DeepStore,"£3,758.44"
Manchester City Council,Regeneration Finance,Electricity,21-Jul-22,1907825712,Npower,"£3,756.86"
Manchester City Council,Highways Services,Payments to Sub-Contractors,11-Jul-22,5105824191,Clearway Drainage Systems Ltd,"£3,750.00"
Manchester City Council,Corporate Services,Professional fees,11-Jul-22,5105823129,Mace Cost Consultancy Ltd,"£3,716.00"
Manchester City Council,Chief Executives,Hire of Equipment,29-Jul-22,5105827078,Sterling Event Group,"£3,711.95"
Manchester City Council,Adult Social Care,Personal needs of client,21-Jul-22,5105825230,Specialised Orthotic Services Ltd,"£3,705.39"
Manchester City Council,Adult Social Care,Third party payments relating to Voluntary Organisations,19-Jul-22,5105825109,Reach out to the Community,"£3,690.00"
Manchester City Council,Housing Revenue Account,Council Dwelling Adaptations,21-Jul-22,5105825702,Rothwell Plumbing Services Ltd,"£3,686.62"
Manchester City Council,Adult Social Care,Supported Accommodation,14-Jul-22,5105824761,Mosscare Housing Ltd,"£3,685.40"
Manchester City Council,Adult Social Care,Supported Accommodation,14-Jul-22,5105824740,Mosscare Housing Ltd,"£3,685.40"
Manchester City Council,Housing Revenue Account,Council Dwelling Adaptations,22-Jul-22,5105825887,Pts Plumbing Trade Supplies,"£3,675.17"
Manchester City Council,Adult Social Care,Gas,28-Jul-22,1907832881,Corona Energy Ltd,"£3,654.98"
Manchester City Council,Childrens & Education Services,Storage Costs,12-Jul-22,5105824096,Restore PLC,"£3,648.69"
Manchester City Council,Highways Services,Grounds Maintenance,05-Jul-22,5105823296,The Fountain Company Ltd,"£3,645.00"
Manchester City Council,Highways Services,Grounds Maintenance,29-Jul-22,5105824300,The Fountain Company Ltd,"£3,645.00"
Manchester City Council,Childrens & Education Services,Payments for services,13-Jul-22,5105824423,The Together Trust,"£3,641.67"
Manchester City Council,Childrens & Education Services,Payments for services,28-Jul-22,5105826806,The Together Trust,"£3,641.67"
Manchester City Council,Highways Services,Payments to Sub-Contractors,19-Jul-22,5105825377,Fairway Landscapes Ltd,"£3,619.96"
Manchester City Council,Chief Executives,Funeral and coroner related services,11-Jul-22,1907813856,MG Harrington Ltd,"£3,600.00"
Manchester City Council,Housing Revenue Account,Gas,28-Jul-22,1907833192,Corona Energy Ltd,"£3,552.06"
Manchester City Council,Childrens & Education Services,Payments for services,15-Jul-22,5105824835,Broadstones Independent Special Sch,"£3,545.46"
Manchester City Council,Childrens & Education Services,Payments for services,15-Jul-22,5105824838,Redacted Personal Information,"£3,542.40"
Manchester City Council,Housing Revenue Account,Council Dwelling Adaptations,21-Jul-22,5105825589,Stannah Lift Services Ltd,"£3,528.00"
Manchester City Council,Highways Services,Payments to Sub-Contractors,15-Jul-22,5105824341,Northern Marking Limited,"£3,523.68"
Manchester City Council,Manchester Leisure,Catering,18-Jul-22,5105824993,Manchester Art Gallery,"£3,523.00"
Manchester City Council,Regeneration Finance,Taxi Vehicle Materia,19-Jul-22,5105825134,VIP-System Ltd,"£3,512.12"
Manchester City Council,Adult Social Care,Refuse Collection,29-Jul-22,5105826992,Initial Medical Services,"£3,509.13"
Manchester City Council,Adult Social Care,Cleaning Equipment and Materials,29-Jul-22,5105823943,Initial Medical Services,"£3,509.13"
Manchester City Council,Adult Social Care,"Consumable items eg Toilet rolls, soap etc",08-Jul-22,1907813155,MILTON MANCHESTER HOTE,"£3,506.00"
Manchester City Council,Manchester Leisure,Payments to Sub-Contractors,25-Jul-22,1907816439,Bt Redcare,"£3,500.00"
Manchester City Council,Manchester Leisure,Payments to Sub-Contractors,19-Jul-22,5105825101,Arboricultural Services Treework,"£3,500.00"
Manchester City Council,Manchester Leisure,Grant and subscriptions awarded,26-Jul-22,5105825024,M13 Youth Project,"£3,500.00"
Manchester City Council,Regeneration Finance,Legal Fees,08-Jul-22,1907793326,18 St John Street Chambers,"£3,500.00"
Manchester City Council,Highways Services,Legal Fees,11-Jul-22,1907814562,Redacted Personal Information,"£3,500.00"
Manchester City Council,Manchester Leisure,Professional fees,14-Jul-22,1907816442,HEARTSTONE,"£3,500.00"
Manchester City Council,Highways Services,Legal Fees,18-Jul-22,1907792061,Redacted Personal Information,"£3,500.00"
Manchester City Council,Housing General Fund,Building Works,20-Jul-22,1907824615,Stannah Lift Services Ltd,"£3,498.50"
Manchester City Council,Environment and Operations,Construction Works,29-Jul-22,5105826885,Wilde Consultants Ltd,"£3,476.07"
Manchester City Council,Childrens & Education Services,Third party payments to other Local Authorities,25-Jul-22,5105825552,New Bridge School,"£3,470.61"
Manchester City Council,Childrens & Education Services,Transport Coach Hire,22-Jul-22,5105825830,Ricks Travel,"£3,465.00"
Manchester City Council,Housing Revenue Account,Council Dwelling Adaptations,07-Jul-22,5105823558,Procare Shower & Bathroom Centre Lt,"£3,447.30"
Manchester City Council,Adult Social Care,Personal needs of client,18-Jul-22,5105824802,Prism Medical UK Carefree Division,"£3,442.50"
Manchester City Council,Housing Revenue Account,Gas,28-Jul-22,1907832852,Corona Energy Ltd,"£3,441.13"
Manchester City Council,Chief Executives,Works and associated costs for Land and Buildings,25-Jul-22,5105826180,Ryder Architecture Ltd,"£3,430.00"
Manchester City Council,Manchester Leisure,Agency staff provision,25-Jul-22,5105826145,Michael Page International,"£3,422.00"
Manchester City Council,Manchester Leisure,Equipment,14-Jul-22,5105824586,MGB Plastics Limited,"£3,421.20"
Manchester City Council,Housing Revenue Account,Council Dwelling Adaptations,07-Jul-22,5105823558,Procare Shower & Bathroom Centre Lt,"£3,419.09"
Manchester City Council,Childrens & Education Services,Water - Unmetered,21-Jul-22,1907825193,Anglian Water Business (National),"£3,413.53"
Manchester City Council,Manchester Leisure,Gas,28-Jul-22,1907832795,Corona Energy Ltd,"£3,412.88"
Manchester City Council,Chief Executives,Advertising,11-Jul-22,5105824050,Bauer Radio Ltd,"£3,395.75"
Manchester City Council,Childrens & Education Services,Professional fees,06-Jul-22,5105823469,Waddington & Son Solicitors,"£3,392.50"
Manchester City Council,Adult Social Care,Payments for services,21-Jul-22,5105825757,ADFERIAD RECOVERY,"£3,375.00"
Manchester City Council,Corporate Services,Professional fees,19-Jul-22,5105825077,WSP UK Limited,"£3,367.50"
Manchester City Council,Regeneration Finance,Electricity,21-Jul-22,1907825706,Npower,"£3,361.79"
Manchester City Council,Childrens & Education Services,Transport Coach Hire,29-Jul-22,5105826460,D.J. Minibus Travel,"£3,360.00"
Manchester City Council,Corporate Services,Works and associated costs for Land and Buildings,08-Jul-22,5105823777,Planit,"£3,360.00"
Manchester City Council,Chief Executives,Works and associated costs for Land and Buildings,27-Jul-22,5105826547,Browne Jacobson,"£3,357.50"
Manchester City Council,Hospitality + Trading Services,Equipment,08-Jul-22,1907796291,Stapletons Tyre Services,"£3,353.77"
Manchester City Council,Hospitality + Trading Services,Equipment,11-Jul-22,1907813896,Stapletons Tyre Services,"£3,353.77"
Manchester City Council,Hospitality + Trading Services,Equipment,11-Jul-22,1907813920,Stapletons Tyre Services,"£3,353.77"
Manchester City Council,Manchester Leisure,Special Event,19-Jul-22,5105824903,Utilities Design & Planning Ltd,"£3,349.00"
