Body Name,Service Area,Expenses Type,Invoice Payment Date,Transaction Number,Net Amount,Supplier Name,
Manchester City Council,Highways Services,Payments to Sub-Contractors,10.07.2020,5101093906,"£10,045.00",Clearway Drainage Systems Ltd,
Manchester City Council,Highways Services,Payments to Sub-Contractors,10.07.2020,5101093904,"£2,900.00",Clearway Drainage Systems Ltd,
Manchester City Council,Highways Services,Payments to Sub-Contractors,10.07.2020,5101093780,"£2,386.39",Quadrant Security Group,
Manchester City Council,Highways Services,Payments to Sub-Contractors,10.07.2020,5101093907,"£1,535.00",Clearway Drainage Systems Ltd,
Manchester City Council,Highways Services,Payments to Sub-Contractors,10.07.2020,5101093905,"£1,450.00",Clearway Drainage Systems Ltd,
Manchester City Council,Highways Services,Payments to Sub-Contractors,10.07.2020,5101093959,"£1,450.00",Clearway Drainage Systems Ltd,
Manchester City Council,Highways Services,Purchase of stores for re-distribution,10.07.2020,5101093861,"£1,248.80",Instarmac Group Ltd,
Manchester City Council,Manchester Leisure,Contract Cleaning External,13.07.2020,5101093954,"£1,524.12",GTS Steam Cleaners,
Manchester City Council,Manchester Leisure,Payments to Sub-Contractors,13.07.2020,5101093996,£800.00,Arboricultural Services Treework,
Manchester City Council,Manchester Leisure,Professional fees,13.07.2020,5101093773,"£116,800.00",Wythenshawe Forum Trust Ltd,
Manchester City Council,Manchester Leisure,Professional fees,13.07.2020,5101094055,"£1,110.93",Eville & Jones Commercial Services,
Manchester City Council,Manchester Leisure,Cash Collection,13.07.2020,5101093935,"£18,614.80",National Car Parks Ltd Season Ticke,
Manchester City Council,Manchester Leisure,Cash Collection,13.07.2020,5101093932,"£15,219.78",National Car Parks Ltd Season Ticke,
Manchester City Council,Manchester Leisure,Grant and subscriptions awarded,13.07.2020,1906921947,£500.00,Ardwick And Longsight Mutual Aid,
Manchester City Council,Manchester Leisure,Library Materials Acquisition,13.07.2020,1906923803,£624.00,The Financial Times Ltd,
Manchester City Council,Manchester Leisure,Library Materials Acquisition,13.07.2020,1906923804,£624.00,The Financial Times Ltd,
Manchester City Council,Hospitality + Trading Services,Vehicle Hire Costs,13.07.2020,1906923778,"£2,178.64",CONGLETON GARDEN MACHINER,
Manchester City Council,Hospitality + Trading Services,Equipment,13.07.2020,1906923758,"£2,298.00",UK POINT OF SALE GROUP,
Manchester City Council,Hospitality + Trading Services,Equipment,13.07.2020,5101093733,£624.00,Till & Whitehead Ltd,
Manchester City Council,Hospitality + Trading Services,Building Materials for direct delivery,13.07.2020,1906923585,£680.10,COMBINED MASONRY S,
Manchester City Council,Hospitality + Trading Services,Hire of Machinery,13.07.2020,5101093909,"£1,865.60",Gibsons Garden Machinery Limited,
Manchester City Council,Hospitality + Trading Services,Catering Provisions,13.07.2020,1906924243,£515.06,Brake Bros Foodservice Ltd,
Manchester City Council,Hospitality + Trading Services,Goods purchased for resale in Council outlets,13.07.2020,5101094016,£654.25,Treasured Memories Ltd,
Manchester City Council,Environment and Operations,Construction Works,13.07.2020,5101094014,"£226,912.89",Eric Wright Civil Engineering Limit,
Manchester City Council,Environment and Operations,Construction Works,13.07.2020,5101093821,"£49,137.84",Bethell Construction Ltd,
Manchester City Council,Environment and Operations,Construction Works,13.07.2020,5101093820,"£7,622.21",Bethell Construction Ltd,
Manchester City Council,Childrens & Education Services,General Office expenses,13.07.2020,1906923914,"£1,079.98",Argos Business Solutions,
Manchester City Council,Childrens & Education Services,General Office expenses,13.07.2020,1906923617,£901.46,EE / Orange,
Manchester City Council,Childrens & Education Services,General Office expenses,13.07.2020,1906923652,£896.00,AO RETAIL LIMITED,
Manchester City Council,Childrens & Education Services,Professional fees,13.07.2020,5101094097,£574.00,Cellmark,
Manchester City Council,Childrens & Education Services,Professional fees,13.07.2020,5101094092,£504.00,Cellmark,
Manchester City Council,Childrens & Education Services,Professional fees,13.07.2020,5101094099,£504.00,Cellmark,
Manchester City Council,Childrens & Education Services,CORONA VIRUS D-19,13.07.2020,5101093942,"£1,210.00",Middleton Cars Ltd,
Manchester City Council,Childrens & Education Services,CORONA VIRUS D-19,13.07.2020,5101093945,"£1,200.00",Middleton Cars Ltd,
Manchester City Council,Childrens & Education Services,CORONA VIRUS D-19,13.07.2020,5101093940,£840.00,Middleton Cars Ltd,
Manchester City Council,Childrens & Education Services,CORONA VIRUS D-19,13.07.2020,5101093944,£600.00,Middleton Cars Ltd,
Manchester City Council,Childrens & Education Services,Third party payments to other Local Authorities,13.07.2020,5101094030,"£37,109.03",Pictor Academy,
Manchester City Council,Childrens & Education Services,Third party payments relating to Voluntary Organisations,13.07.2020,5101094061,"£34,000.00",Remedi,
Manchester City Council,Childrens & Education Services,Third party payments relating to Voluntary Organisations,13.07.2020,5101094019,"£6,349.50",The Big Life Company,
Manchester City Council,Childrens & Education Services,Third party payments relating to Voluntary Organisations,13.07.2020,5101094069,"£3,250.00",Remedi,
Manchester City Council,Childrens & Education Services,Payments for services,13.07.2020,5101094024,£951.57,Fairfield Care Ltd,
Manchester City Council,Childrens & Education Services,Childrens Allowances,13.07.2020,5101094074,£727.48,Mosscare St Vincent's Housing,
Manchester City Council,Childrens & Education Services,Childrens Allowances,13.07.2020,5101094087,£727.48,Mosscare St Vincent's Housing,
Manchester City Council,Childrens & Education Services,Childrens Allowances,13.07.2020,5101094072,£720.79,Mosscare St Vincent's Housing,
Manchester City Council,Childrens & Education Services,Childrens Allowances,13.07.2020,5101093828,£536.50,Fusion Care Ltd,
Manchester City Council,Childrens & Education Services,Childrens Allowances,13.07.2020,5101093830,£536.50,Fusion Care Ltd,
Manchester City Council,Adult Social Care,Rents,13.07.2020,1906924620,£500.00,Redacted Personal Information,
Manchester City Council,Adult Social Care,"Consumable items eg Toilet rolls, soap etc",13.07.2020,1906923752,"£3,241.10",STERLING PROPERTY CO L,
Manchester City Council,Adult Social Care,"Consumable items eg Toilet rolls, soap etc",13.07.2020,1906923957,"£2,169.00",S AND S MANAGEMENT GROUP,
Manchester City Council,Adult Social Care,"Consumable items eg Toilet rolls, soap etc",13.07.2020,1906924016,"£2,169.00",S AND S MANAGEMENT GROUP,
Manchester City Council,Adult Social Care,"Consumable items eg Toilet rolls, soap etc",13.07.2020,1906923621,"£1,920.00",S AND S MANAGEMENT GROUP,
Manchester City Council,Adult Social Care,"Consumable items eg Toilet rolls, soap etc",13.07.2020,1906923989,"£1,795.05",S AND S MANAGEMENT GROUP,
Manchester City Council,Adult Social Care,"Consumable items eg Toilet rolls, soap etc",13.07.2020,1906923723,"£1,723.00",MANCHESTER AND SALFORD CE,
Manchester City Council,Adult Social Care,"Consumable items eg Toilet rolls, soap etc",13.07.2020,1906923573,"£1,566.45",GRAINGER RESIDENT,
Manchester City Council,Adult Social Care,"Consumable items eg Toilet rolls, soap etc",13.07.2020,1906923958,"£1,550.00",S AND S MANAGEMENT GROUP,
Manchester City Council,Adult Social Care,"Consumable items eg Toilet rolls, soap etc",13.07.2020,1906924015,"£1,550.00",S AND S MANAGEMENT GROUP,
Manchester City Council,Adult Social Care,"Consumable items eg Toilet rolls, soap etc",13.07.2020,1906923622,"£1,280.00",S AND S MANAGEMENT GROUP,
Manchester City Council,Adult Social Care,"Consumable items eg Toilet rolls, soap etc",13.07.2020,1906923988,"£1,260.00",S AND S MANAGEMENT GROUP,
Manchester City Council,Adult Social Care,"Consumable items eg Toilet rolls, soap etc",13.07.2020,1906923623,"£1,250.00",BRENTWOOD LETTINGS LTD,
Manchester City Council,Adult Social Care,"Consumable items eg Toilet rolls, soap etc",13.07.2020,1906923776,"£1,241.00",GREENCO PROPERTIES SAL,
Manchester City Council,Adult Social Care,"Consumable items eg Toilet rolls, soap etc",13.07.2020,1906923753,"£1,162.00",BRENTWOOD LETTINGS LTD,
Manchester City Council,Adult Social Care,"Consumable items eg Toilet rolls, soap etc",13.07.2020,1906923661,"£1,076.92",ASH RESIDENTAL LTD,
Manchester City Council,Adult Social Care,"Consumable items eg Toilet rolls, soap etc",13.07.2020,1906923657,£800.00,Redacted Personal Information,
Manchester City Council,Adult Social Care,"Consumable items eg Toilet rolls, soap etc",13.07.2020,1906924039,£760.00,Redacted Personal Information,
Manchester City Council,Adult Social Care,"Consumable items eg Toilet rolls, soap etc",13.07.2020,1906923658,£650.00,Redacted Personal Information,
Manchester City Council,Adult Social Care,"Consumable items eg Toilet rolls, soap etc",13.07.2020,1906923990,£552.32,CARRINGTON RIDING,
Manchester City Council,Adult Social Care,"Consumable items eg Toilet rolls, soap etc",13.07.2020,1906923898,£539.84,ALLPAY *JOHNNIE JOHNSON H,
Manchester City Council,Adult Social Care,General Office expenses,13.07.2020,1906923896,£613.21,Brake Bros Foodservice Ltd,
Manchester City Council,Adult Social Care,I T Provision,13.07.2020,5101093757,"£4,500.00",ICT Revolutions Ltd,
Manchester City Council,Adult Social Care,Legal Fees,13.07.2020,1906923014,£500.00,Kings Chambers,
Manchester City Council,Adult Social Care,Legal Fees,13.07.2020,5101094028,£635.00,Kings Chambers,
Manchester City Council,Childrens Services,Building Works,13.07.2020,5101093898,"£670,247.54",The Dean Trust,
Manchester City Council,Corporate Services,Vehicle Hire Costs,13.07.2020,1906924096,£783.68,City Car Club Ltd,
Manchester City Council,Corporate Services,Transport Taxis,13.07.2020,1906923760,£783.68,City Car Club Ltd,
Manchester City Council,Corporate Services,Transport Taxis,13.07.2020,1700103671,-£783.68,City Car Club Ltd,
Manchester City Council,Corporate Services,Welfare Provision Service Awards,13.07.2020,5101093994,£552.36,Furniture Resource Centre Ltd,
Manchester City Council,Corporate Services,Works and associated costs for Land and Buildings,13.07.2020,5101094089,"£16,581.25",Ove Arup & Partners Ltd,
Manchester City Council,Corporate Services,Works and associated costs for Land and Buildings,13.07.2020,5101094095,"£15,129.60",Ove Arup & Partners Ltd,
Manchester City Council,Corporate Services,Works and associated costs for Land and Buildings,13.07.2020,5101094098,"£4,565.00",Ove Arup & Partners Ltd,
Manchester City Council,Corporate Services,Works and associated costs for Land and Buildings,13.07.2020,5101094080,"£1,123.88",Ove Arup & Partners Ltd,
Manchester City Council,Housing Revenue Account,Private Finance and Public Private partnership initiatives,13.07.2020,5101094096,"£810,273.82",S4B Limited,
Manchester City Council,Housing Revenue Account,Council Dwelling Fees,13.07.2020,5101094100,"£9,562.25",Northwards Housing Limited,
Manchester City Council,Housing Revenue Account,Council Dwelling Adaptations,13.07.2020,5101094102,"£3,250.00",Northwards Housing Limited,
Manchester City Council,Housing Revenue Account,Council Dwelling Adaptations,13.07.2020,5101094073,£888.74,Northwards Housing Limited,
Manchester City Council,Chief Executives,Agency staff provision,13.07.2020,5101094112,"£6,666.66",Penna PLC,
Manchester City Council,Chief Executives,Agency staff provision,13.07.2020,5101094113,"£5,238.09",Penna PLC,
Manchester City Council,Chief Executives,Agency staff provision,13.07.2020,5101094111,"£1,944.00",Ashberry Recruitment Ltd,
Manchester City Council,Chief Executives,Equipment,13.07.2020,1906923668,"£2,202.00",TRENT FURNITURE LTD,
Manchester City Council,Chief Executives,Equipment,13.07.2020,1906923647,£845.00,HP INC UK LIMITED,
Manchester City Council,Chief Executives,Grant Payments,13.07.2020,5101093946,"£7,562.50",Company Chameleon Limited,
Manchester City Council,Chief Executives,Grant Payments,13.07.2020,5101093967,"£5,557.50",Manchester Histories,
Manchester City Council,Chief Executives,Grant Payments,13.07.2020,5101093943,"£5,000.00",Brighter Sound Ltd,
Manchester City Council,Chief Executives,Grant Payments,13.07.2020,1906923994,"£4,795.00",PAYPAL (UK) P CARD ONLY,
Manchester City Council,Chief Executives,Grant Payments,13.07.2020,5101093834,£946.40,Precise Media Monitoring Ltd,
Manchester City Council,Chief Executives,Grant Payments,13.07.2020,5101093840,£946.40,Precise Media Monitoring Ltd,
Manchester City Council,Chief Executives,Grant Payments,13.07.2020,5101093843,"-£1,892.80",Precise Media Monitoring Ltd,
Manchester City Council,Chief Executives,Professional fees,13.07.2020,1906924619,"£13,743.63",Weightmans LLP Solicitors,
Manchester City Council,Chief Executives,Professional fees,13.07.2020,1906924616,"£13,083.28",Weightmans LLP Solicitors,
Manchester City Council,Chief Executives,Professional fees,13.07.2020,1906924618,"£12,630.00",Weightmans LLP Solicitors,
Manchester City Council,Chief Executives,Professional fees,13.07.2020,1906924617,"£12,003.50",Weightmans LLP Solicitors,
Manchester City Council,Chief Executives,Landline Telephone Charges,13.07.2020,5101093665,"£1,750.00",The Loop t/a Gamma Telecom Ltd,
Manchester City Council,Chief Executives,Landline Telephone Charges,13.07.2020,5101093663,£695.00,The Loop t/a Gamma Telecom Ltd,
Manchester City Council,Chief Executives,Data Links,13.07.2020,5101093671,"£2,833.34",The Loop t/a Gamma Telecom Ltd,
Manchester City Council,Chief Executives,Data Links,13.07.2020,5101093667,£825.00,The Loop t/a Gamma Telecom Ltd,
Manchester City Council,Chief Executives,Third party payments relating to Voluntary Organisations,13.07.2020,5101093067,"£2,567.25",Royal Oak Community Centre,
Manchester City Council,Chief Executives,Works and associated costs for Land and Buildings,13.07.2020,5101094104,"£8,797.50",WSP UK Ltd,
Manchester City Council,Chief Executives,Works and associated costs for Land and Buildings,13.07.2020,5101094101,"£7,140.00",Pierre Angulaire Limited,
Manchester City Council,Chief Executives,Works and associated costs for Land and Buildings,13.07.2020,5101094108,"£5,000.00",Charcoalblue LLP,
Manchester City Council,Chief Executives,Works and associated costs for Land and Buildings,13.07.2020,5101094106,"£1,625.00",Strata Consulting Ltd,
Manchester City Council,Regeneration Finance,Rents,13.07.2020,1906921546,"£10,909.50",The Arch Company Properties Ltd,
Manchester City Council,Regeneration Finance,Cleaning Equipment and Materials,13.07.2020,5101094043,"£1,180.00",Alliance Disposables Ltd,
Manchester City Council,Regeneration Finance,"Consumable items eg Toilet rolls, soap etc",13.07.2020,1906924047,£729.99,Argos Business Solutions,
Manchester City Council,Highways Services,Car Parking Permits,13.07.2020,5101093809,£660.29,Quadrant Security Group,
Manchester City Council,Highways Services,Building Materials for direct delivery,13.07.2020,5101094081,£629.09,Aggregate Industries T/A Kennedy As,
Manchester City Council,Highways Services,Building Materials for direct delivery,13.07.2020,5101094078,£522.50,Aggregate Industries T/A Kennedy As,
Manchester City Council,Highways Services,Payments to Sub-Contractors,13.07.2020,5101094001,"£2,276.17",Rosgal Ltd,
Manchester City Council,Highways Services,Hire of Machinery,13.07.2020,5101094090,£692.07,Benchmark Building Supplies Ltd,
Manchester City Council,Highways Services,Purchase of stores for re-distribution,13.07.2020,5101093950,"£1,972.00",Kloeckner Metals UK,
Manchester City Council,General Fund,Levies,13.07.2020,1906847123,"£3,747,584.90",GMCA,
Manchester City Council,Manchester Leisure,Contract Cleaning External,14.07.2020,5101094009,"£6,691.48",Clearview Event Services Limited,
Manchester City Council,Manchester Leisure,Contract Cleaning External,14.07.2020,5101094010,"£6,241.18",Clearview Event Services Limited,
Manchester City Council,Manchester Leisure,Contract Cleaning External,14.07.2020,5101094011,"£1,428.44",Clearview Event Services Limited,
Manchester City Council,Manchester Leisure,Contract Cleaning External,14.07.2020,5101094012,"£1,428.44",Clearview Event Services Limited,
Manchester City Council,Manchester Leisure,Contract Cleaning External,14.07.2020,5101094013,"£1,428.44",Clearview Event Services Limited,
Manchester City Council,Manchester Leisure,Contract Cleaning External,14.07.2020,5101094008,£656.55,Clearview Event Services Limited,
Manchester City Council,Manchester Leisure,Equipment,14.07.2020,5101094201,"£7,450.00",Rigby Taylor Ltd,
Manchester City Council,Hospitality + Trading Services,Hire of Machinery,14.07.2020,5101094168,"£1,026.55",R & M Developments Ltd,
Manchester City Council,Hospitality + Trading Services,Hire of Machinery,14.07.2020,5101094167,£623.10,R & M Developments Ltd,
Manchester City Council,Environment and Operations,Construction Works,14.07.2020,5101093875,"£5,294.70",Amey Highways Lighting (Manchester),
Manchester City Council,Environment and Operations,Construction Works,14.07.2020,5101093880,"£4,131.61",Amey Highways Lighting (Manchester),
Manchester City Council,Childrens & Education Services,General Office expenses,14.07.2020,1906923740,£579.00,FLOOR EXPRESS,
Manchester City Council,Childrens & Education Services,General Office expenses,14.07.2020,1700103673,-£579.00,FLOOR EXPRESS,
Manchester City Council,Childrens & Education Services,Professional fees,14.07.2020,5101094119,"£1,226.00",Cellmark,
Manchester City Council,Childrens & Education Services,Professional fees,14.07.2020,1906923549,£979.17,Redacted Personal Information,
Manchester City Council,Childrens & Education Services,Professional fees,14.07.2020,5101094120,£504.00,Cellmark,
Manchester City Council,Childrens & Education Services,Third party payments relating to Voluntary Organisations,14.07.2020,5101094140,"£10,000.00",Manchester Youth Zone,
Manchester City Council,Childrens & Education Services,Payments for services,14.07.2020,5101094151,£623.76,Reed Employment Plc,
Manchester City Council,Childrens & Education Services,Payments for services,14.07.2020,5101094154,£623.76,Reed Employment Plc,
Manchester City Council,Adult Social Care,Training and Development,14.07.2020,5101094164,£750.00,Manchester Metropolitan University,
Manchester City Council,Adult Social Care,Rents,14.07.2020,5101094189,"£148,371.38",Mack Residential Letting Ltd,
Manchester City Council,Adult Social Care,Rents,14.07.2020,5101094185,"£86,479.00",Accommodation Links Ltd,
Manchester City Council,Adult Social Care,Rents,14.07.2020,1906924852,"£3,590.10",Breandan Flynn Investments Limited,
Manchester City Council,Adult Social Care,Rents,14.07.2020,1906924860,"£1,350.00",Redacted Personal Information,
Manchester City Council,Adult Social Care,Rents,14.07.2020,1906924854,"£1,200.00",Careycourt Estates Ltd,
Manchester City Council,Adult Social Care,Rents,14.07.2020,5101094172,"£1,010.84",Houses4Homes 4U Ltd,
Manchester City Council,Adult Social Care,Rents,14.07.2020,1906924863,£900.00,Redacted Personal Information,
Manchester City Council,Adult Social Care,Rents,14.07.2020,1906924862,£500.00,Redacted Personal Information,
Manchester City Council,Adult Social Care,Rents,14.07.2020,1906924855,£500.00,Redacted Personal Information,
Manchester City Council,Adult Social Care,Cleaning Equipment and Materials,14.07.2020,5101093985,£547.12,Alliance Disposables Ltd,
Manchester City Council,Adult Social Care,Equipment,14.07.2020,5101093912,"£1,422.30",WADSWORTH SECURITY PRODUCTS,
Manchester City Council,Adult Social Care,Equipment,14.07.2020,5101094152,£657.00,NRS Healthcare,
Manchester City Council,Adult Social Care,Equipment,14.07.2020,5101094131,"-£1,422.30",WADSWORTH SECURITY PRODUCTS,
Manchester City Council,Adult Social Care,"Consumable items eg Toilet rolls, soap etc",14.07.2020,5101094188,£806.00,All 4 Pets Limited,
Manchester City Council,Adult Social Care,"Consumable items eg Toilet rolls, soap etc",14.07.2020,5101094193,£697.50,All 4 Pets Limited,
Manchester City Council,Adult Social Care,Landline Telephone Charges,14.07.2020,1906921201,£645.85,Bt Featurenet Payment Centre,
Manchester City Council,Adult Social Care,Bed and Breakfast Accommodation Expenditure,14.07.2020,5101094186,"£8,615.00",Redacted Personal Information,
Manchester City Council,Adult Social Care,Third party payments relating to Voluntary Organisations,14.07.2020,5101094007,"£13,265.54",Great Places Housing Association,
Manchester City Council,Adult Social Care,Supporting People Payments,14.07.2020,5101094182,"£128,595.01",Creative Support Ltd,
Manchester City Council,Adult Social Care,Supporting People Payments,14.07.2020,5101094183,"£12,262.85",Creative Support Ltd,
Manchester City Council,Adult Social Care,Supporting People Payments,14.07.2020,5101094184,"£12,262.85",Creative Support Ltd,
Manchester City Council,Adult Social Care,Housing Rents Debit,14.07.2020,1906911573,"£6,626.98",Debt Management (FCM),
Manchester City Council,Adult Social Care,Housing Rents Debit,14.07.2020,1906911569,"£3,493.87",Redacted Personal Information,
Manchester City Council,Adult Social Care,Housing Rents Debit,14.07.2020,1906907767,"£1,770.27",Redacted Personal Information,
Manchester City Council,Adult Social Care,Housing Rents Debit,14.07.2020,1906907778,"£1,310.88",Redacted Personal Information,
Manchester City Council,Adult Social Care,Housing Rents Debit,14.07.2020,1906911570,£916.49,Redacted Personal Information,
Manchester City Council,Adult Social Care,Housing Rents Debit,14.07.2020,1906907777,£903.83,Redacted Personal Information,
Manchester City Council,Adult Social Care,Housing Rents Debit,14.07.2020,1906907770,£619.36,Redacted Personal Information,
Manchester City Council,Adult Social Care,Housing Rents Debit,14.07.2020,1906911564,£591.60,Redacted Personal Information,
Manchester City Council,Corporate Services,Professional fees,14.07.2020,5101094213,"£1,914.00",Jisc Services Limited,
Manchester City Council,Corporate Services,I T Provision,14.07.2020,5101094150,"£2,250.00",Auditware Systems Limited,
Manchester City Council,Corporate Services,Works and associated costs for Land and Buildings,14.07.2020,5101094181,"£13,972.00",Ramboll UK Limited,
Manchester City Council,Corporate Services,Works and associated costs for Land and Buildings,14.07.2020,5101094180,"£3,987.50",Ramboll UK Limited,
Manchester City Council,Corporate Services,Works and associated costs for Land and Buildings,14.07.2020,5101094178,"£3,590.00",Ramboll UK Limited,
Manchester City Council,Corporate Services,Works and associated costs for Land and Buildings,14.07.2020,5101094179,"£3,000.00",Ramboll UK Limited,
Manchester City Council,Housing General Fund,Surplus property Fees,14.07.2020,1906924115,£500.00,JMW Solicitors,
Manchester City Council,Housing Revenue Account,Northwards Repairs Fee,14.07.2020,5101094158,"£1,685,333.34",Northwards Housing Limited,
Manchester City Council,Housing Revenue Account,Northwards Management Fee,14.07.2020,5101094159,"£28,450.75",Northwards Housing Limited,
Manchester City Council,Chief Executives,AVC NI,14.07.2020,1906923041,"£4,194.11",AVC Wise Ltd,
Manchester City Council,Chief Executives,Car Parking Permits,14.07.2020,1906725157,"£2,262.50",National Car Parks Ltd Season Ticke,
Manchester City Council,Chief Executives,Grant Payments,14.07.2020,5101094133,"£11,356.80",Precise Media Monitoring Ltd,
Manchester City Council,Chief Executives,Professional fees,14.07.2020,1906924741,"£5,568.75",Weightmans LLP Solicitors,
Manchester City Council,Chief Executives,Professional fees,14.07.2020,1906924472,"£3,893.75",Weightmans LLP Solicitors,
Manchester City Council,Chief Executives,Professional fees,14.07.2020,1906924467,"£3,806.25",Weightmans LLP Solicitors,
Manchester City Council,Chief Executives,Professional fees,14.07.2020,1906924573,"£3,683.75",Weightmans LLP Solicitors,
Manchester City Council,Chief Executives,Professional fees,14.07.2020,1906924465,"£3,680.00",Weightmans LLP Solicitors,
Manchester City Council,Chief Executives,Professional fees,14.07.2020,1906924626,"£3,531.25",Weightmans LLP Solicitors,
Manchester City Council,Chief Executives,Professional fees,14.07.2020,1906924628,"£3,237.50",Weightmans LLP Solicitors,
Manchester City Council,Chief Executives,Professional fees,14.07.2020,1906924657,"£3,175.00",Weightmans LLP Solicitors,
Manchester City Council,Chief Executives,Professional fees,14.07.2020,1906924748,"£2,890.93",Russell & Russell Solicitors LLP,
Manchester City Council,Chief Executives,Professional fees,14.07.2020,1906924746,"£2,537.50",Weightmans LLP Solicitors,
Manchester City Council,Chief Executives,Professional fees,14.07.2020,1906924631,"£2,481.25",Weightmans LLP Solicitors,
Manchester City Council,Chief Executives,Professional fees,14.07.2020,1906924745,"£2,337.50",Weightmans LLP Solicitors,
Manchester City Council,Chief Executives,Professional fees,14.07.2020,1906924629,"£2,300.00",Weightmans LLP Solicitors,
Manchester City Council,Chief Executives,Professional fees,14.07.2020,1906924627,"£2,243.75",Weightmans LLP Solicitors,
Manchester City Council,Chief Executives,Professional fees,14.07.2020,1906924630,"£1,785.00",Weightmans LLP Solicitors,
Manchester City Council,Chief Executives,Professional fees,14.07.2020,1906924319,"£1,771.80",Weightmans LLP Solicitors,
Manchester City Council,Chief Executives,Professional fees,14.07.2020,1906924744,"£1,485.42",Weightmans LLP Solicitors,
Manchester City Council,Chief Executives,Professional fees,14.07.2020,1906924473,"£1,481.25",Weightmans LLP Solicitors,
Manchester City Council,Chief Executives,Professional fees,14.07.2020,1906924474,"£1,218.75",Weightmans LLP Solicitors,
Manchester City Council,Chief Executives,Professional fees,14.07.2020,1906924635,"£1,217.50",Weightmans LLP Solicitors,
Manchester City Council,Chief Executives,Professional fees,14.07.2020,1906924749,£737.50,Russell & Russell Solicitors LLP,
Manchester City Council,Chief Executives,Professional fees,14.07.2020,1906924114,£550.00,Kenworthy's Chambers,
Manchester City Council,Chief Executives,Landline Telephone Charges,14.07.2020,1906923009,"£9,368.05",Vodafone (Ex C&W),
Manchester City Council,Chief Executives,Landline Telephone Charges,14.07.2020,1906923008,"£3,830.05",Vodafone (Ex C&W),
Manchester City Council,Chief Executives,Landline Telephone Charges,14.07.2020,1906923010,"£3,618.07",Vodafone (Ex C&W),
Manchester City Council,Chief Executives,ICT Support & Maintenance,14.07.2020,5101093889,"£17,242.00",Chess Cybersecurity Ltd,
Manchester City Council,Chief Executives,Compensation Payments,14.07.2020,1906924106,£800.00,Redacted Personal Information,
Manchester City Council,Regeneration Finance,External repairs and maintenance for buildings,14.07.2020,5101094174,"£1,144.00",Cheshire Scaffolds Ltd,
Manchester City Council,Regeneration Finance,Professional fees,14.07.2020,5101088546,"£1,000.00",Arboricultural Services Treework,
Manchester City Council,Highways Services,Equipment,14.07.2020,5101093871,£674.41,Amey Highways Lighting (Manchester),
Manchester City Council,Highways Services,Payments to Sub-Contractors,14.07.2020,5101094018,"£3,731.26",Steer Davies & Geave Limited,
Manchester City Council,Highways Services,Payments to Sub-Contractors,14.07.2020,5101094129,"-£3,731.26",Steer Davies & Geave Limited,
Manchester City Council,Highways Services,Compensation Payments,14.07.2020,1906924572,"£1,980.00",Sheldon Davidson Solicitors,
Manchester City Council,Collection Fund,Academy NNDR Debtors - Overpayments,14.07.2020,1906924867,"£12,869.72",TREASURE CHOICE ENTERPRISES LTD,
Manchester City Council,Insurance Fund,Personal Accident Insurance Premium,14.07.2020,1906924888,"£10,497.76",A. J. Gallagher,
Manchester City Council,Insurance Fund,Personal Accident Insurance Premium,14.07.2020,1906924891,"£4,704.00",A. J. Gallagher,
Manchester City Council,Manchester Leisure,Equipment,15.07.2020,5101094384,£750.00,T.H. Horn Ltd,
Manchester City Council,Manchester Leisure,Professional fees,15.07.2020,5101094341,"£1,879.50",Daly Drains Ltd,
Manchester City Council,Manchester Leisure,Professional fees,15.07.2020,5101093094,"£1,622.00",Daly Drains Ltd,
Manchester City Council,Manchester Leisure,Professional fees,15.07.2020,5101093096,"£1,321.00",Daly Drains Ltd,
Manchester City Council,Manchester Leisure,Professional fees,15.07.2020,1906905519,£500.00,Islamic Social And Educational Trus,
Manchester City Council,Manchester Leisure,Works and associated costs for Land and Buildings,15.07.2020,5101094232,"£69,891.76",Greenwich Leisure Limited,
Manchester City Council,Hospitality + Trading Services,Refuse Collection,15.07.2020,5101094253,"£74,898.83",Fairfield Environmental Serv Ltd,
Manchester City Council,Hospitality + Trading Services,Vehicle Hire Costs,15.07.2020,5101094219,"£2,715.77",TIP Trailer Services UK Ltd,
Manchester City Council,Hospitality + Trading Services,Vehicle Repairs,15.07.2020,5101094256,£588.40,Advanced Vehicle Technicians Ltd,
Manchester City Council,Hospitality + Trading Services,Hire of Machinery,15.07.2020,5101094228,"£1,299.50",R & M Developments Ltd,
Manchester City Council,Hospitality + Trading Services,Hire of Machinery,15.07.2020,5101094238,"£1,299.50",R & M Developments Ltd,
Manchester City Council,Hospitality + Trading Services,Hire of Machinery,15.07.2020,5101094242,"£1,050.00",R & M Developments Ltd,
Manchester City Council,Hospitality + Trading Services,Hire of Machinery,15.07.2020,5101094224,"£1,038.50",R & M Developments Ltd,
Manchester City Council,Hospitality + Trading Services,Hire of Machinery,15.07.2020,5101094233,"£1,038.50",R & M Developments Ltd,
Manchester City Council,Hospitality + Trading Services,Hire of Machinery,15.07.2020,5101094239,"£1,038.50",R & M Developments Ltd,
Manchester City Council,Hospitality + Trading Services,Hire of Machinery,15.07.2020,5101094235,£540.00,R & M Developments Ltd,
Manchester City Council,Hospitality + Trading Services,I T Provision,15.07.2020,5101094218,£762.50,Blackstone Computer Services Ltd,
Manchester City Council,Childrens & Education Services,Training and Development,15.07.2020,5101094221,£850.00,Special Educational Needs Expert,
