Body Name,Service Area,Expenses Type,Invoice Payment Date,Transaction Number,Net Amount,Supplier Name,,,,
Manchester City Council,Adult Social Care,Third party payments relating to Voluntary Organisations,06.12.2021,5105789527,"£5,471.87",Pure Innovations Ltd,,,,
Manchester City Council,Adult Social Care,Third party payments relating to Voluntary Organisations,06.12.2021,5105789645,"£3,120.00",Shared Habitat Limited,,,,
Manchester City Council,Adult Social Care,Payments for services,06.12.2021,5105789646,"£8,239.68",Care Concepts Ltd,,,,
Manchester City Council,Adult Social Care,Supported Accommodation,06.12.2021,5105788882,"£2,760.00",Alliance Disposables Ltd,,,,
Manchester City Council,Adult Social Care,Personal needs of client,06.12.2021,1907475908,"£1,200.00",GUESTHOUSE MANCHESTER,,,,
Manchester City Council,Adult Social Care,Legal Fees,06.12.2021,5105789638,£500.00,Kings Chambers,,,,
Manchester City Council,Corporate Services,Vehicle Costs,06.12.2021,1907475728,"£8,718.00",Cyclescheme Ltd,,,,
Manchester City Council,Corporate Services,Vehicle Costs,06.12.2021,1700127721,-£800.00,Cyclescheme Ltd,,,,
Manchester City Council,Corporate Services,Professional fees,06.12.2021,5105789529,"£5,390.00",Pennine Care NHS Trust,,,,
Manchester City Council,Corporate Services,Postage,06.12.2021,5105789477,"£7,451.77",Royal Mail Group Plc,,,,
Manchester City Council,Corporate Services,Heart of Manc Bid,06.12.2021,5105789479,"£450,000.00",Heart of Manchester BID Co Ltd,,,,
Manchester City Council,Corporate Services,WPS Awards,06.12.2021,5105789442,£767.39,Furniture Resource Centre Ltd,,,,
Manchester City Council,Corporate Services,WPS Awards,06.12.2021,5105789454,£677.03,Furniture Resource Centre Ltd,,,,
Manchester City Council,Corporate Services,WPS Awards,06.12.2021,5105789425,£537.39,Furniture Resource Centre Ltd,,,,
Manchester City Council,Corporate Services,Works and associated costs for Land and Buildings,06.12.2021,5105789189,"£234,881.50",Bam Nuttall Ltd,,,,
Manchester City Council,Corporate Services,Legal Fees,06.12.2021,1907474757,£600.00,Kenworthy's Chambers,,,,
Manchester City Council,Corporate Services,Legal Fees,06.12.2021,1907476153,"£1,908.50",Her Majesty's Passport Office,,,,
Manchester City Council,Corporate Services,Legal Fees,06.12.2021,1907475934,"£2,323.00",Her Majesty's Passport Office,,,,
Manchester City Council,Corporate Services,Compensation Payments,06.12.2021,1907477038,"£2,500.00",HIGH STREET SOLICITORS,,,,
Manchester City Council,Corporate Services,Compensation Payments,06.12.2021,1907474831,"£4,060.00",MJV Solicitors,,,,
Manchester City Council,Corporate Services,Compensation Payments,06.12.2021,1907474762,"£2,000.00",MJV Solicitors,,,,
Manchester City Council,Housing General Fund,Works and associated costs for Land and Buildings,06.12.2021,5105789630,£795.00,Jacobs UK Ltd,,,,
Manchester City Council,Housing General Fund,Surplus property Fees,06.12.2021,5105789630,"£2,067.00",Jacobs UK Ltd,,,,
Manchester City Council,Housing General Fund,Surplus property Fees,06.12.2021,5105789630,"£1,696.00",Jacobs UK Ltd,,,,
Manchester City Council,Housing Revenue Account,Northwards Reps Fee,06.12.2021,1907475722,"£7,645.00",Redacted Personal Information,,,,
Manchester City Council,Housing Revenue Account,Professional fees,06.12.2021,5105789630,"£2,500.00",Jacobs UK Ltd,,,,
Manchester City Council,Housing Revenue Account,Professional fees,06.12.2021,5105789630,"£1,750.00",Jacobs UK Ltd,,,,
Manchester City Council,Housing Revenue Account,Professional fees,06.12.2021,5105789630,"£1,750.00",Jacobs UK Ltd,,,,
Manchester City Council,Housing Revenue Account,Professional fees,06.12.2021,5105789630,"£1,000.00",Jacobs UK Ltd,,,,
Manchester City Council,Housing Revenue Account,Professional fees,06.12.2021,5105789630,£750.00,Jacobs UK Ltd,,,,
Manchester City Council,Housing Revenue Account,Professional fees,06.12.2021,5105789630,£500.00,Jacobs UK Ltd,,,,
Manchester City Council,Housing Revenue Account,Professional fees,06.12.2021,5105789630,£500.00,Jacobs UK Ltd,,,,
Manchester City Council,Chief Executives,Agency staff provision,06.12.2021,5105789761,"£18,091.07",Eden Brown Synergy,,,,
Manchester City Council,Chief Executives,Agency staff provision,06.12.2021,5105789750,"£15,798.31",Eden Brown Synergy,,,,
Manchester City Council,Chief Executives,Agency staff provision,06.12.2021,5105789763,"£15,416.10",Eden Brown Synergy,,,,
Manchester City Council,Chief Executives,Agency staff provision,06.12.2021,5105789749,"£5,760.44",Eden Brown Synergy,,,,
Manchester City Council,Chief Executives,Agency staff provision,06.12.2021,5105789748,"£5,434.38",Eden Brown Synergy,,,,
Manchester City Council,Chief Executives,Agency staff provision,06.12.2021,5105789762,£921.25,Eden Brown Synergy,,,,
Manchester City Council,Chief Executives,Agency staff provision,06.12.2021,5105789777,"£19,459.88",Hays Personnel,,,,
Manchester City Council,Chief Executives,Agency staff provision,06.12.2021,5105789419,"£8,810.35",LAW Absolute,,,,
Manchester City Council,Chief Executives,Agency staff provision,06.12.2021,5105789631,"£34,482.02",Cadence Resourcing Ltd,,,,
Manchester City Council,Chief Executives,Printing,06.12.2021,5105788861,"£1,840.00",Astra Signs,,,,
Manchester City Council,Chief Executives,Printing,06.12.2021,5105788849,"£1,265.00",Astra Signs,,,,
Manchester City Council,Chief Executives,Printing,06.12.2021,5105788864,£907.50,Astra Signs,,,,
Manchester City Council,Chief Executives,Printing,06.12.2021,5105788852,£895.00,Astra Signs,,,,
Manchester City Council,Chief Executives,General Office expenses,06.12.2021,1907475887,£810.00,NCCTC LTD,,,,
Manchester City Council,Chief Executives,Professional fees,06.12.2021,5105788847,"£27,120.00",Manchester Central,,,,
Manchester City Council,Chief Executives,Professional fees,06.12.2021,5105789522,£717.00,King's House Conference (Gtr Mcr),,,,
Manchester City Council,Chief Executives,Professional fees,06.12.2021,5105789165,£730.33,Foreign and Commonwealth Office,,,,
Manchester City Council,Chief Executives,Professional fees,06.12.2021,5105789580,"£2,161.00",Waddington & Son Solicitors,,,,
Manchester City Council,Chief Executives,Professional fees,06.12.2021,5105789583,£737.50,Waddington & Son Solicitors,,,,
Manchester City Council,Chief Executives,Data Links,06.12.2021,5105789611,"£2,833.34",The Loop t/a Gamma Telecom Ltd,,,,
Manchester City Council,Chief Executives,Compensation Payments,06.12.2021,1907477036,"£5,500.00",AWH Solicitors,,,,
Manchester City Council,Regeneration Finance,Training and Development,06.12.2021,5105789450,£936.00,Real Group Ltd,,,,
Manchester City Council,Regeneration Finance,External repairs and maintenance for buildings,06.12.2021,5105789228,"£4,102.08",Electricity North West Limited,,,,
Manchester City Council,Regeneration Finance,Preventative Maintenance Work,06.12.2021,5105789596,"£176,130.24",ENGIE Services Ltd,,,,
Manchester City Council,Regeneration Finance,Contract Cleaning External,06.12.2021,5105789433,"£7,786.00",Westgrove Support Services Ltd,,,,
Manchester City Council,Regeneration Finance,Cleaning Equipment and Materials,06.12.2021,5105788868,£772.50,Alliance Disposables Ltd,,,,
Manchester City Council,Regeneration Finance,Grounds Maintenance,06.12.2021,5105789435,£650.00,Arboricultural Services Treework,,,,
Manchester City Council,Regeneration Finance,Stationery,06.12.2021,5105789523,£932.50,Digital ID Ltd,,,,
Manchester City Council,Regeneration Finance,Professional fees,06.12.2021,5105789630,"£5,507.00",Jacobs UK Ltd,,,,
Manchester City Council,Regeneration Finance,Professional fees,06.12.2021,5105789630,"£4,561.00",Jacobs UK Ltd,,,,
Manchester City Council,Regeneration Finance,Professional fees,06.12.2021,5105789630,"£2,471.00",Jacobs UK Ltd,,,,
Manchester City Council,Regeneration Finance,Professional fees,06.12.2021,5105789630,"£2,120.00",Jacobs UK Ltd,,,,
Manchester City Council,Regeneration Finance,Professional fees,06.12.2021,5105789630,"£1,068.75",Jacobs UK Ltd,,,,
Manchester City Council,Regeneration Finance,Professional fees,06.12.2021,5105789630,"£1,000.00",Jacobs UK Ltd,,,,
Manchester City Council,Regeneration Finance,Professional fees,06.12.2021,5105789630,£953.75,Jacobs UK Ltd,,,,
Manchester City Council,Regeneration Finance,Professional fees,06.12.2021,5105789630,£800.00,Jacobs UK Ltd,,,,
Manchester City Council,Regeneration Finance,Professional fees,06.12.2021,5105789630,£636.00,Jacobs UK Ltd,,,,
Manchester City Council,Regeneration Finance,Subvention Payments,06.12.2021,5105789125,"£224,162.00",Manchester Creative Digital Assets,,,,
Manchester City Council,Regeneration Finance,Subvention Payments,06.12.2021,5105789126,"£203,026.00",Manchester Creative Digital Assets,,,,
Manchester City Council,Regeneration Finance,Subvention Payments,06.12.2021,5105789124,"£184,166.00",Manchester Creative Digital Assets,,,,
Manchester City Council,Highways Services,Payments to Sub-Contractors,06.12.2021,5105789599,"£1,912.50",Balfour Beatty Living Places Ltd,,,,
Manchester City Council,Highways Services,Tipping - Tonnage,06.12.2021,5105789449,£580.55,J.Hopkins (Contractors) Ltd.,,,,
Manchester City Council,Highways Services,Compensation Payments,06.12.2021,1907477040,"£20,000.00",MRH SOLICITORS,,,,
Manchester City Council,Insurance Fund,Insurance,06.12.2021,1907477040,"£10,100.00",MRH SOLICITORS,,,,
Manchester City Council,Manchester Leisure,Training and Development,07.12.2021,5105789654,£696.00,CIEH,,,,
Manchester City Council,Manchester Leisure,Training and Development,07.12.2021,5105789685,£838.20,Break into Business Ltd,,,,
Manchester City Council,Manchester Leisure,Training and Development,07.12.2021,5105789686,£838.20,Break into Business Ltd,,,,
Manchester City Council,Manchester Leisure,Vehicle Fuel Costs,07.12.2021,5105789820,"£1,206.40",Standard Fuels Oils,,,,
Manchester City Council,Manchester Leisure,Equipment,07.12.2021,5105789886,"£12,055.68",Cromwell Polythene Limited,,,,
Manchester City Council,Manchester Leisure,Building Materials for direct delivery,07.12.2021,5105789544,£940.00,Green Garden,,,,
Manchester City Council,Manchester Leisure,Payments to Sub-Contractors,07.12.2021,5105789734,£749.00,Osborne Richardson,,,,
Manchester City Council,Manchester Leisure,Payments to Sub-Contractors,07.12.2021,5105789707,£540.00,Specimen Trees Ltd,,,,
Manchester City Council,Manchester Leisure,Hire of Equipment,07.12.2021,1907466058,"£1,702.58",Grountrax Systems Ltd,,,,
Manchester City Council,Manchester Leisure,Professional fees,07.12.2021,5105789667,£959.76,Barlow Moor Community Association,,,,
Manchester City Council,Manchester Leisure,Professional fees,07.12.2021,5105789650,"£117,365.68",Engie Regeneration Ltd,,,,
Manchester City Council,Manchester Leisure,Professional fees,07.12.2021,5105789859,"£2,125.08",Redacted Personal Information,,,,
Manchester City Council,Manchester Leisure,Professional fees,07.12.2021,1907477037,"£1,000.00",Redacted Personal Information,,,,
Manchester City Council,Manchester Leisure,Professional fees,07.12.2021,1907477306,"£2,250.00",Debate Mate Ltd,,,,
Manchester City Council,Manchester Leisure,Professional fees,07.12.2021,1907477013,"£5,490.00",Slant Media Ltd,,,,
Manchester City Council,Manchester Leisure,Special Event,07.12.2021,5105789773,"£1,790.00",SilverbackUk,,,,
Manchester City Council,Libraries and Theatres,Training and Development,07.12.2021,5105789858,£550.00,Authors Aloud UK Ltd,,,,
Manchester City Council,Hospitality + Trading Services,Rents,07.12.2021,1907474464,"£5,366.70",St Modwen Corporate Services Ltd,,,,
Manchester City Council,Hospitality + Trading Services,Rents,07.12.2021,1907474463,"£2,821.03",St Modwen Corporate Services Ltd,,,,
Manchester City Council,Hospitality + Trading Services,Vehicle Fuel Costs,07.12.2021,5105789080,"£17,693.68",Standard Fuels Oils,,,,
Manchester City Council,Hospitality + Trading Services,Building Materials for direct delivery,07.12.2021,5105789814,"£6,583.57",Killgerm Chemicals Ltd,,,,
Manchester City Council,Environment and Operations,Construction Works,07.12.2021,5105789733,"£5,940.96",J.Hopkins (Contractors) Ltd.,,,,
Manchester City Council,Environment and Operations,Construction Works,07.12.2021,5105789680,"£5,311.75",J.Hopkins (Contractors) Ltd.,,,,
Manchester City Council,Environment and Operations,Construction Works,07.12.2021,5105789731,"£14,534.09",J.Hopkins (Contractors) Ltd.,,,,
Manchester City Council,Environment and Operations,Construction Works,07.12.2021,5105789709,"£18,817.64",J.Hopkins (Contractors) Ltd.,,,,
Manchester City Council,Environment and Operations,Construction Works,07.12.2021,5105789701,"£12,397.92",J.Hopkins (Contractors) Ltd.,,,,
Manchester City Council,Environment and Operations,Construction Works,07.12.2021,5105789336,"£6,569.87",GMCA,,,,
Manchester City Council,Environment and Operations,Construction Works,07.12.2021,5105789478,"£1,592.83",GMCA,,,,
Manchester City Council,Environment and Operations,Construction Works,07.12.2021,5105789629,"£1,497.16",GMCA,,,,
Manchester City Council,Environment and Operations,Construction Works,07.12.2021,5105789421,"£1,156.93",GMCA,,,,
Manchester City Council,Environment and Operations,Construction Works,07.12.2021,5105789404,"£1,065.27",GMCA,,,,
Manchester City Council,Environment and Operations,Construction Works,07.12.2021,5105789369,"£1,043.50",GMCA,,,,
Manchester City Council,Environment and Operations,Construction Works,07.12.2021,5105789382,"£1,381.65",GMCA,,,,
Manchester City Council,Childrens & Education Services,Gas,07.12.2021,5105789871,"£17,037.70",Manchester School Services Limited,,,,
Manchester City Council,Childrens & Education Services,Professional fees,07.12.2021,1907476875,"£2,250.00",18 St John Street Chambers,,,,
Manchester City Council,Childrens & Education Services,Professional fees,07.12.2021,1907476876,"£1,500.00",Central Chambers,,,,
Manchester City Council,Childrens & Education Services,Professional fees,07.12.2021,5105789843,£950.00,Liam Trippier School Improvement,,,,
Manchester City Council,Childrens & Education Services,Professional fees,07.12.2021,5105789860,£950.00,Pennine School Improvement Ltd,,,,
Manchester City Council,Childrens & Education Services,Professional fees,07.12.2021,1907474758,£807.70,Expert Psychology Consultancy,,,,
Manchester City Council,Childrens & Education Services,Private Finance and Public Private partnership initiatives,07.12.2021,5105789870,"£408,090.97",Manchester School Services Limited,,,,
Manchester City Council,Childrens & Education Services,Third party payments to other Local Authorities,07.12.2021,5105789836,"£5,676.00",Outwood Primary School,,,,
Manchester City Council,Childrens & Education Services,Third party payments to other Local Authorities,07.12.2021,5105789837,"£2,611.00",Outwood Primary School,,,,
Manchester City Council,Childrens & Education Services,Payments for services,07.12.2021,5105789808,"£241,275.56",Belmont School Ltd,,,,
Manchester City Council,Childrens & Education Services,Payments for services,07.12.2021,5105789809,"£37,145.15",Belmont School Ltd,,,,
Manchester City Council,Childrens & Education Services,Payments for services,07.12.2021,5105789806,"£36,793.58",Belmont School Ltd,,,,
Manchester City Council,Childrens & Education Services,Payments for services,07.12.2021,5105789807,"£27,549.75",Belmont School Ltd,,,,
Manchester City Council,Childrens & Education Services,Personal needs of client,07.12.2021,1907474751,"£1,560.00",Kane Funeral Services,,,,
Manchester City Council,Childrens & Education Services,Legal Fees,07.12.2021,1907475766,£550.00,Kenworthy's Chambers,,,,
Manchester City Council,Adult Social Care,Rents,07.12.2021,5105789753,"£3,044.40",Mosscare St Vincent's Housing,,,,
Manchester City Council,Adult Social Care,Rents,07.12.2021,5105789547,"£35,175.66",Housing Social Ltd,,,,
Manchester City Council,Adult Social Care,Rents,07.12.2021,5105789839,"£5,045.47",Hilldale Housing Association,,,,
Manchester City Council,Adult Social Care,Equipment,07.12.2021,5105789708,"£2,929.60",NRS Healthcare,,,,
Manchester City Council,Adult Social Care,Equipment,07.12.2021,5105789815,£780.00,NRS Healthcare,,,,
Manchester City Council,Adult Social Care,Equipment,07.12.2021,5105789705,"£1,575.00",Aidapt Bathrooms Ltd,,,,
Manchester City Council,Adult Social Care,Bed & Breakfast Acc,07.12.2021,5105789546,"£45,123.81",Redacted Personal Information,,,,
Manchester City Council,Adult Social Care,Third party payments relating to Voluntary Organisations,07.12.2021,5105789558,"£7,857.00",Gaddum Centre,,,,
Manchester City Council,Adult Social Care,Third party payments relating to Voluntary Organisations,07.12.2021,5105789675,"£16,520.83",Manchester Action On Street Health,,,,
Manchester City Council,Adult Social Care,Third party payments relating to Voluntary Organisations,07.12.2021,5105789677,"£16,520.83",Manchester Action On Street Health,,,,
Manchester City Council,Adult Social Care,Third party payments relating to Voluntary Organisations,07.12.2021,5105789883,"£13,962.83",Quays Housing,,,,
Manchester City Council,Adult Social Care,Payments for services,07.12.2021,5105789735,"£286,667.48",Standwalk Ltd,,,,
Manchester City Council,Adult Social Care,Supporting People Payments,07.12.2021,5105788753,"£7,047.46",Turning Point Services,,,,
Manchester City Council,Adult Social Care,Supporting People Payments,07.12.2021,5105788761,"£7,047.46",Turning Point Services,,,,
Manchester City Council,Adult Social Care,Supporting People Payments,07.12.2021,5105788762,"£7,047.46",Turning Point Services,,,,
Manchester City Council,Adult Social Care,Supporting People Payments,07.12.2021,5105788763,"£7,047.46",Turning Point Services,,,,
Manchester City Council,Adult Social Care,Supporting People Payments,07.12.2021,5105788766,"£7,047.46",Turning Point Services,,,,
Manchester City Council,Adult Social Care,Home Care ,07.12.2021,5105789863,"£3,177.60",Standwalk Ltd,,,,
Manchester City Council,Adult Social Care,Home Care ,07.12.2021,5105789864,"£1,059.60",Standwalk Ltd,,,,
Manchester City Council,Adult Social Care,Personal needs of client,07.12.2021,5105789833,"£2,285.00",Schuchmann LLP,,,,
Manchester City Council,Adult Social Care,Extra Care Sheltd HP,07.12.2021,5105789768,"£24,555.85",Homecare Support,,,,
Manchester City Council,Adult Social Care,Extra Care Sheltd HP,07.12.2021,5105789769,"£24,555.85",Homecare Support,,,,
Manchester City Council,Corporate Services,Heart of Manc Bid,07.12.2021,5105789888,"£1,500.93",Heart of Manchester BID Co Ltd,,,,
Manchester City Council,Corporate Services,WPS Awards,07.12.2021,5105789822,£743.97,Furniture Resource Centre Ltd,,,,
Manchester City Council,Corporate Services,WPS Awards,07.12.2021,5105789755,£658.36,Furniture Resource Centre Ltd,,,,
Manchester City Council,Corporate Services,WPS Awards,07.12.2021,5105789756,£658.36,Furniture Resource Centre Ltd,,,,
Manchester City Council,Corporate Services,WPS Awards,07.12.2021,5105789649,£648.81,Furniture Resource Centre Ltd,,,,
Manchester City Council,Housing Revenue Account,Professional fees,07.12.2021,5105789594,"£14,718.87",NE1 Procurement Services Limited,,,,
Manchester City Council,Housing Revenue Account,Compensation Payments,07.12.2021,1907477058,"£8,500.00",EMERALD LAW,,,,
Manchester City Council,Chief Executives,Agency staff provision,07.12.2021,5105789844,"£25,547.80",NES UK Limited,,,,
Manchester City Council,Chief Executives,Agency staff provision,07.12.2021,5105789746,"-£5,434.38",Eden Brown Synergy,,,,
Manchester City Council,Chief Executives,Agency staff provision,07.12.2021,5105789745,"-£5,760.44",Eden Brown Synergy,,,,
Manchester City Council,Chief Executives,Agency staff provision,07.12.2021,5105789747,"-£15,798.31",Eden Brown Synergy,,,,
Manchester City Council,Chief Executives,Agency staff provision,07.12.2021,5105789744,"-£18,091.07",Eden Brown Synergy,,,,
Manchester City Council,Chief Executives,Agency staff provision,07.12.2021,5105789857,£980.00,Isherwood Legal Limited,,,,
Manchester City Council,Chief Executives,Professional fees,07.12.2021,5105789851,"£18,040.00",Tep-The Environment Partnership,,,,
Manchester City Council,Chief Executives,Professional fees,07.12.2021,1907474833,"£2,140.00",18 St John Street Chambers,,,,
Manchester City Council,Chief Executives,Professional fees,07.12.2021,5105789845,"£4,676.25",Russell & Russell Solicitors LLP,,,,
Manchester City Council,Chief Executives,Professional fees,07.12.2021,5105789846,"£1,975.00",Russell & Russell Solicitors LLP,,,,
Manchester City Council,Chief Executives,Works and associated costs for Land and Buildings,07.12.2021,5105789020,"£154,675.11",Galliford Try Construction,,,,
Manchester City Council,Chief Executives,Compensation Payments,07.12.2021,1907474761,"£1,495.82",Redacted Personal Information,,,,
Manchester City Council,Chief Executives,Compensation Payments,07.12.2021,5105789800,"£6,021.88",Russell & Russell Solicitors LLP,,,,
Manchester City Council,Chief Executives,Compensation Payments,07.12.2021,5105789842,"£6,021.88",Russell & Russell Solicitors LLP,,,,
Manchester City Council,Chief Executives,Compensation Payments,07.12.2021,5105789798,"£4,160.17",Russell & Russell Solicitors LLP,,,,
Manchester City Council,Chief Executives,Compensation Payments,07.12.2021,5105789799,"£2,899.50",Russell & Russell Solicitors LLP,,,,
Manchester City Council,Chief Executives,Compensation Payments,07.12.2021,5105789841,"-£6,021.88",Russell & Russell Solicitors LLP,,,,
Manchester City Council,Chief Executives,Compensation Payments,07.12.2021,1907474783,£797.23,Pickering Psychology Services Ltd,,,,
Manchester City Council,Regeneration Finance,Professional fees,07.12.2021,1907477305,"£2,111.00",PINSENT MASONS,,,,
Manchester City Council,Regeneration Finance,Subvention Payments,07.12.2021,5105789608,"£36,901.00",Manchester Creative Digital Assets,,,,
Manchester City Council,Regeneration Finance,Subvention Payments,07.12.2021,5105789607,"£24,204.00",Manchester Creative Digital Assets,,,,
Manchester City Council,Regeneration Finance,Planning Application Fees,07.12.2021,1907476853,£924.00,PortalPlanQuest Ltd,,,,
Manchester City Council,Highways Services,Grounds Maintenance,07.12.2021,5105789674,"£1,320.00",Halcyon Conservation Ltd,,,,
Manchester City Council,Highways Services,Building Materials for direct delivery,07.12.2021,5105789801,"£1,127.96",TARMAC,,,,
Manchester City Council,Highways Services,Building Materials for direct delivery,07.12.2021,5105789759,£688.54,TARMAC,,,,
Manchester City Council,Highways Services,Building Materials for direct delivery,07.12.2021,5105789827,£540.00,O'Connor Concrete Ltd,,,,
Manchester City Council,Highways Services,Payments to Sub-Contractors,07.12.2021,5105789684,"£14,784.50",Balfour Beatty Living Places Ltd,,,,
Manchester City Council,Highways Services,Payments to Sub-Contractors,07.12.2021,5105789668,"£13,400.50",Balfour Beatty Living Places Ltd,,,,
Manchester City Council,Highways Services,Payments to Sub-Contractors,07.12.2021,5105789728,"£9,648.50",Balfour Beatty Living Places Ltd,,,,
Manchester City Council,Highways Services,Payments to Sub-Contractors,07.12.2021,5105789726,"£5,896.50",Balfour Beatty Living Places Ltd,,,,
Manchester City Council,Highways Services,Payments to Sub-Contractors,07.12.2021,5105789696,"£4,424.50",Balfour Beatty Living Places Ltd,,,,
Manchester City Council,Highways Services,Payments to Sub-Contractors,07.12.2021,5105789717,"£1,976.50",Balfour Beatty Living Places Ltd,,,,
Manchester City Council,Highways Services,Payments to Sub-Contractors,07.12.2021,5105789725,"£1,728.50",Balfour Beatty Living Places Ltd,,,,
Manchester City Council,Highways Services,Payments to Sub-Contractors,07.12.2021,5105789723,"£1,048.50",Balfour Beatty Living Places Ltd,,,,
Manchester City Council,Highways Services,Payments to Sub-Contractors,07.12.2021,5105789721,£976.50,Balfour Beatty Living Places Ltd,,,,
Manchester City Council,Highways Services,Payments to Sub-Contractors,07.12.2021,5105789694,£928.50,Balfour Beatty Living Places Ltd,,,,
Manchester City Council,Highways Services,Payments to Sub-Contractors,07.12.2021,5105789718,£872.50,Balfour Beatty Living Places Ltd,,,,
Manchester City Council,Highways Services,Payments to Sub-Contractors,07.12.2021,5105789716,£730.50,Balfour Beatty Living Places Ltd,,,,
Manchester City Council,Highways Services,Payments to Sub-Contractors,07.12.2021,5105789715,£608.50,Balfour Beatty Living Places Ltd,,,,
Manchester City Council,Highways Services,Payments to Sub-Contractors,07.12.2021,5105789727,"-£11,407.50",Balfour Beatty Living Places Ltd,,,,
Manchester City Council,Highways Services,Professional fees,07.12.2021,5105789868,"£4,120.16",Wilde Consultants Ltd,,,,
Manchester City Council,Highways Services,Professional fees,07.12.2021,5105789869,"£3,965.58",Wilde Consultants Ltd,,,,
Manchester City Council,Highways Services,Professional fees,07.12.2021,5105789872,"£2,511.54",Wilde Consultants Ltd,,,,
Manchester City Council,Highways Services,Professional fees,07.12.2021,5105789699,"£2,224.50",Balfour Beatty Living Places Ltd,,,,
Manchester City Council,Highways Services,Professional fees,07.12.2021,5105789693,"£2,096.50",Balfour Beatty Living Places Ltd,,,,
Manchester City Council,Highways Services,Professional fees,07.12.2021,5105789690,"£1,752.50",Balfour Beatty Living Places Ltd,,,,
Manchester City Council,Highways Services,Professional fees,07.12.2021,5105789692,"£1,664.50",Balfour Beatty Living Places Ltd,,,,
Manchester City Council,Highways Services,Professional fees,07.12.2021,5105789722,"£1,664.50",Balfour Beatty Living Places Ltd,,,,
Manchester City Council,Highways Services,Professional fees,07.12.2021,5105789691,"£1,640.50",Balfour Beatty Living Places Ltd,,,,
Manchester City Council,Highways Services,Professional fees,07.12.2021,5105789689,"£1,632.50",Balfour Beatty Living Places Ltd,,,,
Manchester City Council,Highways Services,Professional fees,07.12.2021,5105789712,"£1,584.50",Balfour Beatty Living Places Ltd,,,,
Manchester City Council,Highways Services,Professional fees,07.12.2021,5105789720,"£1,560.50",Balfour Beatty Living Places Ltd,,,,
Manchester City Council,Highways Services,Professional fees,07.12.2021,5105789724,"£1,488.50",Balfour Beatty Living Places Ltd,,,,
Manchester City Council,Highways Services,Professional fees,07.12.2021,5105789700,"£1,240.50",Balfour Beatty Living Places Ltd,,,,
Manchester City Council,Highways Services,Professional fees,07.12.2021,5105789719,"£1,184.50",Balfour Beatty Living Places Ltd,,,,
Manchester City Council,Highways Services,Professional fees,07.12.2021,5105789711,"£1,152.50",Balfour Beatty Living Places Ltd,,,,
Manchester City Council,Highways Services,Professional fees,07.12.2021,5105789688,"£1,080.50",Balfour Beatty Living Places Ltd,,,,
Manchester City Council,Highways Services,Legal Fees,07.12.2021,1907477304,"£8,052.00",Law Together LLP,,,,
Manchester City Council,Insurance Fund,Insurance,07.12.2021,1907477308,"£40,368.95",St.Wilfrids Ce Primary School,,,,
Manchester City Council,Insurance Fund,Insurance,07.12.2021,1907477307,"£7,629.12",JOE EGAN SOLICITORS,,,,
Manchester City Council,Leasing,Professional fees,07.12.2021,5105789813,£750.00,Link Asset Services,,,,
Manchester City Council,Manchester Leisure,Electricity,08.12.2021,5105789956,"£7,941.12",Switch2 Energey Limited,,,,
Manchester City Council,Manchester Leisure,Electricity,08.12.2021,5105789958,"£2,647.96",Switch2 Energey Limited,,,,
Manchester City Council,Manchester Leisure,Electricity,08.12.2021,5105789953,"£2,526.72",Switch2 Energey Limited,,,,
Manchester City Council,Manchester Leisure,Electricity,08.12.2021,5105789954,"£1,082.88",Switch2 Energey Limited,,,,
Manchester City Council,Manchester Leisure,Electricity,08.12.2021,5105789961,£792.88,Switch2 Energey Limited,,,,
Manchester City Council,Manchester Leisure,Equipment,08.12.2021,5105789880,"£1,546.40",Groundwork Landscapes Ltd,,,,
Manchester City Council,Manchester Leisure,Equipment,08.12.2021,5105789754,£633.15,Sign-It-Up,,,,
Manchester City Council,Manchester Leisure,"Consumable items eg Toilet rolls, soap etc",08.12.2021,1700127878,-£984.66,FLOWPLANT GRP LTD,,,,
Manchester City Council,Manchester Leisure,"Consumable items eg Toilet rolls, soap etc",08.12.2021,1700127897,-£719.13,LONGWORTH LTD,,,,
Manchester City Council,Manchester Leisure,Building Materials for direct delivery,08.12.2021,1907479448,"£21,472.50",Blossom,,,,
Manchester City Council,Manchester Leisure,Grant and subscriptions awarded,08.12.2021,5105789897,"£1,428.00",Newton Heath Eco Youth,,,,
Manchester City Council,Manchester Leisure,Grant and subscriptions awarded,08.12.2021,5105789901,"£1,552.16",Moss Side Community Allotment Group,,,,
Manchester City Council,Manchester Leisure,Grant and subscriptions awarded,08.12.2021,5105789898,"£2,000.00",Whalley Rangers,,,,
Manchester City Council,Manchester Leisure,Grant and subscriptions awarded,08.12.2021,5105789900,"£2,000.00",Whalley Rangers,,,,
Manchester City Council,Manchester Leisure,Grant and subscriptions awarded,08.12.2021,5105789899,£903.89,Dukeries Residents,,,,
Manchester City Council,Manchester Leisure,Grant and subscriptions awarded,08.12.2021,5105789895,£540.00,Friends of Sackville Gardens,,,,
Manchester City Council,Manchester Leisure,Grant and subscriptions awarded,08.12.2021,5105789902,£720.00,Agnew Triangle,,,,
Manchester City Council,Manchester Leisure,Grant and subscriptions awarded,08.12.2021,5105789894,£990.00,Manchester Urban Diggers CIC,,,,
Manchester City Council,Manchester Leisure,Grant and subscriptions awarded,08.12.2021,5105789893,"£5,819.96",Bowling Green Hotel Bowling Club,,,,
