Body Name,Service Area,Expenses type,Invoice Payment Date,Transaction Number,Net Amount,Supplier Name
Manchester City Council,Chief Executives,Professional fees,21/06/2022,5105821411,4514.62,Weightmans LLP Solicitors
Manchester City Council,Chief Executives,Professional fees,21/06/2022,5105821438,3004.75,Weightmans LLP Solicitors
Manchester City Council,Chief Executives,Professional fees,21/06/2022,5105821440,900,Weightmans LLP Solicitors
Manchester City Council,Chief Executives,Professional fees,21/06/2022,5105821452,750,Weightmans LLP Solicitors
Manchester City Council,Chief Executives,Professional fees,21/06/2022,5105821473,4615.95,Weightmans LLP Solicitors
Manchester City Council,Chief Executives,Professional fees,21/06/2022,5105821477,1906.25,Weightmans LLP Solicitors
Manchester City Council,Chief Executives,Professional fees,21/06/2022,5105821478,2923.25,Weightmans LLP Solicitors
Manchester City Council,Chief Executives,Professional fees,22/06/2022,5105821599,1697.75,Weightmans LLP Solicitors
Manchester City Council,Chief Executives,Professional fees,22/06/2022,5105821631,693.75,Weightmans LLP Solicitors
Manchester City Council,Chief Executives,Professional fees,22/06/2022,5105821653,2596.24,Weightmans LLP Solicitors
Manchester City Council,Chief Executives,Professional fees,22/06/2022,5105821654,2206.25,Weightmans LLP Solicitors
Manchester City Council,Chief Executives,Professional fees,22/06/2022,5105821655,943.75,Weightmans LLP Solicitors
Manchester City Council,Chief Executives,Professional fees,23/06/2022,1907779909,650,18 St John Street Chambers
Manchester City Council,Chief Executives,Professional fees,23/06/2022,5105821846,3450,Carbon Creative Limited
Manchester City Council,Chief Executives,Professional fees,23/06/2022,5105821999,2655.35,Weightmans LLP Solicitors
Manchester City Council,Chief Executives,Professional fees,23/06/2022,5105822001,600,Weightmans LLP Solicitors
Manchester City Council,Chief Executives,Professional fees,23/06/2022,5105822002,9782.65,Weightmans LLP Solicitors
Manchester City Council,Chief Executives,Professional fees,24/06/2022,5105822189,3000,Pilat Europe Ltd
Manchester City Council,Chief Executives,Professional fees,24/06/2022,5105822198,5097.2,Weightmans LLP Solicitors
Manchester City Council,Chief Executives,Professional fees,28/06/2022,5105822437,2925,Weightmans LLP Solicitors
Manchester City Council,Chief Executives,Professional fees,30/06/2022,1907788952,709.2,Forensic Testing Service Ltd
Manchester City Council,Chief Executives,Professional fees,30/06/2022,1907789218,750,Kenworthy's Chambers
Manchester City Council,Chief Executives,Professional fees,30/06/2022,1907792674,500,Central Chambers
Manchester City Council,Chief Executives,Professional fees,30/06/2022,1907792680,750,NTC Services 1
Manchester City Council,Chief Executives,Professional fees,30/06/2022,5105822679,2913.57,NTT DATA Business Solutions Limited
Manchester City Council,Chief Executives,Professional fees,30/06/2022,5105822679,1942.93,NTT DATA Business Solutions Limited
Manchester City Council,Chief Executives,Professional fees,30/06/2022,5105822907,2813.25,Waddington & Son Solicitors
Manchester City Council,Chief Executives,Professional fees,30/06/2022,5105822908,2053.75,Waddington & Son Solicitors
Manchester City Council,Chief Executives,Professional fees,30/06/2022,5105822973,7669.18,Waddington & Son Solicitors
Manchester City Council,Chief Executives,Professional fees,30/06/2022,5105822974,3270,Waddington & Son Solicitors
Manchester City Council,Chief Executives,Professional fees,30/06/2022,5105822975,2026.45,Waddington & Son Solicitors
Manchester City Council,Chief Executives,Professional fees,30/06/2022,5105822976,2269.04,Waddington & Son Solicitors
Manchester City Council,Chief Executives,Professional fees,30/06/2022,5105822977,8666.25,Weightmans LLP Solicitors
Manchester City Council,Chief Executives,Professional fees,30/06/2022,5105822978,-8641.25,Weightmans LLP Solicitors
Manchester City Council,Chief Executives,Professional fees,30/06/2022,5105822840,526.66,Quaker Trading Ltd
Manchester City Council,Chief Executives,Funeral and coroner related services,10/06/2022,5105819815,6820,Kane Funeral Services
Manchester City Council,Chief Executives,Funeral and coroner related services,30/06/2022,5105820479,6594,Kane Funeral Services
Manchester City Council,Chief Executives,Funeral and coroner related services,07/06/2022,5105819347,1944.6,Central Mcr Uni Hospital t/a
Manchester City Council,Chief Executives,Funeral and coroner related services,09/06/2022,5105819704,25236.43,Central Mcr Uni Hospital t/a
Manchester City Council,Chief Executives,Funeral and coroner related services,09/06/2022,5105819707,1805.97,Central Mcr Uni Hospital t/a
Manchester City Council,Chief Executives,Funeral and coroner related services,14/06/2022,5105820345,553.8,Redacted Personal Information
Manchester City Council,Chief Executives,Funeral and coroner related services,16/06/2022,5105820800,1200,Redacted Personal Information
Manchester City Council,Chief Executives,Funeral and coroner related services,16/06/2022,5105820821,1107.6,Redacted Personal Information
Manchester City Council,Chief Executives,Funeral and coroner related services,16/06/2022,5105820822,3076.9,Redacted Personal Information
Manchester City Council,Chief Executives,Funeral and coroner related services,13/06/2022,1907762822,600,Redacted Personal Information
Manchester City Council,Chief Executives,Funeral and coroner related services,14/06/2022,1700135073,-600,Maganty Health Services Ltd
Manchester City Council,Chief Executives,Postage,13/06/2022,5105819889,25675.2,Royal Mail Group Plc
Manchester City Council,Chief Executives,Postage,16/06/2022,5105820886,3221.15,Whistl North Ltd
Manchester City Council,Chief Executives,Postage,17/06/2022,5105821095,5171.66,Quadient Ltd (Credifon)
Manchester City Council,Chief Executives,Postage,20/06/2022,5105819901,153486.6,Civica Election Services
Manchester City Council,Chief Executives,Postage,20/06/2022,5105821116,4200.01,Whistl North Ltd
Manchester City Council,Chief Executives,Postage,22/06/2022,5105820899,2205.98,Whistl North Ltd
Manchester City Council,Chief Executives,Postage,28/06/2022,5105822499,3003.12,Pitney Bowes - PrePay
Manchester City Council,Chief Executives,Postage,29/06/2022,5105821574,8885.81,Whistl North Ltd
Manchester City Council,Chief Executives,Courier Costs,16/06/2022,5105820873,554.13,Speed Couriers (Northern) Ltd
Manchester City Council,Chief Executives,Courier Costs,22/06/2022,5105821747,785.71,Speed Couriers (Northern) Ltd
Manchester City Council,Chief Executives,Landline Telephone,08/06/2022,5105819375,1045.26,Meridian Recovery Audit
Manchester City Council,Chief Executives,Landline Telephone,15/06/2022,1700135225,-1989.09,Daisy Corporate Services Trading
Manchester City Council,Chief Executives,Landline Telephone,15/06/2022,1907768740,1989.09,Daisy Corporate Services Trading
Manchester City Council,Chief Executives,Landline Telephone,16/06/2022,1700135090,-7814.28,Daisy Corporate Services Trading
Manchester City Council,Chief Executives,Landline Telephone,16/06/2022,1700135226,-1989.09,Daisy Corporate Services Trading
Manchester City Council,Chief Executives,Landline Telephone,16/06/2022,1907587421,4736.51,Daisy Corporate Services Trading
Manchester City Council,Chief Executives,Landline Telephone,16/06/2022,1907768735,3879.42,Daisy Corporate Services Trading
Manchester City Council,Chief Executives,Landline Telephone,16/06/2022,1907768737,2889.7,Daisy Corporate Services Trading
Manchester City Council,Chief Executives,Landline Telephone,20/06/2022,5105821103,51952.27,8x8 UK Ltd
Manchester City Council,Chief Executives,Landline Telephone,20/06/2022,5105821106,-1876.21,8x8 UK Ltd
Manchester City Council,Chief Executives,Landline Telephone,22/06/2022,1907777988,3001.93,Daisy Corporate Services Trading
Manchester City Council,Chief Executives,Data Links,01/06/2022,5105819025,-2857.34,The Loop t/a Gamma Telecom Ltd
Manchester City Council,Chief Executives,Data Links,01/06/2022,5105819026,2833.34,The Loop t/a Gamma Telecom Ltd
Manchester City Council,Chief Executives,Data Links,28/06/2022,5105822352,2833.34,The Loop t/a Gamma Telecom Ltd
Manchester City Council,Chief Executives,Telecoms Maintenance,21/06/2022,5105821133,650,The Networking People (TNP) Ltd
Manchester City Council,Chief Executives,Telecoms Maintenance,27/06/2022,5105821997,1500,T.I.S. Limited
Manchester City Council,Chief Executives,Mobilephone Charges,17/06/2022,1907777229,40926.67,EE / Orange
Manchester City Council,Chief Executives,Mobilephone Charges,17/06/2022,1907777230,41277.28,EE / Orange
Manchester City Council,Chief Executives,I T Provision,24/06/2022,5105821206,588.3,Insight Direct (Uk) Ltd
Manchester City Council,Chief Executives,I T Provision,28/06/2022,5105822491,4184,GS Systems Ltd
Manchester City Council,Chief Executives,I T Provision,30/06/2022,5105822379,50500,Digital Interactive Ltd
Manchester City Council,Chief Executives,I T Provision,29/06/2022,5105822658,603.02,Iron Mountain
Manchester City Council,Chief Executives,I T Provision,30/06/2022,5105821482,57999.96,Thompson Reuters
Manchester City Council,Chief Executives,I T Provision,30/06/2022,5105821483,6361.92,Thompson Reuters
Manchester City Council,Chief Executives,ICT Sup & Maintnance,14/06/2022,5105820423,690,Finastra
Manchester City Council,Chief Executives,ICT Sup & Maintnance,20/06/2022,5105821324,13670,Siteimprove Ltd
Manchester City Council,Chief Executives,ICT Sup & Maintnance,20/06/2022,5105821355,7314.72,Specops Software Ltd
Manchester City Council,Chief Executives,ICT Sup & Maintnance,24/06/2022,5105822063,4000,The Networking People (TNP) Ltd
Manchester City Council,Chief Executives,ICT Sup & Maintnance,28/06/2022,5105822482,4482.56,GS Systems Ltd
Manchester City Council,Chief Executives,I T Provision,30/06/2022,5105822947,3000,QA Ltd
Manchester City Council,Chief Executives,Subsistence and Conference Expenses,23/06/2022,1907573469,1190,Sircula Limited
Manchester City Council,Chief Executives,Subsistence and Conference Expenses,30/06/2022,5105820963,500,Elected Technologies
Manchester City Council,Chief Executives,Grant and subscriptions awarded,06/06/2022,5105819165,116666.66,National Football Museum
Manchester City Council,Chief Executives,Grant and subscriptions awarded,21/06/2022,5105819678,3687.5,Venture Arts Ltd
Manchester City Council,Chief Executives,Grant and subscriptions awarded,21/06/2022,5105820636,2986,The Manchester Men's Room
Manchester City Council,Chief Executives,Grant and subscriptions awarded,23/06/2022,5105821829,3812.5,Streetwise Opera
Manchester City Council,Chief Executives,Grant and subscriptions awarded,23/06/2022,5105821843,6250,Community Arts North West
Manchester City Council,Chief Executives,Grant and subscriptions awarded,24/06/2022,5105822138,46122,Zion Arts Centre Ltd
Manchester City Council,Chief Executives,Grant and subscriptions awarded,27/06/2022,5105822371,5557.5,Manchester Histories
Manchester City Council,Chief Executives,Grant and subscriptions awarded,27/06/2022,5105822375,2500,Castlefield Gallery Limited
Manchester City Council,Chief Executives,Grant and subscriptions awarded,30/06/2022,5105821692,4000,Manchester Jewish Museum
Manchester City Council,Chief Executives,Grant and subscriptions awarded,30/06/2022,5105822645,3750,Waters Edge Arts Ltd
Manchester City Council,Chief Executives,Advertising,06/06/2022,5105819206,1325,R.C.D.
Manchester City Council,Chief Executives,Advertising,06/06/2022,5105819207,855,R.C.D.
Manchester City Council,Chief Executives,Advertising,07/06/2022,5105819341,1000,Fonemedia Limited
Manchester City Council,Chief Executives,Advertising,07/06/2022,5105819342,543.62,Global Radio Services Ltd
Manchester City Council,Chief Executives,Advertising,08/06/2022,5105819605,1190,Kingfisher Media Ltd
Manchester City Council,Chief Executives,Advertising,09/06/2022,5105819733,900,Moonscape Media Ltd
Manchester City Council,Chief Executives,Advertising,10/06/2022,5105820071,1295,Ocean Media Group Ltd
Manchester City Council,Chief Executives,Advertising,13/06/2022,5105820278,500,Creative Tourist Limited
Manchester City Council,Chief Executives,Advertising,15/06/2022,5105820468,600,Trafford Media & Communication Ltd
Manchester City Council,Chief Executives,Advertising,15/06/2022,5105820543,1190,Kingfisher Media Ltd
Manchester City Council,Chief Executives,Advertising,15/06/2022,5105820683,12000,MA Education Limited
Manchester City Council,Chief Executives,Advertising,22/06/2022,5105821760,1350,Bauer Radio Ltd
Manchester City Council,Chief Executives,Advertising,23/06/2022,5105821854,3760.15,Reach Publishing Services Ltd
Manchester City Council,Chief Executives,Advertising,23/06/2022,5105821855,540,Landor Links Limited
Manchester City Council,Chief Executives,Advertising,23/06/2022,5105821857,540,Landor Links Limited
Manchester City Council,Chief Executives,Advertising,23/06/2022,5105821871,835,Haymarket Publishing Services Ltd
Manchester City Council,Chief Executives,Advertising,23/06/2022,5105821998,1500,Reach Publishing Services Ltd
Manchester City Council,Chief Executives,Advertising,24/06/2022,5105822146,572,Redactive Publishing Limited
Manchester City Council,Chief Executives,Advertising,24/06/2022,5105822166,4533.75,Guardian News and Media Limited
Manchester City Council,Chief Executives,Advertising,27/06/2022,5105822167,1530,HB Editorial Service Ltd
Manchester City Council,Chief Executives,Advertising,27/06/2022,5105822361,2286,The Law Society
Manchester City Council,Chief Executives,Advertising,27/06/2022,5105822368,700,Lawyers in Local Government
Manchester City Council,Chief Executives,Advertising,27/06/2022,5105822393,2000,The Manc Creative Ltd
Manchester City Council,Chief Executives,Advertising,28/06/2022,5105822492,696,Chartered Institute Legal Exec's
Manchester City Council,Chief Executives,Advertising,29/06/2022,5105822141,1239.82,Reach Publishing Services Ltd
Manchester City Council,Chief Executives,Advertising,29/06/2022,5105822143,2665.48,Reach Publishing Services Ltd
Manchester City Council,Chief Executives,Advertising,29/06/2022,5105822752,12463.01,Reach Publishing Services Ltd
Manchester City Council,Chief Executives,Advertising,29/06/2022,5105822752,21385.99,Reach Publishing Services Ltd
Manchester City Council,Chief Executives,Advertising,30/06/2022,1700135611,-596.38,Facebook (CARD ONLY)
Manchester City Council,Chief Executives,Advertising,30/06/2022,1700135615,-554.94,PAYPAL (UK) P CARD ONLY
Manchester City Council,Chief Executives,Advertising,30/06/2022,1700135624,-1800,EB *COMMSHERO WEEK VIR
Manchester City Council,Chief Executives,Advertising,30/06/2022,1700135626,-700,Facebook (CARD ONLY)
Manchester City Council,Chief Executives,Advertising,30/06/2022,1907774932,596.38,Facebook (CARD ONLY)
Manchester City Council,Chief Executives,Advertising,30/06/2022,1907775211,554.94,PAYPAL (UK) P CARD ONLY
Manchester City Council,Chief Executives,Advertising,30/06/2022,1907775972,1800,EB *COMMSHERO WEEK VIR
Manchester City Council,Chief Executives,Advertising,30/06/2022,1907776007,700,Facebook (CARD ONLY)
Manchester City Council,Chief Executives,Advertising,30/06/2022,5105822145,9864,Bay Media
Manchester City Council,Chief Executives,Advertising,30/06/2022,5105822170,1084,ITSA Ltd
Manchester City Council,Chief Executives,Examination Fees,09/06/2022,5105819827,3828.5,ROAR Forensics Ltd
Manchester City Council,Chief Executives,Examination Fees,10/06/2022,5105819811,1116.25,ROAR Forensics Ltd
Manchester City Council,Chief Executives,Examination Fees,14/06/2022,5105820345,529,Redacted Personal Information
Manchester City Council,Chief Executives,Examination Fees,15/06/2022,5105820613,945,Uni Hospital of South Mcr
Manchester City Council,Chief Executives,Examination Fees,15/06/2022,5105820699,999,Topspeed Couriers Ltd
Manchester City Council,Chief Executives,Examination Fees,16/06/2022,5105820612,1881,ROAR Forensics Ltd
Manchester City Council,Chief Executives,Examination Fees,16/06/2022,5105820821,599,Redacted Personal Information
Manchester City Council,Chief Executives,Examination Fees,23/06/2022,5105821893,893,ROAR Forensics Ltd
Manchester City Council,Chief Executives,Examination Fees,30/06/2022,1907789232,673.08,William Harvey Research Ltd
Manchester City Council,Chief Executives,Licences Purchase,07/06/2022,5105819303,1654,ESRI (Uk) Ltd
Manchester City Council,Chief Executives,Licences Purchase,15/06/2022,5105820555,4302,ESRI (Uk) Ltd
Manchester City Council,Chief Executives,Licences Purchase,20/06/2022,5105821315,975,Matobo Ltd
Manchester City Council,Chief Executives,Licences Purchase,27/06/2022,5105822165,106950,Yotta Ltd
Manchester City Council,Chief Executives,Removal and Storage of Furniture,24/06/2022,5105822129,987.02,BCL
Manchester City Council,Chief Executives,Funeral and coroner related services,09/06/2022,5105819704,27847.44,Central Mcr Uni Hospital t/a
Manchester City Council,Chief Executives,Funeral and coroner related services,15/06/2022,5105820614,4767,Uni Hospital of South Mcr
Manchester City Council,Chief Executives,PCard Recovery,14/06/2022,1907769037,660,Healthwork Ltd
Manchester City Council,Chief Executives,Third party payments to Health Authority,16/06/2022,5105820628,3600,MEWA LLP
Manchester City Council,Chief Executives,Third party payments relating to Voluntary Organisations,06/06/2022,5105819131,24984,Work For Smile
Manchester City Council,Chief Executives,Third party payments relating to Voluntary Organisations,10/06/2022,5105819848,105699.5,HOME
Manchester City Council,Chief Executives,Expenditure re Internal Trading Ordered Externally,21/06/2022,5105821394,4380.35,Civica Election Services
Manchester City Council,Chief Executives,Expenditure re Internal Trading Ordered Externally,23/06/2022,5105821455,1233.58,Civica Election Services
Manchester City Council,Chief Executives,Works and associated costs for Land and Buildings,08/06/2022,5105819549,5014.37,Aon Ltd
Manchester City Council,Chief Executives,Works and associated costs for Land and Buildings,08/06/2022,5105819550,1671.9,Aon Ltd
Manchester City Council,Chief Executives,Works and associated costs for Land and Buildings,08/06/2022,5105819551,1294.38,Aon Ltd
Manchester City Council,Chief Executives,Works and associated costs for Land and Buildings,08/06/2022,5105819552,1829.64,Aon Ltd
Manchester City Council,Chief Executives,Works and associated costs for Land and Buildings,08/06/2022,5105819553,13051.74,Aon Ltd
Manchester City Council,Chief Executives,Works and associated costs for Land and Buildings,08/06/2022,5105819554,9923.54,Aon Ltd
Manchester City Council,Chief Executives,Works and associated costs for Land and Buildings,08/06/2022,5105819555,4529.11,Aon Ltd
Manchester City Council,Chief Executives,Works and associated costs for Land and Buildings,08/06/2022,5105819556,1510.11,Aon Ltd
Manchester City Council,Chief Executives,Works and associated costs for Land and Buildings,08/06/2022,5105819571,2500,Ryder Architecture Ltd
Manchester City Council,Chief Executives,Works and associated costs for Land and Buildings,08/06/2022,5105819572,4900,Ryder Architecture Ltd
Manchester City Council,Chief Executives,Works and associated costs for Land and Buildings,08/06/2022,5105819573,93006,Ryder Architecture Ltd
Manchester City Council,Chief Executives,Works and associated costs for Land and Buildings,08/06/2022,5105819574,2500,Ryder Architecture Ltd
Manchester City Council,Chief Executives,Works and associated costs for Land and Buildings,08/06/2022,5105819575,5390,Ryder Architecture Ltd
Manchester City Council,Chief Executives,Works and associated costs for Land and Buildings,09/06/2022,5105819557,1169.12,Aon Ltd
Manchester City Council,Chief Executives,Works and associated costs for Land and Buildings,14/06/2022,5105820426,2333.33,The Arch Company Properties Ltd
Manchester City Council,Chief Executives,Works and associated costs for Land and Buildings,15/06/2022,5105820802,4621,Office for Metropolitan Architectur
Manchester City Council,Chief Executives,Works and associated costs for Land and Buildings,15/06/2022,5105820803,4621,Office for Metropolitan Architectur
Manchester City Council,Chief Executives,Works and associated costs for Land and Buildings,20/06/2022,5105820383,504025,Laing O'Rourke Construction Ltd
Manchester City Council,Chief Executives,Works and associated costs for Land and Buildings,20/06/2022,5105820383,2687343,Laing O'Rourke Construction Ltd
Manchester City Council,Chief Executives,Works and associated costs for Land and Buildings,21/06/2022,5105821296,1170,DWF LLP
Manchester City Council,Chief Executives,Works and associated costs for Land and Buildings,21/06/2022,5105821610,9290.3,NE1 Procurement Services Limited
Manchester City Council,Chief Executives,Works and associated costs for Land and Buildings,27/06/2022,5105821045,50384.42,Turner & Townsend Cost
Manchester City Council,Chief Executives,Works and associated costs for Land and Buildings,28/06/2022,5105819182,1500,Deloitte & Touche Llp
Manchester City Council,Chief Executives,Works and associated costs for Land and Buildings,28/06/2022,5105822433,-1500,Deloitte & Touche Llp
Manchester City Council,Chief Executives,Works and associated costs for Land and Buildings,28/06/2022,5105822435,1500,Deloitte & Touche Llp
Manchester City Council,Chief Executives,Works and associated costs for Land and Buildings,29/06/2022,5105822604,1500,Deloitte & Touche Llp
Manchester City Council,Chief Executives,Works and associated costs for Land and Buildings,30/06/2022,5105822797,46767.25,Building Design Partnership Limited
Manchester City Council,Chief Executives,Works and associated costs for Land and Buildings,30/06/2022,5105822798,47500.77,Building Design Partnership Limited
Manchester City Council,Chief Executives,Works and associated costs for Land and Buildings,30/06/2022,5105822799,174163.69,Building Design Partnership Limited
Manchester City Council,Chief Executives,Works and associated costs for Land and Buildings,30/06/2022,5105819769,5200,BMS Software (Northern) Ltd
Manchester City Council,Chief Executives,Works and associated costs for Land and Buildings,30/06/2022,5105822930,1000,Buro Happold Limited
Manchester City Council,Chief Executives,Works and associated costs for Land and Buildings,30/06/2022,5105821080,1000,Buro Happold Limited
Manchester City Council,Chief Executives,Works and associated costs for Land and Buildings,13/06/2022,5105819243,426114.26,Morgan Sindall C & I Ltd
Manchester City Council,Chief Executives,Works and associated costs for Land and Buildings,17/06/2022,5105820160,26383.09,EQUANS Regeneration Limited
Manchester City Council,Chief Executives,Works and associated costs for Land and Buildings,23/06/2022,5105820782,562.99,BCL
Manchester City Council,Chief Executives,Works and associated costs for Land and Buildings,23/06/2022,5105821878,-562.99,BCL
Manchester City Council,Chief Executives,Works and associated costs for Land and Buildings,27/06/2022,5105822295,33566.14,Seddon Construction Ltd
Manchester City Council,Chief Executives,Works and associated costs for Land and Buildings,27/06/2022,5105822295,48682.05,Seddon Construction Ltd
Manchester City Council,Chief Executives,Works and associated costs for Land and Buildings,29/06/2022,5105822431,68596.47,EQUANS Regeneration Limited
Manchester City Council,Chief Executives,Works and associated costs for Land and Buildings,29/06/2022,5105822431,5648.73,EQUANS Regeneration Limited
Manchester City Council,Chief Executives,Works and associated costs for Land and Buildings,29/06/2022,5105822431,113062.3,EQUANS Regeneration Limited
Manchester City Council,Chief Executives,Works and associated costs for Land and Buildings,30/06/2022,5105822430,9744.48,EQUANS Regeneration Limited
Manchester City Council,Chief Executives,Works and associated costs for Land and Buildings,30/06/2022,5105822430,11331.29,EQUANS Regeneration Limited
Manchester City Council,Chief Executives,Works and associated costs for Land and Buildings,30/06/2022,5105822430,60687.14,EQUANS Regeneration Limited
Manchester City Council,Chief Executives,Vehicle Plant Furniture and Equipment,01/06/2022,5105819014,66524,Insight Direct (Uk) Ltd
Manchester City Council,Chief Executives,Vehicle Plant Furniture and Equipment,08/06/2022,5105819204,955,T.I.S. Limited
Manchester City Council,Chief Executives,Vehicle Plant Furniture and Equipment,09/06/2022,5105819698,13304.8,Insight Direct (Uk) Ltd
Manchester City Council,Chief Executives,Vehicle Plant Furniture and Equipment,14/06/2022,5105820226,650,The Networking People (TNP) Ltd
Manchester City Council,Chief Executives,Vehicle Plant Furniture and Equipment,15/06/2022,5105820704,620.7,Insight Direct (Uk) Ltd
Manchester City Council,Chief Executives,Vehicle Plant Furniture and Equipment,24/06/2022,5105819477,11060.86,Insight Direct (Uk) Ltd
Manchester City Council,Chief Executives,Vehicle Plant Furniture and Equipment,24/06/2022,5105821208,6288,Insight Direct (Uk) Ltd
Manchester City Council,Chief Executives,Vehicle Plant Furniture and Equipment,28/06/2022,5105819012,131885,Insight Direct (Uk) Ltd
Manchester City Council,Chief Executives,Vehicle Plant Furniture and Equipment,30/06/2022,5105822364,5530.43,Insight Direct (Uk) Ltd
Manchester City Council,Regeneration Finance,GRIR,07/06/2022,5105819528,-32697.93,Eversheds Llp
Manchester City Council,Regeneration Finance,GRIR,15/06/2022,5105820813,-1000,Kings Chambers
Manchester City Council,Regeneration Finance,Training and Development,21/06/2022,5105821493,1500,The Skills Network Limited
Manchester City Council,Regeneration Finance,Internal Repairs and Maintenance for buildings,06/06/2022,5105819080,62245.3,EQUANS Services Limited
Manchester City Council,Regeneration Finance,Internal Repairs and Maintenance for buildings,13/06/2022,5105819295,74259.27,EQUANS Services Limited
Manchester City Council,Regeneration Finance,Internal Repairs and Maintenance for buildings,16/06/2022,5105819093,62245.3,EQUANS Services Limited
Manchester City Council,Regeneration Finance,Internal Repairs and Maintenance for buildings,16/06/2022,5105820736,-62245.3,EQUANS Services Limited
Manchester City Council,Regeneration Finance,Internal Repairs and Maintenance for buildings,20/06/2022,5105820188,121853,EQUANS Services Limited
Manchester City Council,Regeneration Finance,Internal Repairs and Maintenance for buildings,27/06/2022,5105820893,76935.72,EQUANS Services Limited
Manchester City Council,Regeneration Finance,External repairs and maintenance for buildings,09/06/2022,5105819449,650,Halcyon Conservation Ltd
Manchester City Council,Regeneration Finance,External repairs and maintenance for buildings,13/06/2022,5105819296,261147.53,EQUANS Services Limited
Manchester City Council,Regeneration Finance,External repairs and maintenance for buildings,20/06/2022,5105820185,2900.73,Morgan Sindall C & I Ltd
Manchester City Council,Regeneration Finance,External repairs and maintenance for buildings,20/06/2022,5105820186,2470.99,Morgan Sindall C & I Ltd
Manchester City Council,Regeneration Finance,External repairs and maintenance for buildings,21/06/2022,5105821399,1166,Jacobs UK Ltd
Manchester City Council,Regeneration Finance,External repairs and maintenance for buildings,22/06/2022,5105821648,659.49,Access UK Ltd
Manchester City Council,Regeneration Finance,External repairs and maintenance for buildings,27/06/2022,5105820708,1795,Flowprotect Ltd
Manchester City Council,Regeneration Finance,External repairs and maintenance for buildings,28/06/2022,5105821058,1324.36,Biffa Municipal Limited
Manchester City Council,Regeneration Finance,External repairs and maintenance for buildings,28/06/2022,5105821059,722.62,Biffa Municipal Limited
Manchester City Council,Regeneration Finance,External repairs and maintenance for buildings,28/06/2022,5105822199,1250,BAT Fabrications
Manchester City Council,Regeneration Finance,External repairs and maintenance for buildings,28/06/2022,5105822488,5947.29,SMS Solar Maintenance Services
Manchester City Council,Regeneration Finance,External repairs and maintenance for buildings,30/06/2022,5105822015,800,Halcyon Conservation Ltd
Manchester City Council,Regeneration Finance,External repairs and maintenance for buildings,30/06/2022,5105822235,27725.62,Laing O'Rourke Construction Ltd
Manchester City Council,Regeneration Finance,Preventative Maintenance Work,29/06/2022,5105822022,169242.03,EQUANS Services Limited
Manchester City Council,Regeneration Finance,Gas,20/06/2022,5105821240,715.68,Calor Gas Ltd
Manchester City Council,Regeneration Finance,Electricity,01/06/2022,1907761000,2441.22,Npower
Manchester City Council,Regeneration Finance,Electricity,01/06/2022,1907761001,589.81,Npower
Manchester City Council,Regeneration Finance,Electricity,01/06/2022,1907761002,16166.92,Npower
Manchester City Council,Regeneration Finance,Electricity,01/06/2022,1907761003,9338.17,Npower
Manchester City Council,Regeneration Finance,Electricity,01/06/2022,1907761004,1413.07,Npower
Manchester City Council,Regeneration Finance,Electricity,01/06/2022,1907761007,550.79,Npower
Manchester City Council,Regeneration Finance,Electricity,01/06/2022,1907761013,7439.44,Npower
Manchester City Council,Regeneration Finance,Electricity,08/06/2022,5105819642,7916.69,Wythenshawe Forum Trust Ltd
Manchester City Council,Regeneration Finance,Electricity,14/06/2022,5105819676,612763.48,M\cr Heat Network Supply Co Ltd
Manchester City Council,Regeneration Finance,Electricity,20/06/2022,5105821343,18454.52,Suez Recycling and
Manchester City Council,Regeneration Finance,Electricity,23/06/2022,1700135299,-13360.5,Npower
Manchester City Council,Regeneration Finance,Electricity,23/06/2022,1700135320,-544.84,Scottish & Southern Energy Plc
Manchester City Council,Regeneration Finance,Electricity,23/06/2022,1700135322,-519.58,Scottish & Southern Energy Plc
Manchester City Council,Regeneration Finance,Electricity,23/06/2022,1700135335,-655.94,Scottish & Southern Energy Plc
Manchester City Council,Regeneration Finance,Electricity,23/06/2022,1700135336,-559.48,Scottish & Southern Energy Plc
Manchester City Council,Regeneration Finance,Electricity,23/06/2022,1700135354,-2809.62,Scottish & Southern Energy Plc
Manchester City Council,Regeneration Finance,Electricity,23/06/2022,1907780485,23623.96,Npower
Manchester City Council,Regeneration Finance,Electricity,23/06/2022,1907780496,1119.37,Npower
Manchester City Council,Regeneration Finance,Electricity,23/06/2022,1907780497,5201.5,Npower
Manchester City Council,Regeneration Finance,Electricity,23/06/2022,1907780504,1329.43,Npower
Manchester City Council,Regeneration Finance,Electricity,23/06/2022,1907780511,675.58,Npower
Manchester City Council,Regeneration Finance,Electricity,23/06/2022,1907780513,1416.19,Npower
Manchester City Council,Regeneration Finance,Electricity,23/06/2022,1907780518,11853.14,Npower
Manchester City Council,Regeneration Finance,Electricity,23/06/2022,1907780522,5116.17,Npower
Manchester City Council,Regeneration Finance,Electricity,23/06/2022,1907780523,6624.45,Npower
Manchester City Council,Regeneration Finance,Electricity,23/06/2022,1907780525,2164.19,Npower
Manchester City Council,Regeneration Finance,Electricity,23/06/2022,1907780526,2511.04,Npower
Manchester City Council,Regeneration Finance,Electricity,23/06/2022,1907780527,1199.39,Npower
Manchester City Council,Regeneration Finance,Electricity,23/06/2022,1907780528,2366.72,Npower
Manchester City Council,Regeneration Finance,Electricity,23/06/2022,1907780529,2349.81,Npower
