Body Name,Service Area,Expenses Type,Invoice Payment Date,Transaction Number,Amount,Supplier Name
Manchester City Council,Regeneration Finance,Grant and subscriptions awarded,08.12.2010,5100397876,7409.00,Community Support Plus Ltd
Manchester City Council,Childrens Services,Training and Development,08.12.2010,5100397881,1700.00,The Urban Leadership Centre Ltd
Manchester City Council,Childrens Services,Training and Development,08.12.2010,5100397883,1800.00,The Urban Leadership Centre Ltd
Manchester City Council,Hospitality + Trading Services,Vehicle Hire Costs,08.12.2010,5100397912,62691.20,Go Plant Ltd
Manchester City Council,Hospitality + Trading Services,Vehicle Hire Costs,08.12.2010,5100397913,-62691.20,Go Plant Ltd
Manchester City Council,Adult Social Care,Third party payments relating to Voluntary Organisations,08.12.2010,5100397927,4838.00,Barlow Moor Community Association.
Manchester City Council,Adult Social Care,Third party payments relating to Voluntary Organisations,08.12.2010,5100397931,11721.00,Burnage Good Neighbours
Manchester City Council,Adult Social Care,Third party payments relating to Voluntary Organisations,08.12.2010,5100397936,16667.00,Chorlton Good Neighbours
Manchester City Council,Adult Social Care,Third party payments relating to Voluntary Organisations,08.12.2010,5100397938,5000.00,Commitment In Communities
Manchester City Council,Chief Executives,Agency staff provision,08.12.2010,5100397955,2282.56,Deekay Technical Recruitment Ltd
Manchester City Council,Childrens Services,Agency staff provision,08.12.2010,5100397956,-4000.00,Manchester Enterprise Academy
Manchester City Council,Adult Social Care,Equipment,08.12.2010,5100397964,7245.31,Manchester Working Ltd
Manchester City Council,Childrens Services,Agency staff provision,08.12.2010,5100397967,4000.00,Manchester Enterprise Academy
Manchester City Council,Adult Social Care,Equipment,08.12.2010,5100397968,11285.47,Manchester Working Ltd
Manchester City Council,Adult Social Care,Equipment,08.12.2010,5100397970,5787.54,Manchester Working Ltd
Manchester City Council,Adult Social Care,Equipment,08.12.2010,5100397972,729.48,Manchester Working Ltd
Manchester City Council,Chief Executives,Printing,08.12.2010,5100397985,14445.00,Holdmede Ltd T/A Pelican Press
Manchester City Council,Manchester Leisure,Hire of Premises,08.12.2010,5100397986,640.00,Serco Manchester Leisure Ltd Wythen
Manchester City Council,Adult Social Care,Other Local Auth,08.12.2010,5100397992,74075.48,Bury M.B.C.
Manchester City Council,Childrens Services,Works and associated costs for Land and Buildings,08.12.2010,5100398004,596.00,Peel Mount Contract Furnishings Ltd
Manchester City Council,Childrens Services,Supported Accom,08.12.2010,5100398082,590.08,Creative Support Ltd
Manchester City Council,Housing Revenue Account,CD - Adaptations,08.12.2010,5100398092,295053.04,Manchester Working Ltd
Manchester City Council,Childrens Services,Legal Fees,08.12.2010,5100398096,1175.00,REDACTED PERSONAL DATA
Manchester City Council,Chief Executives,Agency staff provision,08.12.2010,5100398098,-1500.75,The Recruitment Business Ltd
Manchester City Council,Chief Executives,Agency staff provision,08.12.2010,5100398099,-814.25,The Recruitment Business Ltd
Manchester City Council,Grtr Manchester Urban Traffic,Payments to Sub-Contractors,08.12.2010,5100398100,582.00,Rosgal Ltd
Manchester City Council,Grtr Manchester Urban Traffic,Payments to Sub-Contractors,08.12.2010,5100398101,582.00,Rosgal Ltd
Manchester City Council,Grtr Manchester Urban Traffic,Payments to Sub-Contractors,08.12.2010,5100398104,582.00,Rosgal Ltd
Manchester City Council,Chief Executives,Agency staff provision,08.12.2010,5100398107,814.25,The Recruitment Business Ltd
Manchester City Council,Chief Executives,Agency staff provision,08.12.2010,5100398109,1500.75,The Recruitment Business Ltd
Manchester City Council,Grtr Manchester Urban Traffic,Payments to Sub-Contractors,08.12.2010,5100398110,582.00,Rosgal Ltd
Manchester City Council,Environment and Operations,Oth Professional Fee,08.12.2010,5100398124,-668.75,The Stationery Office Ltd
Manchester City Council,Grtr Manchester Urban Traffic,Payments to Sub-Contractors,08.12.2010,5100398137,564.12,Peek Traffic Ltd
Manchester City Council,Environment and Operations,Other Local Auth,08.12.2010,5100398168,1500.00,Tameside Metropolitan Bouough
Manchester City Council,Regeneration Finance,Legal Fees,08.12.2010,5100398169,3525.00,REDACTED PERSONAL DATA
Manchester City Council,Childrens Services,Grant and subscriptions awarded,08.12.2010,5100398187,910.00,Adoption UK
Manchester City Council,Childrens Services,Agency staff provision,08.12.2010,5100398195,994.40,Randstad Education
Manchester City Council,Environment and Operations,Rents,08.12.2010,5100398197,109662.00,National Car Parks Manchester Ltd
Manchester City Council,Environment and Operations,Water - Metered,08.12.2010,5100398197,4723.47,National Car Parks Manchester Ltd
Manchester City Council,Childrens Services,Agency staff provision,08.12.2010,5100398201,575.00,Randstad Education
Manchester City Council,Childrens Services,Agency staff provision,08.12.2010,5100398203,575.00,Randstad Education
Manchester City Council,Childrens Services,Payments for services,08.12.2010,5100398206,45500.00,Social Care Services (Clayton) Ltd
Manchester City Council,Childrens Services,Payments for services,08.12.2010,5100398208,45500.00,Social Care Services (Clayton) Ltd
Manchester City Council,Childrens Services,Third party payments relating to Voluntary Organisations,08.12.2010,5100398214,1098.00,Project 4 Inclusion
Manchester City Council,Adult Social Care,Car Parking Permits,08.12.2010,5100398221,2041.55,National Car Parks Ltd Season Ticke
Manchester City Council,Hospitality + Trading Services,Postage,08.12.2010,5100398242,1695.05,Royal Mail Group Plc
Manchester City Council,Hospitality + Trading Services,Postage,08.12.2010,5100398246,3613.70,Royal Mail Group Plc
Manchester City Council,Housing Revenue Account,CD - Adaptations,08.12.2010,5100398254,155475.29,Manchester Working Ltd
Manchester City Council,Highways Services,Equipment,08.12.2010,5100398259,2157.38,Amey LG Ltd
Manchester City Council,Housing Revenue Account,CD - Adaptations,08.12.2010,5100398260,80236.43,Manchester Working Ltd
Manchester City Council,Housing Revenue Account,CD - Adaptations,08.12.2010,5100398263,44673.09,Manchester Working Ltd
Manchester City Council,Highways Services,Equipment,08.12.2010,5100398270,2115.66,Amey LG Ltd
Manchester City Council,Adult Social Care,Third party payments relating to Voluntary Organisations,08.12.2010,5100398276,10000.00,Assist
Manchester City Council,Hospitality + Trading Services,Hire of Machinery,08.12.2010,5100398288,879.20,SGM (Uk) Limited
Manchester City Council,Housing Revenue Account,CD - Adaptations,08.12.2010,5100398312,175931.20,Manchester Working Ltd
Manchester City Council,Housing Revenue Account,CD - Adaptations,08.12.2010,5100398318,108045.59,Manchester Working Ltd
Manchester City Council,Adult Social Care,Third party payments relating to Voluntary Organisations,08.12.2010,5100398321,12580.00,Afro Carribean Care Group
Manchester City Council,Housing Revenue Account,CD - Adaptations,08.12.2010,5100398324,183309.33,Manchester Working Ltd
Manchester City Council,Chief Executives,Funeral & Coroner Related Services,08.12.2010,5100398325,580.80,REDACTED PERSONAL DATA
Manchester City Council,Learning Disabilities PB,RCH Permanent Pays,08.12.2010,5100398329,1081.36,Ormerod Home Trust Ltd
Manchester City Council,Regeneration Finance,Hire of Premises,08.12.2010,5100398343,805.61,The Mechanics Centre Ltd
Manchester City Council,Highways Services,Payments to Sub-Contractors,08.12.2010,5100398346,6818.41,Salt Union Ltd
Manchester City Council,Highways Services,Payments to Sub-Contractors,08.12.2010,5100398349,5116.44,Salt Union Ltd
Manchester City Council,Chief Executives,Oth Professional Fee,08.12.2010,5100398397,600.00,Greater Manchester Police
Manchester City Council,Adult Social Care,Third party payments relating to Voluntary Organisations,08.12.2010,5100398400,616.00,Self Help Services
Manchester City Council,Regeneration Finance,Oth Professional Fee,08.12.2010,5100398401,2000.00,Cheetham & Crumpsall Welcome Centre
Manchester City Council,Childrens Services,Works and associated costs for Land and Buildings,08.12.2010,5100398408,20513.04,Balfour Beatty Construction Ltd
Manchester City Council,Manchester Leisure,Equipment,08.12.2010,5100398420,715.00,Eagle Containers Ltd
Manchester City Council,Childrens Services,Car Parking Permits,08.12.2010,5100398436,1565.21,NCP Gateway
Manchester City Council,Chief Executives,Agency staff provision,08.12.2010,5100398461,4417.66,Morson International
Manchester City Council,Hospitality + Trading Services,Building Materials for direct delivery,08.12.2010,5100398471,630.37,Burdens Ltd
Manchester City Council,Childrens Services,Computer Purchases,08.12.2010,5100398514,648.48,XMA Limited
Manchester City Council,Hospitality + Trading Services,Building Materials for direct delivery,08.12.2010,5100398529,701.50,Cemex (Uk) Shared Service Centre
Manchester City Council,Childrens Services,Agency staff provision,08.12.2010,5100398535,-879.59,Reed Employment Plc
Manchester City Council,Environment and Operations,Oth Professional Fee,08.12.2010,5100398545,501.00,Daly Drains Ltd
Manchester City Council,Environment and Operations,Oth Professional Fee,08.12.2010,5100398571,541.13,Daly Drains Ltd
Manchester City Council,Childrens Services,Agency staff provision,08.12.2010,5100398580,-708.76,Reed Employment Plc
Manchester City Council,Environment and Operations,Oth Professional Fee,08.12.2010,5100398584,2595.23,Daly Drains Ltd
Manchester City Council,Environment and Operations,Oth Professional Fee,08.12.2010,5100398586,1521.00,Daly Drains Ltd
Manchester City Council,Environment and Operations,Consultants Fees,08.12.2010,5100398593,-5000.00,Price Waterhouse Coopers LLP
Manchester City Council,Childrens Services,Agency staff provision,08.12.2010,5100398701,879.59,Reed Employment Plc
Manchester City Council,Childrens Services,CAMC/Not assigned,08.12.2010,5100398704,-879.59,Reed Employment Plc
Manchester City Council,Childrens Services,Legal Fees,09.12.2010,1902375664,510.40,Acumension Ltd
Manchester City Council,Childrens Services,Foster Payments,09.12.2010,1902379712,1424.90,REDACTED PERSONAL DATA
Manchester City Council,Childrens Services,Oth Professional Fee,09.12.2010,1902386702,622.75,REDACTED PERSONAL DATA
Manchester City Council,Childrens Services,Compensation Expense,09.12.2010,1902386986,19600.00,REDACTED PERSONAL DATA
Manchester City Council,Childrens Services,Oth Professional Fee,09.12.2010,1902389070,1128.90,Temperley Taylor LLP
Manchester City Council,Childrens Services,Oth Professional Fee,09.12.2010,1902389074,700.13,Stockport Psychology Services
Manchester City Council,Childrens Services,Oth Professional Fee,09.12.2010,1902389603,864.00,Temperley Taylor LLP
Manchester City Council,Corporate Services,Mobilephone Charges,09.12.2010,1902389799,502.72,T-Mobile
Manchester City Council,Hospitality + Trading Services,Mobilephone Charges,09.12.2010,1902389856,520.12,T-Mobile
Manchester City Council,Childrens Services,Mobilephone Charges,09.12.2010,1902389913,1897.22,T-Mobile
Manchester City Council,Adult Social Care,Rents,09.12.2010,1902389945,500.00,Inspire Living
Manchester City Council,Childrens Services,Compensation Expense,09.12.2010,1902389955,5000.00,Abney Garsden Mcdonald
Manchester City Council,Housing General Fund,Building Works,09.12.2010,1902394076,3750.00,Manchester Working Ltd
Manchester City Council,Childrens Services,Compensation Expense,09.12.2010,1902394083,505.00,Department For Work & Pensions
Manchester City Council,Childrens Services,Oth Professional Fee,09.12.2010,1902394103,933.33,Bromley Hyde & Robinson
Manchester City Council,Childrens Services,Compensation Expense,09.12.2010,1902394184,10380.00,Abney Garsden Mcdonald
Manchester City Council,Childrens Services,Compensation Expense,09.12.2010,1902394191,500.00,Abney Garsden Mcdonald
Manchester City Council,Childrens Services,Compensation Expense,09.12.2010,1902394200,15400.00,Abney Garsden Mcdonald
Manchester City Council,Childrens Services,Mobilephone Charges,09.12.2010,1902394216,870.62,T-Mobile
Manchester City Council,Childrens Services,Compensation Expense,09.12.2010,1902394225,3300.00,Abney Garsden Mcdonald
Manchester City Council,Childrens Services,Compensation Expense,09.12.2010,1902394248,5500.00,Thompsons Solicitors
Manchester City Council,Housing Revenue Account,Postage,09.12.2010,1902394255,580.78,Royal Mail Group Ltd
Manchester City Council,Housing Revenue Account,Postage,09.12.2010,1902394256,653.00,Royal Mail Group Ltd
Manchester City Council,Housing Revenue Account,Rent Refund,09.12.2010,1902394257,1025.35,REDACTED PERSONAL DATA
Manchester City Council,Chief Executives,Grant and subscriptions awarded,09.12.2010,1902395040,1750.00,St Martin's Church PCC
Manchester City Council,Childrens Services,Ind Budget Payment,09.12.2010,1902397703,6224.97,REDACTED PERSONAL DATA
Manchester City Council,Childrens Services,Grant and subscriptions awarded,09.12.2010,5100358670,86000.00,Better Choices Ltd
Manchester City Council,Chief Executives,Goods purchased for resale in Council outlets,09.12.2010,5100368860,828.09,Hartley & Marks Publishers Ltd
Manchester City Council,Hospitality + Trading Services,Payments to Sub-Contractors,09.12.2010,5100395086,3765.91,Kenny Bros (Civil Eng) Ltd
Manchester City Council,Hospitality + Trading Services,Payments to Sub-Contractors,09.12.2010,5100395086,18943.58,Kenny Bros (Civil Eng) Ltd
Manchester City Council,Chief Executives,Agency staff provision,09.12.2010,5100395701,3723.71,SRA Cover Staff Ltd
Manchester City Council,Childrens Services,Coach Hire,09.12.2010,5100395708,1800.70,Mallons Minibuses
Manchester City Council,Childrens Services,Coach Hire,09.12.2010,5100395888,1909.60,Fentons Mini Coaches
Manchester City Council,Childrens Services,Coach Hire,09.12.2010,5100396067,3883.00,REDACTED PERSONAL DATA
Manchester City Council,Regeneration Finance,Examination Fees,09.12.2010,5100396118,1080.00,Ncfe
Manchester City Council,Regeneration Finance,Examination Fees,09.12.2010,5100396119,648.00,Ncfe
Manchester City Council,Regeneration Finance,Examination Fees,09.12.2010,5100396121,702.00,Ncfe
Manchester City Council,Regeneration Finance,Examination Fees,09.12.2010,5100396123,756.00,Ncfe
Manchester City Council,Regeneration Finance,Examination Fees,09.12.2010,5100396124,918.00,Ncfe
Manchester City Council,Libraries and Theatres,Extl Security Reqmts,09.12.2010,5100396388,2100.00,Exclusafe Lifestyle Management Limi
Manchester City Council,Chief Executives,Agency staff provision,09.12.2010,5100396598,995.32,Building Recruitment Company
Manchester City Council,Highways Services,Agency staff provision,09.12.2010,5100396605,16704.26,AECOM Limited
Manchester City Council,Corporate Services,Publications,09.12.2010,5100396720,1000.00,Stradia Limited
Manchester City Council,Childrens Services,Furniture,09.12.2010,5100396765,654.00,Egan Reid Stationery Co Ltd
Manchester City Council,Chief Executives,Hire of Equipment,09.12.2010,5100396806,812.00,John Sutch Cranes
Manchester City Council,Chief Executives,Hire of Equipment,09.12.2010,5100396806,1350.00,John Sutch Cranes
Manchester City Council,Chief Executives,Exp Int Trade OrdEx,09.12.2010,5100397059,502.00,Piccadilly AV Ltd
Manchester City Council,Chief Executives,Exp Int Trade OrdEx,09.12.2010,5100397063,1097.50,Piccadilly AV Ltd
Manchester City Council,Childrens Services,Coach Hire,09.12.2010,5100397088,1675.00,REDACTED PERSONAL DATA Beresford Travel
Manchester City Council,Hospitality + Trading Services,Vehicle Fuel Costs,09.12.2010,5100397231,18239.85,Carlton Fuels Ltd
Manchester City Council,Corporate Services,Postage,09.12.2010,5100397251,4571.08,Royal Mail
Manchester City Council,Corporate Services,Postage,09.12.2010,5100397253,2176.03,Royal Mail
Manchester City Council,Hospitality + Trading Services,Building Materials for direct delivery,09.12.2010,5100397424,1676.20,Manchester Safety Services Ltd
Manchester City Council,Chief Executives,Infra - Construction,09.12.2010,5100397453,96795.21,George Cox & Sons Ltd
Manchester City Council,Chief Executives,Advertising,09.12.2010,5100397461,2397.50,Guardian News and Media Limited
Manchester City Council,Hospitality + Trading Services,Building Materials for direct delivery,09.12.2010,5100397545,1106.77,Tarmac Central Ltd
Manchester City Council,Regeneration Finance,Agency staff provision,09.12.2010,5100397638,6989.21,Department For Transport
Manchester City Council,Adult Social Care,Equipment,09.12.2010,5100397692,816.00,Aidservice Ltd
Manchester City Council,Adult Social Care,Equipment,09.12.2010,5100397693,980.00,Aidservice Ltd
Manchester City Council,Adult Social Care,Equipment,09.12.2010,5100397698,595.00,Aidservice Ltd
Manchester City Council,Adult Social Care,Equipment,09.12.2010,5100397699,609.00,Aidservice Ltd
Manchester City Council,Hospitality + Trading Services,Security Costs,09.12.2010,5100397711,1593.60,Showsec International Ltd
Manchester City Council,Environment and Operations,Legal Fees,09.12.2010,5100397732,3486.00,REDACTED PERSONAL DATA
Manchester City Council,Chief Executives,Agency staff provision,09.12.2010,5100397769,970.38,Recruitment Solutions (NW) Ltd
Manchester City Council,Environment and Operations,Licences Purchase,09.12.2010,5100397821,500.00,MobileWorks Ltd
Manchester City Council,Chief Executives,Agency staff provision,09.12.2010,5100397854,1769.25,Bluegroup International Ltd
Manchester City Council,Chief Executives,Equipment,09.12.2010,5100397991,2000.00,Tube Uk Ltd
Manchester City Council,Highways Services,Payments to Sub-Contractors,09.12.2010,5100398078,5901.00,Linpac Environmental
Manchester City Council,Highways Services,Payments to Sub-Contractors,09.12.2010,5100398080,9835.00,Linpac Environmental
Manchester City Council,Corporate Services,Oth Professional Fee,09.12.2010,5100398089,18296.00,Curtins Consulting Engineer
Manchester City Council,Environment and Operations,Oth Professional Fee,09.12.2010,5100398131,2600.00,Positive Impact Events Ltd
Manchester City Council,Childrens Services,Licences Purchase,09.12.2010,5100398146,2400.00,Second Places Ltd
Manchester City Council,Childrens Services,Licences Purchase,09.12.2010,5100398153,2400.00,Second Places Ltd
Manchester City Council,Adult Social Care,Equipment,09.12.2010,5100398192,660.21,Mangar International Ltd
Manchester City Council,Highways Services,Equipment,09.12.2010,5100398226,-2157.38,Amey LG Ltd
Manchester City Council,Highways Services,Equipment,09.12.2010,5100398229,-2115.66,Amey LG Ltd
Manchester City Council,Hospitality + Trading Services,Building Materials for direct delivery,09.12.2010,5100398235,9042.61,Steelway Fensecure Ltd
Manchester City Council,Manchester Leisure,Green Flag Expenditu,09.12.2010,5100398265,1111.26,Arco Group Ltd
Manchester City Council,Chief Executives,Publicity,09.12.2010,5100398267,667.19,Breeze Ltd
Manchester City Council,Adult Social Care,Third party payments relating to Voluntary Organisations,09.12.2010,5100398307,8409.00,Broad African Representative Counci
Manchester City Council,Chief Executives,Equipment,09.12.2010,5100398308,5540.00,Lightech Sound & Light Ltd
Manchester City Council,Highways Services,Payments to Sub-Contractors,09.12.2010,5100398327,5098.44,Salt Union Ltd
Manchester City Council,Highways Services,Payments to Sub-Contractors,09.12.2010,5100398337,-5098.44,Salt Union Ltd
Manchester City Council,Chief Executives,Dental and Med Fees,09.12.2010,5100398350,500.00,Healthwork Ltd
Manchester City Council,Chief Executives,Oth Professional Fee,09.12.2010,5100398350,2765.00,Healthwork Ltd
Manchester City Council,Highways Services,Payments to Sub-Contractors,09.12.2010,5100398354,4800.00,Parker Merchanting Ltd
Manchester City Council,Hospitality + Trading Services,Cont Cleaning - Ext,09.12.2010,5100398364,591.36,Ocean Contract Cleaning Ltd
Manchester City Council,Hospitality + Trading Services,Cont Cleaning - Ext,09.12.2010,5100398377,24636.65,Ocean Contract Cleaning Ltd
Manchester City Council,Hospitality + Trading Services,Cont Cleaning - Ext,09.12.2010,5100398381,-1843.14,Ocean Contract Cleaning Ltd
Manchester City Council,Chief Executives,Hire of Equipment,09.12.2010,5100398392,5987.32,Konica Business Machines (Uk) Ltd
Manchester City Council,Childrens Services,Learning Res-Not ICT,09.12.2010,5100398405,514.50,Pearson Education Ltd
Manchester City Council,Chief Executives,Grant and subscriptions awarded,09.12.2010,5100398407,-752.00,Nacro Services
Manchester City Council,Regeneration Finance,Grant and subscriptions awarded,09.12.2010,5100398409,18589.00,Nacro Services
Manchester City Council,Regeneration Finance,Grant and subscriptions awarded,09.12.2010,5100398410,-752.00,Nacro Services
Manchester City Council,Childrens Services,Coach Hire,09.12.2010,5100398418,1760.00,Jone's Minibus
Manchester City Council,Chief Executives,Agency staff provision,09.12.2010,5100398475,1088.64,Sellick Partnership (Legal) Ltd
Manchester City Council,Corporate Services,Postage,09.12.2010,5100398497,1206.72,Royal Mail
Manchester City Council,Manchester Leisure,Equipment,09.12.2010,5100398498,2588.08,Greater Manchester Police
Manchester City Council,Corporate Services,Training and Development,09.12.2010,5100398499,2120.00,Sheffield Hallam University
Manchester City Council,Childrens Services,Licences Purchase,09.12.2010,5100398505,1150.00,Accipio Learning
Manchester City Council,Childrens Services,Coach Hire,09.12.2010,5100398512,5542.00,G.M Travel
Manchester City Council,Regeneration Finance,Subsistence and Conference Expenses,09.12.2010,5100398537,1120.00,Bike Right
Manchester City Council,Regeneration Finance,Subsistence and Conference Expenses,09.12.2010,5100398539,9720.00,Bike Right
Manchester City Council,Highways Services,Subsistence and Conference Expenses,09.12.2010,5100398540,4420.00,Bike Right
Manchester City Council,Childrens Services,Works and associated costs for Land and Buildings,09.12.2010,5100398552,5643.44,BT PLC
Manchester City Council,Childrens Services,External CRB Fees,09.12.2010,5100398573,18000.00,Criminal Records Bureau
Manchester City Council,Regeneration Finance,Ext Rep & Main Build,09.12.2010,5100398588,16026.00,Cruden Property Services Limited
Manchester City Council,Chief Executives,Floral Decorations,09.12.2010,5100398603,1830.00,Venus
Manchester City Council,Regeneration Finance,Oth Professional Fee,09.12.2010,5100398609,2050.00,Pure Wyllie
Manchester City Council,Regeneration Finance,Oth Professional Fee,09.12.2010,5100398610,2050.00,Pure Wyllie
Manchester City Council,Environment and Operations,Consultants Fees,09.12.2010,5100398619,5000.00,Price Waterhouse Coopers LLP
Manchester City Council,Chief Executives,Building Works,09.12.2010,5100398634,4339.80,Davis Langdon
Manchester City Council,Chief Executives,Building Works,09.12.2010,5100398635,17359.20,Davis Langdon
Manchester City Council,Regeneration Finance,Subsistence and Conference Expenses,09.12.2010,5100398639,1080.00,Bike Right
Manchester City Council,Manchester Leisure,Grant and subscriptions awarded,09.12.2010,5100398670,5100.00,Wythenshawe Community Farm
Manchester City Council,Manchester Leisure,Oth Professional Fee,09.12.2010,5100398678,1250.00,Te-Sheng-Do
Manchester City Council,Childrens Services,Oth Professional Fee,09.12.2010,5100398679,48833.19,Barnardo's North West
Manchester City Council,Childrens Services,Oth Professional Fee,09.12.2010,5100398681,57699.73,Barnardo's North West
Manchester City Council,Childrens Services,Other Local Auth,09.12.2010,5100398694,1520.00,Open University
Manchester City Council,Adult Social Care,Third party payments relating to Voluntary Organisations,09.12.2010,5100398712,1684.00,Debdale Eco Centre
Manchester City Council,Manchester Leisure,Grounds Maintenance,09.12.2010,5100398740,76966.04,Glendale Managed Services
Manchester City Council,Childrens Services,Legal Fees,09.12.2010,5100398742,57575.00,REDACTED PERSONAL DATA
Manchester City Council,Childrens Services,Legal Fees,09.12.2010,5100398743,810.75,REDACTED PERSONAL DATA
Manchester City Council,Chief Executives,Agency staff provision,09.12.2010,5100398747,6608.96,Eden Brown Ltd
Manchester City Council,Childrens Services,Supported Accom,09.12.2010,5100398751,714.89,REDACTED PERSONAL DATA
Manchester City Council,Chief Executives,Legal Fees,09.12.2010,5100398777,765.00,Anglo European Private Detectives L
Manchester City Council,Childrens Services,Grant and subscriptions awarded,09.12.2010,5100398829,1420.10,Ofsted
Manchester City Council,Hospitality + Trading Services,Vehicle Hire Costs,09.12.2010,5100398830,1440.00,Phoenix Vehicle Hire Ltd
Manchester City Council,Chief Executives,Agency staff provision,09.12.2010,5100398854,1394.42,Entrust Social Care
Manchester City Council,Corporate Services,Refuse Collection ex,09.12.2010,5100398864,-520.95,Enterprise Manchester Partnership
Manchester City Council,Hospitality + Trading Services,Vehicle Hire Costs,09.12.2010,5100398877,25902.49,Burnt Tree Group Ltd
Manchester City Council,Chief Executives,Printing,09.12.2010,5100398883,945.00,Tangent Print service
Manchester City Council,Chief Executives,Agency staff provision,09.12.2010,5100398895,2122.69,Sellick Partnership (Legal) Ltd
Manchester City Council,Chief Executives,Agency staff provision,09.12.2010,5100398900,1094.04,Sellick Partnership (Legal) Ltd
Manchester City Council,Hospitality + Trading Services,Refuse Collection ex,09.12.2010,5100398902,7050.04,Enterprise Manchester Partnership
Manchester City Council,Childrens Services,CAMC/Not assigned,09.12.2010,5100398905,-855.40,Reed Employment Plc
Manchester City Council,Chief Executives,Agency staff provision,09.12.2010,5100398906,1132.12,Sellick Partnership (Legal) Ltd
Manchester City Council,Childrens Services,CAMC/Not assigned,09.12.2010,5100398918,-855.40,Reed Employment Plc
Manchester City Council,Grtr Manchester Urban Traffic,Payments to Sub-Contractors,09.12.2010,5100398931,9111.26,Siemens Plc
Manchester City Council,Grtr Manchester Urban Traffic,Payments to Sub-Contractors,09.12.2010,5100398933,866.64,Siemens Plc
Manchester City Council,Grtr Manchester Urban Traffic,Payments to Sub-Contractors,09.12.2010,5100398953,2877.67,Siemens Plc
Manchester City Council,Grtr Manchester Urban Traffic,Payments to Sub-Contractors,09.12.2010,5100398958,6710.13,Siemens Plc
Manchester City Council,Grtr Manchester Urban Traffic,Payments to Sub-Contractors,09.12.2010,5100398961,1625.84,Siemens Plc
Manchester City Council,Chief Executives,Infra - Construction,09.12.2010,5100398963,10943.61,Siemens Plc
Manchester City Council,Grtr Manchester Urban Traffic,Payments to Sub-Contractors,09.12.2010,5100398971,523.02,Siemens Plc
Manchester City Council,Grtr Manchester Urban Traffic,Payments to Sub-Contractors,09.12.2010,5100398985,738.50,Siemens Plc
Manchester City Council,Grtr Manchester Urban Traffic,Payments to Sub-Contractors,09.12.2010,5100398990,5051.11,Siemens Plc
Manchester City Council,Chief Executives,Infra - Construction,09.12.2010,5100399009,2886.25,Siemens Plc
Manchester City Council,Chief Executives,Infra - Construction,09.12.2010,5100399016,933.97,Siemens Plc
Manchester City Council,Hospitality + Trading Services,Refuse Collection ex,09.12.2010,5100399023,731.28,Enterprise Manchester Partnership
Manchester City Council,Grtr Manchester Urban Traffic,Payments to Sub-Contractors,09.12.2010,5100399035,20272.32,Siemens Plc
Manchester City Council,Grtr Manchester Urban Traffic,Payments to Sub-Contractors,09.12.2010,5100399036,659.46,Siemens Plc
Manchester City Council,Grtr Manchester Urban Traffic,Payments to Sub-Contractors,09.12.2010,5100399038,4507.08,Siemens Plc
Manchester City Council,Grtr Manchester Urban Traffic,Payments to Sub-Contractors,09.12.2010,5100399041,4507.08,Siemens Plc
Manchester City Council,Grtr Manchester Urban Traffic,Payments to Sub-Contractors,09.12.2010,5100399049,9139.94,Siemens Plc
Manchester City Council,Chief Executives,Agency staff provision,09.12.2010,5100399051,1675.45,Sellick Partnership (Legal) Ltd
Manchester City Council,Chief Executives,Agency staff provision,09.12.2010,5100399052,1105.73,Sellick Partnership (Legal) Ltd
Manchester City Council,Chief Executives,Agency staff provision,09.12.2010,5100399053,1319.56,Sellick Partnership (Legal) Ltd
Manchester City Council,Regeneration Finance,Postage,09.12.2010,5100399054,600.00,Pitney Bowes Ltd - Postage by Phone
Manchester City Council,Section 48,Grant and subscriptions awarded,09.12.2010,5100399058,2000.00,Wai Yin Chinese Women Society
Manchester City Council,Chief Executives,Infra - Construction,09.12.2010,5100399059,3064.78,Rosgal Ltd
Manchester City Council,Learning Disabilities PB,RCH Permanent Pays,09.12.2010,5100399061,1081.36,Ormerod Home Trust Ltd
Manchester City Council,Chief Executives,Infra - Construction,09.12.2010,5100399062,16000.00,Rosgal Ltd
Manchester City Council,Chief Executives,Agency staff provision,09.12.2010,5100399066,808.95,Sanctuary Social Care
Manchester City Council,Grtr Manchester Urban Traffic,Payments to Sub-Contractors,09.12.2010,5100399070,25000.00,Rosgal Ltd
Manchester City Council,Chief Executives,Infra - Construction,09.12.2010,5100399074,18050.44,Rosgal Ltd
Manchester City Council,Chief Executives,Agency staff provision,09.12.2010,5100399078,-4130.38,Deekay Technical Recruitment Ltd
Manchester City Council,Chief Executives,Agency staff provision,09.12.2010,5100399081,-4345.52,Deekay Technical Recruitment Ltd
Manchester City Council,Grtr Manchester Urban Traffic,Payments to Sub-Contractors,09.12.2010,5100399082,10000.00,Rosgal Ltd
Manchester City Council,Childrens Services,Rents,10.12.2010,1902276407,554.77,Metropolitan Properties Co Ltd
Manchester City Council,Corporate Services,Landline Telephone,10.12.2010,1902281954,755.72,BT PLC
Manchester City Council,Adult Social Care,Legal Fees,10.12.2010,1902365537,2001.72,Addleshaw Goddard Solicitors
Manchester City Council,Childrens Services,Rents,10.12.2010,1902365973,16700.65,Metropolitan Properties Co Ltd
Manchester City Council,Childrens Services,Rents,10.12.2010,1902366002,1867.27,Metropolitan Properties Co Ltd
Manchester City Council,Adult Social Care,Compensation Expense,10.12.2010,1902388136,2500.00,REDACTED PERSONAL DATA
