Body Name,Service Area,Expenses Type,Invoice Payment Date,Transaction Number,Supplier Name,Net Amount
Manchester City Council,Manchester Leisure,Works and associated costs for Land and Buildings,09-Sep-22,5105833156,Flowprotect Ltd,"16,995.00"
Manchester City Council,Manchester Leisure,Works and associated costs for Land and Buildings,09-Sep-22,5105833154,Flowprotect Ltd,"1,595.00"
Manchester City Council,Adult Social Care,"Consumable items eg Toilet rolls, soap etc",09-Sep-22,1907872973,GBUK HEALTHCARE,"5,466.51"
Manchester City Council,Adult Social Care,Third party payments relating to Voluntary Organisations,09-Sep-22,5105833182,Great Places Housing Association,"120,581.88"
Manchester City Council,Childrens & Education Services,"Consumable items eg Toilet rolls, soap etc",09-Sep-22,1907873186,HMCTS BOLTON082W,500.00
Manchester City Council,Chief Executives,Vehicle Plant Furniture and Equipment,09-Sep-22,5105833147,Insight Direct (Uk) Ltd,"25,078.00"
Manchester City Council,Housing Revenue Account,Council Dwelling Adaptations,09-Sep-22,5105833186,"Jackson, Jackson & Sons Ltd","288,913.98"
Manchester City Council,Housing Revenue Account,Council Dwelling Adaptations,09-Sep-22,5105833210,"Jackson, Jackson & Sons Ltd","42,451.00"
Manchester City Council,Manchester Leisure,"Consumable items eg Toilet rolls, soap etc",09-Sep-22,1907873075,JESSOPSMOTO,"1,181.49"
Manchester City Council,Manchester Leisure,Signers/Interpreters,09-Sep-22,1907873247,LINK UP MITAKA LTD,569.23
Manchester City Council,Corporate Services,Professional fees,09-Sep-22,5105832997,Lucion Environmental Ltd,"1,325.34"
Manchester City Council,Manchester Leisure,"Consumable items eg Toilet rolls, soap etc",09-Sep-22,1907873221,LYONS PRESENTATION,768.00
Manchester City Council,Childrens & Education Services,"Consumable items eg Toilet rolls, soap etc",09-Sep-22,1907873282,MANOMANO,505.19
Manchester City Council,Manchester Leisure,Rents,09-Sep-22,1907871903,Mason Owen Property,"8,250.00"
Manchester City Council,Chief Executives,Professional fees,09-Sep-22,1907872866,Medico-Legal North West,540.00
Manchester City Council,Chief Executives,Counsel Costs,09-Sep-22,1907872135,Navpreeth Kaur Gihair,"2,816.67"
Manchester City Council,Childrens & Education Services,Training and Development,09-Sep-22,5105833187,One Education Ltd,"99,000.00"
Manchester City Council,Highways Services,Professional fees,09-Sep-22,5105831779,Pell Frischmann Consultants Ltd,"4,823.75"
Manchester City Council,Highways Services,Professional fees,09-Sep-22,5105832762,Pell Frischmann Consultants Ltd,"2,199.98"
Manchester City Council,Corporate Services,Works and associated costs for Land and Buildings,09-Sep-22,5105833081,Pell Frischmann Consultants Ltd,"20,000.00"
Manchester City Council,Adult Social Care,Payments for services,09-Sep-22,5105833082,Potensial Ltd (T/A Potens),"54,491.92"
Manchester City Council,Adult Social Care,Personal needs of client,09-Sep-22,5105833173,Prism Medical UK Carefree Division,-559.68
Manchester City Council,Chief Executives,Counsel Costs,09-Sep-22,1907872140,Redacted Personal Information,750.00
Manchester City Council,Chief Executives,Counsel Costs,09-Sep-22,1907872850,Redacted Personal Information,"1,208.33"
Manchester City Council,Chief Executives,Counsel Costs,09-Sep-22,1907872139,Redacted Personal Information,550.00
Manchester City Council,Chief Executives,Counsel Costs,09-Sep-22,1907871912,Redacted Personal Information,650.00
Manchester City Council,Chief Executives,Counsel Costs,09-Sep-22,1907872865,Redacted Personal Information,650.00
Manchester City Council,Chief Executives,Payments to Sub-Contractors,09-Sep-22,5105833200,Redacted Personal Information,594.05
Manchester City Council,Chief Executives,Payments to Sub-Contractors,09-Sep-22,5105833241,Redacted Personal Information,665.00
Manchester City Council,Manchester Leisure,Professional fees,09-Sep-22,1907871896,Redacted personal information,500.00
Manchester City Council,Regeneration Finance,Refuse Collection,09-Sep-22,5105833185,Restore Datashred Limited,550.37
Manchester City Council,Regeneration Finance,Refuse Collection,09-Sep-22,5105833209,Restore Datashred Limited,524.16
Manchester City Council,Highways Services,Payments to Sub-Contractors,09-Sep-22,5105833198,Rhodes and Sons Construction Ltd,773.84
Manchester City Council,Highways Services,Building Materials for direct delivery,09-Sep-22,5105833013,Rosgal Ltd,"1,500.00"
Manchester City Council,Highways Services,Building Materials for direct delivery,09-Sep-22,5105833016,Rosgal Ltd,"1,500.00"
Manchester City Council,Highways Services,Building Materials for direct delivery,09-Sep-22,5105833018,Rosgal Ltd,"1,500.00"
Manchester City Council,Highways Services,Building Materials for direct delivery,09-Sep-22,5105833019,Rosgal Ltd,"1,500.00"
Manchester City Council,Highways Services,Building Materials for direct delivery,09-Sep-22,5105833020,Rosgal Ltd,"1,500.00"
Manchester City Council,Highways Services,Payments to Sub-Contractors,09-Sep-22,5105833184,Rosgal Ltd,"-5,709.43"
Manchester City Council,Insurance Fund,Insurance,09-Sep-22,1907873458,Scott Rees & Co,"1,128.48"
Manchester City Council,Highways Services,Legal Fees,09-Sep-22,1907873458,Scott Rees & Co,"9,350.25"
Manchester City Council,Manchester Leisure,"Consumable items eg Toilet rolls, soap etc",09-Sep-22,1907873194,SHOPIFY* 149462711,796.33
Manchester City Council,Hospitality + Trading Services,Equipment,09-Sep-22,1907872932,Stapletons Tyre Services,"5,410.14"
Manchester City Council,Hospitality + Trading Services,Equipment,09-Sep-22,1907872945,Stapletons Tyre Services,"3,390.27"
Manchester City Council,Chief Executives,Subsistence and Conference Expenses,09-Sep-22,1907873274,STAYCITY CORN EXCHANGE,543.51
Manchester City Council,Childrens & Education Services,Foster Payments,09-Sep-22,1907873453,Stephanie Jozefczyk,"6,139.43"
Manchester City Council,Manchester Leisure,Special Event,09-Sep-22,5105833262,Street Style Surgery,"1,055.00"
Manchester City Council,Regeneration Finance,Rents,09-Sep-22,1907863575,The Arch Company Properties Ltd,"10,909.50"
Manchester City Council,Manchester Leisure,Equipment,09-Sep-22,1907873065,THE MIDLAND FRONT DESK,"1,157.10"
Manchester City Council,Manchester Leisure,"Consumable items eg Toilet rolls, soap etc",09-Sep-22,1907873005,THE TINY BOX COMPANY LIMI,706.32
Manchester City Council,Adult Social Care,"Consumable items eg Toilet rolls, soap etc",09-Sep-22,1907873041,TRAFFORD PARK DAIRY,"1,084.66"
Manchester City Council,Chief Executives,Agency staff provision,09-Sep-22,5105833090,Triad Resourcing,"5,040.00"
Manchester City Council,Adult Social Care,Personal needs of client,09-Sep-22,5105832455,Tunstall Healthcare (UK) Ltd,"10,228.57"
Manchester City Council,Adult Social Care,Personal needs of client,09-Sep-22,5105832454,Tunstall Healthcare (UK) Ltd,"6,823.50"
Manchester City Council,Manchester Leisure,Environmental Services,09-Sep-22,1907873236,VALUE PRODUCTS LTD,702.25
Manchester City Council,Manchester Leisure,Environmental Services,09-Sep-22,1907873122,VALUE PRODUCTS LTD,561.88
Manchester City Council,Corporate Services,Legal Fees,09-Sep-22,1907873361,VERITAS SOLICITORS,"1,500.00"
Manchester City Council,Childrens & Education Services,Personal needs of client,09-Sep-22,1907872965,VICTORIA PARK  RE,"1,050.00"
Manchester City Council,Childrens & Education Services,Personal needs of client,09-Sep-22,1907873090,VICTORIA PARK  RE,"1,050.00"
Manchester City Council,Childrens & Education Services,Personal needs of client,09-Sep-22,1907873185,VICTORIA PARK  RE,"1,050.00"
Manchester City Council,Regeneration Finance,Taxi Vehicle Materia,09-Sep-22,5105832494,VIP-System Ltd,"2,520.75"
Manchester City Council,Chief Executives,General Office expenses,09-Sep-22,1907872928,VMO,840.00
Manchester City Council,Chief Executives,Printing,09-Sep-22,5105832987,Wallace Printers Ltd,"1,388.00"
Manchester City Council,Corporate Services,Legal Fees,09-Sep-22,1907873363,WEIGHTMANS SOLICITORS,"1,500.00"
Manchester City Council,Childrens & Education Services,"Consumable items eg Toilet rolls, soap etc",09-Sep-22,1907873009,WILDE APARTHOTELS BY STAY,"1,332.25"
Manchester City Council,Environment and Operations,Construction Works,09-Sep-22,5105832769,Wilde Consultants Ltd,"6,234.37"
Manchester City Council,Environment and Operations,Construction Works,09-Sep-22,5105832766,Wilde Consultants Ltd,"1,293.14"
Manchester City Council,Environment and Operations,Construction Works,09-Sep-22,5105832768,Wilde Consultants Ltd,"-2,649.00"
Manchester City Council,Environment and Operations,Construction Works,09-Sep-22,5105832764,Wilde Consultants Ltd,"-5,353.36"
Manchester City Council,Manchester Leisure,"Consumable items eg Toilet rolls, soap etc",09-Sep-22,5105832563,Wilkinson Bros,800.00
Manchester City Council,Manchester Leisure,Hire of Equipment,09-Sep-22,5105833192,William G.Search Ltd,"8,230.00"
Manchester City Council,Hospitality + Trading Services,Vehicle Hire Costs,09-Sep-22,5105833199,Winners Contract Hire Ltd,"69,856.90"
Manchester City Council,Childrens & Education Services,"Consumable items eg Toilet rolls, soap etc",09-Sep-22,1907872946,WWW.LUXINN.CO.UK,"1,160.00"
Manchester City Council,Childrens & Education Services,"Consumable items eg Toilet rolls, soap etc",09-Sep-22,1907873022,WWW.LUXINN.CO.UK,"1,160.00"
Manchester City Council,Childrens & Education Services,"Consumable items eg Toilet rolls, soap etc",09-Sep-22,1907873149,WWW.LUXINN.CO.UK,"1,160.00"
Manchester City Council,Childrens & Education Services,"Consumable items eg Toilet rolls, soap etc",09-Sep-22,1907873269,WWW.LUXINN.CO.UK,"1,160.00"
Manchester City Council,Childrens & Education Services,Professional fees,12-Sep-22,5105833312,AECOM Limited,"7,706.00"
Manchester City Council,Childrens & Education Services,Professional fees,12-Sep-22,5105833313,AECOM Limited,"5,001.00"
Manchester City Council,Adult Social Care,Rents,12-Sep-22,5105833287,Amco Management,"32,966.29"
Manchester City Council,Manchester Leisure,Building Materials for direct delivery,12-Sep-22,5105833508,Arco Group Ltd,710.90
Manchester City Council,Adult Social Care,Equipment,12-Sep-22,5105833489,Arco Group Ltd,"1,081.98"
Manchester City Council,Hospitality + Trading Services,ClothsUniformLaundry,12-Sep-22,5105833503,Arco Group Ltd,742.55
Manchester City Council,Highways Services,Purchase of stores for re-distribution,12-Sep-22,5105833479,Benchmark Building Supplies Ltd,"3,852.00"
Manchester City Council,Highways Services,Purchase of stores for re-distribution,12-Sep-22,5105833478,Benchmark Building Supplies Ltd,503.59
Manchester City Council,Environment and Operations,Construction Works,12-Sep-22,5105833143,Bethell Construction Ltd,"119,277.73"
Manchester City Council,Environment and Operations,Construction Works,12-Sep-22,5105833144,Bethell Construction Ltd,"116,655.10"
Manchester City Council,Environment and Operations,Construction Works,12-Sep-22,5105833142,Bethell Construction Ltd,"112,756.36"
Manchester City Council,Environment and Operations,Construction Works,12-Sep-22,5105833141,Bethell Construction Ltd,"35,259.20"
Manchester City Council,Manchester Leisure,Refuse Collection,12-Sep-22,5105832955,Biffa Municipal Limited,"87,157.42"
Manchester City Council,Adult Social Care,Payments for services,12-Sep-22,5105832302,Brook,"42,891.49"
Manchester City Council,Chief Executives,Agency staff provision,12-Sep-22,5105832539,Capita Resourcing Limited,"3,237.50"
Manchester City Council,Chief Executives,Counsel Costs,12-Sep-22,1907872895,Central Chambers,650.00
Manchester City Council,Chief Executives,Counsel Costs,12-Sep-22,1907873109,Central Chambers,500.00
Manchester City Council,Chief Executives,Expenditure re Internal Trading Ordered Externally,12-Sep-22,5105833107,Civica Election Services,"6,234.89"
Manchester City Council,Adult Social Care,Legal Fees,12-Sep-22,1907863008,Clearwater Solicitors Ltd,"10,000.00"
Manchester City Council,Manchester Leisure,Payments to Sub-Contractors,12-Sep-22,5105833482,Community Security (North West),"3,532.40"
Manchester City Council,Manchester Leisure,Payments to Sub-Contractors,12-Sep-22,5105833483,Community Security (North West),"3,364.90"
Manchester City Council,Manchester Leisure,Security,12-Sep-22,5105833399,Community Security (North West),"4,044.71"
Manchester City Council,Manchester Leisure,Security,12-Sep-22,5105833406,Community Security (North West),"4,044.71"
Manchester City Council,Manchester Leisure,Security,12-Sep-22,5105833395,Community Security (North West),"1,886.40"
Manchester City Council,Chief Executives,CRB Fees,12-Sep-22,5105833308,Complete Background Screening Ltd,714.00
Manchester City Council,Chief Executives,CRB Fees,12-Sep-22,5105833309,Complete Background Screening Ltd,696.00
Manchester City Council,Chief Executives,Licences Purchase,12-Sep-22,5105833307,Complete Background Screening Ltd,"1,800.00"
Manchester City Council,Childrens & Education Services,Agency staff provision,12-Sep-22,5105833285,Coram Children's Legal Centre,647.75
Manchester City Council,Regeneration Finance,I T Provision,12-Sep-22,5105833275,Cornerstone Design and Marketing,"9,385.91"
Manchester City Council,Adult Social Care,Legal Fees,12-Sep-22,1907863005,Cosgrove Costing Ltd,624.00
Manchester City Council,Adult Social Care,Rents,12-Sep-22,5105833223,Cromwood Ltd,"108,048.20"
Manchester City Council,Corporate Services,Vehicle Costs,12-Sep-22,1907874165,Cyclescheme Ltd,"7,679.57"
Manchester City Council,Corporate Services,Vehicle Costs,12-Sep-22,1907874136,Cyclescheme Ltd,"4,453.33"
Manchester City Council,Corporate Services,Vehicle Costs,12-Sep-22,1700138739,Cyclescheme Ltd,-833.33
Manchester City Council,Adult Social Care,Extra Care Sheltd HP,12-Sep-22,5105833296,DH Homecare Ltd (Direct Health),"39,159.31"
Manchester City Council,Adult Social Care,Extra Care Sheltd HP,12-Sep-22,5105833298,DH Homecare Ltd (Direct Health),"39,159.31"
Manchester City Council,Adult Social Care,Extra Care Sheltd HP,12-Sep-22,5105833292,DH Homecare Ltd (Direct Health),"23,799.74"
Manchester City Council,Adult Social Care,Extra Care Sheltd HP,12-Sep-22,5105833293,DH Homecare Ltd (Direct Health),"23,799.74"
Manchester City Council,Chief Executives,CRB Fees,12-Sep-22,5105833310,Disclosure & Barring Service,"16,328.00"
Manchester City Council,Adult Social Care,Legal Fees,12-Sep-22,1907864299,Dr R O’Donavan Medicolegal Ltd,"1,307.00"
Manchester City Council,Adult Social Care,Rents,12-Sep-22,5105833295,Eeven Homes Ltd.,"13,363.22"
Manchester City Council,Manchester Leisure,Works and associated costs for Land and Buildings,12-Sep-22,5105832468,EQUANS Regeneration Limited,"260,139.40"
Manchester City Council,Regeneration Finance,Internal Repairs and Maintenance for buildings,12-Sep-22,5105832465,EQUANS Services Limited,"121,407.02"
Manchester City Council,Regeneration Finance,Internal Repairs and Maintenance for buildings,12-Sep-22,5105832464,EQUANS Services Limited,"65,369.87"
Manchester City Council,Chief Executives,Grant Payments,12-Sep-22,1907873426,Essential Communications & Media,"2,900.00"
Manchester City Council,Highways Services,Payments to Sub-Contractors,12-Sep-22,5105833089,Fairway Landscapes Ltd,"17,431.00"
Manchester City Council,Housing General Fund,Works and associated costs for Land and Buildings,12-Sep-22,5105833260,Furniture Resource Centre Ltd,"1,382.96"
Manchester City Council,Manchester Leisure,Professional fees,12-Sep-22,5105833311,Go Bounce Play,545.00
Manchester City Council,Manchester Leisure,Professional fees,12-Sep-22,5105833316,Go Bounce Play,544.00
Manchester City Council,Adult Social Care,Supporting People Payments,12-Sep-22,5105833365,Great Places Housing Association,"5,000.00"
Manchester City Council,Adult Social Care,Supporting People Payments,12-Sep-22,5105833366,Great Places Housing Association,"5,000.00"
Manchester City Council,Adult Social Care,Supporting People Payments,12-Sep-22,5105833361,Great Places Housing Association,"1,843.00"
Manchester City Council,Adult Social Care,Supporting People Payments,12-Sep-22,5105833362,Great Places Housing Association,"1,843.00"
Manchester City Council,Adult Social Care,Supporting People Payments,12-Sep-22,5105833363,Great Places Housing Association,"1,843.00"
Manchester City Council,Adult Social Care,Supporting People Payments,12-Sep-22,5105833364,Great Places Housing Association,"1,843.00"
Manchester City Council,Adult Social Care,Funeral and coroner related services,12-Sep-22,5105833356,Greater Manchester Funeral Service,"2,767.00"
Manchester City Council,Adult Social Care,Funeral and coroner related services,12-Sep-22,5105833327,Greater Manchester Funeral Service,"2,693.00"
Manchester City Council,Manchester Leisure,Payments to Sub-Contractors,12-Sep-22,5105833468,Greenfingers Landscape Ltd,"10,750.47"
Manchester City Council,Manchester Leisure,Payments to Sub-Contractors,12-Sep-22,5105833493,Greenfingers Landscape Ltd,"10,750.47"
Manchester City Council,Manchester Leisure,Payments to Sub-Contractors,12-Sep-22,5105833466,Greenfingers Landscape Ltd,"-10,750.47"
Manchester City Council,Manchester Leisure,Payments to Sub-Contractors,12-Sep-22,5105833492,Greenfingers Landscape Ltd,"-10,750.47"
Manchester City Council,Manchester Leisure,Equipment,12-Sep-22,5105832858,Groundwork & Leisure Services Ltd,"3,040.00"
Manchester City Council,Manchester Leisure,Equipment,12-Sep-22,5105832536,Groundwork Landscapes Ltd,"1,650.00"
Manchester City Council,Manchester Leisure,Equipment,12-Sep-22,5105832422,Groundwork Landscapes Ltd,"1,150.00"
Manchester City Council,Manchester Leisure,Equipment,12-Sep-22,5105832537,Groundwork Landscapes Ltd,670.00
Manchester City Council,Hospitality + Trading Services,Hire of Machinery,12-Sep-22,5105833484,H & C Plant Hire Ltd,"3,024.00"
Manchester City Council,Chief Executives,Third party payments relating to Voluntary Organisations,12-Sep-22,5105832466,HOME,"105,699.50"
Manchester City Council,Chief Executives,Professional fees,12-Sep-22,1907873414,Inari Services Ltd,"1,271.60"
Manchester City Council,Chief Executives,Vehicle Plant Furniture and Equipment,12-Sep-22,5105833146,Insight Direct (Uk) Ltd,"25,078.00"
Manchester City Council,Chief Executives,Agency staff provision,12-Sep-22,5105833305,Isherwood Legal Limited,"1,000.00"
Manchester City Council,Environment and Operations,Construction Works,12-Sep-22,5105832867,J.Hopkins (Contractors) Ltd.,603.40
Manchester City Council,Chief Executives,Works and associated costs for Land and Buildings,12-Sep-22,5105833207,Kpmg Llp,"16,000.00"
Manchester City Council,Regeneration Finance,External repairs and maintenance for buildings,12-Sep-22,5105833160,M & M Cleaning Services Ltd,"1,127.00"
Manchester City Council,Highways Services,Professional fees,12-Sep-22,5105832666,Mace Cost Consultancy Ltd,"11,333.32"
Manchester City Council,Corporate Services,Works and associated costs for Land and Buildings,12-Sep-22,5105832988,Mace Ltd,"32,698.00"
Manchester City Council,Corporate Services,Works and associated costs for Land and Buildings,12-Sep-22,5105832988,Mace Ltd,"9,000.00"
Manchester City Council,Corporate Services,Works and associated costs for Land and Buildings,12-Sep-22,5105832988,Mace Ltd,"2,398.50"
Manchester City Council,Corporate Services,Works and associated costs for Land and Buildings,12-Sep-22,5105832988,Mace Ltd,"1,034.50"
Manchester City Council,Corporate Services,Works and associated costs for Land and Buildings,12-Sep-22,5105832988,Mace Ltd,680.00
Manchester City Council,Adult Social Care,Third party payments relating to Voluntary Organisations,12-Sep-22,5105833376,Manchester Carers Centre,"29,167.00"
Manchester City Council,Childrens & Education Services,Professional fees,12-Sep-22,5105833359,Manchester Uni NHS FT Charity,"5,000.00"
Manchester City Council,Housing Revenue Account,Council Dwelling Adaptations,12-Sep-22,5105832985,Master Moves Ltd,"1,556.90"
Manchester City Council,Childrens & Education Services,Professional fees,12-Sep-22,5105833059,MIC Media Ltd,"1,641.00"
Manchester City Council,Childrens & Education Services,Professional fees,12-Sep-22,5105833353,MIC Media Ltd,547.00
Manchester City Council,Childrens & Education Services,Professional fees,12-Sep-22,5105833367,Museum of Science & Industry,"4,524.25"
Manchester City Council,Corporate Services,Payments to Contractors,12-Sep-22,5105833084,NSL Ltd,"302,147.93"
Manchester City Council,Corporate Services,Payments to Contractors,12-Sep-22,5105833083,NSL Ltd,"69,949.18"
Manchester City Council,Manchester Leisure,Payments to Sub-Contractors,12-Sep-22,5105833323,NSL Ltd,"56,321.98"
Manchester City Council,Manchester Leisure,Payments to Sub-Contractors,12-Sep-22,5105833322,NSL Ltd,"3,863.33"
Manchester City Council,Manchester Leisure,Payments to Sub-Contractors,12-Sep-22,5105833214,NSL Ltd,"-3,771.46"
Manchester City Council,Manchester Leisure,Grant and subscriptions awarded,12-Sep-22,1907862993,Nurturing Foundations,750.00
Manchester City Council,Regeneration Finance,General Office expenses,12-Sep-22,5105832978,Ove Arup & Partners Ltd,"1,176.47"
Manchester City Council,Corporate Services,Works and associated costs for Land and Buildings,12-Sep-22,5105832240,Ove Arup & Partners Ltd,"51,017.41"
Manchester City Council,Corporate Services,Works and associated costs for Land and Buildings,12-Sep-22,5105832975,Ove Arup & Partners Ltd,"15,129.60"
Manchester City Council,Corporate Services,Works and associated costs for Land and Buildings,12-Sep-22,5105832977,Ove Arup & Partners Ltd,"4,300.00"
Manchester City Council,Corporate Services,Works and associated costs for Land and Buildings,12-Sep-22,5105832991,Ove Arup & Partners Ltd,"1,712.88"
Manchester City Council,Corporate Services,Works and associated costs for Land and Buildings,12-Sep-22,5105832974,Ove Arup & Partners Ltd,"1,123.88"
Manchester City Council,Manchester Leisure,Payments to Sub-Contractors,12-Sep-22,5105833270,Parking Matters Ltd,"16,883.73"
Manchester City Council,Manchester Leisure,Professional fees,12-Sep-22,5105833281,Parking Matters Ltd,"6,275.00"
Manchester City Council,Corporate Services,Works and associated costs for Land and Buildings,12-Sep-22,5105832989,Planit,"3,360.00"
Manchester City Council,Corporate Services,Professional fees,12-Sep-22,5105833289,Post Office Ltd,"47,949.30"
Manchester City Council,Regeneration Finance,Third party payments relating to Voluntary Organisations,12-Sep-22,5105833304,Pure Innovations Ltd,"41,808.00"
Manchester City Council,Regeneration Finance,Training and Development,12-Sep-22,5105833377,QA Ltd,"1,500.00"
Manchester City Council,Regeneration Finance,Equipment,12-Sep-22,5105831777,Redacted Personal Information,"2,350.00"
Manchester City Council,Chief Executives,Counsel Costs,12-Sep-22,1907872893,Redacted Personal Information,875.00
Manchester City Council,Adult Social Care,Rents,12-Sep-22,1907874222,Redacted personal information,500.00
Manchester City Council,Chief Executives,Payments to Sub-Contractors,12-Sep-22,5105833243,Redacted Personal Information,677.00
Manchester City Council,Regeneration Finance,Removal and Storage of Furniture,12-Sep-22,5105833007,Restore PLC,576.61
Manchester City Council,Housing Revenue Account,Council Dwelling Adaptations,12-Sep-22,5105833098,Rexel UK Ltd,"20,443.34"
Manchester City Council,Highways Services,Payments to Sub-Contractors,12-Sep-22,5105833277,Rosgal Ltd,"7,800.00"
Manchester City Council,Highways Services,Payments to Sub-Contractors,12-Sep-22,5105833280,Rosgal Ltd,"7,800.00"
Manchester City Council,Highways Services,Payments to Sub-Contractors,12-Sep-22,5105833278,Rosgal Ltd,"1,147.50"
Manchester City Council,Highways Services,Payments to Sub-Contractors,12-Sep-22,5105833279,Rosgal Ltd,500.00
Manchester City Council,Chief Executives,Postage,12-Sep-22,5105832971,Royal Mail Group Plc,"23,081.52"
Manchester City Council,Highways Services,Compensation Payments,12-Sep-22,1907874218,Slater Heelis Collier Littler Solic,"12,901.88"
Manchester City Council,Highways Services,Legal Fees,12-Sep-22,1907874218,Slater Heelis Collier Littler Solic,"2,370.22"
Manchester City Council,Adult Social Care,Building Works,12-Sep-22,5105833325,Stepping Stone Projects,"43,228.00"
Manchester City Council,Adult Social Care,Third party payments relating to Voluntary Organisations,12-Sep-22,5105833324,Stepping Stone Projects,"51,875.00"
Manchester City Council,Childrens & Education Services,Third party payments to other Local Authorities,12-Sep-22,5105833317,Stretford Grammar School,"3,256.00"
Manchester City Council,Adult Social Care,Third party payments relating to Voluntary Organisations,12-Sep-22,5105833123,Supporting People In Need,"22,000.00"
Manchester City Council,Manchester Leisure,Grant and subscriptions awarded,12-Sep-22,5105833259,The Common Sense Network,"5,000.00"
Manchester City Council,Adult Social Care,Supporting People Payments,12-Sep-22,5105833284,The Guinness Partnership Ltd,"6,595.00"
Manchester City Council,Highways Services,Compensation Payments,12-Sep-22,1907874220,TPF LAW,"5,000.00"
Manchester City Council,Highways Services,Legal Fees,12-Sep-22,1907874220,TPF LAW,"2,718.00"
Manchester City Council,Environment and Operations,Construction Works,12-Sep-22,5105833318,Transport for Greater Manchester,"2,430.00"
Manchester City Council,Manchester Leisure,Other Allowances,12-Sep-22,1907864357,Tusker Direct,"7,495.07"
Manchester City Council,Adult Social Care,Rents,12-Sep-22,5105832285,United Property Management Ltd,"24,177.26"
Manchester City Council,Highways Services,Legal Fees,13-Sep-22,1907874221,Accountant General of the Senior,"7,910.72"
Manchester City Council,Hospitality + Trading Services,ClothsUniformLaundry,13-Sep-22,5105833501,Arco Group Ltd,742.55
Manchester City Council,Hospitality + Trading Services,ClothsUniformLaundry,13-Sep-22,5105833502,Arco Group Ltd,-742.55
Manchester City Council,Chief Executives,Agency staff provision,13-Sep-22,5105833435,Ashberry Recruitment Ltd,"7,278.18"
Manchester City Council,Childrens & Education Services,Rates,13-Sep-22,5105833472,Brighter Beginnings (Newton Heath),"2,014.96"
Manchester City Council,Childrens & Education Services,Rates,13-Sep-22,5105833471,Brighter Beginnings Day Nursery,677.83
Manchester City Council,Chief Executives,Works and associated costs for Land and Buildings,13-Sep-22,5105833494,Browne Jacobson,"1,671.00"
Manchester City Council,Adult Social Care,"Consumable items eg Toilet rolls, soap etc",13-Sep-22,5105833290,Camilla Carpets Ltd,920.00
Manchester City Council,Corporate Services,Bank Charges,13-Sep-22,1907874568,Capita Business Services Ltd,"10,675.98"
Manchester City Council,Manchester Leisure,Works and associated costs for Land and Buildings,13-Sep-22,5105833230,City Build Manchester Ltd,"20,350.11"
Manchester City Council,Regeneration Finance,Professional fees,13-Sep-22,5105833533,Cityco,"40,000.00"
Manchester City Council,Chief Executives,Landline Telephone,13-Sep-22,1907874226,Daisy Corporate Services Trading,900.60
Manchester City Council,Chief Executives,Agency staff provision,13-Sep-22,5105833433,Deekay Technical Recruitment Ltd,"20,734.99"
Manchester City Council,Hospitality + Trading Services,Refuse Collection,13-Sep-22,5105833459,Equilibrium Finance Limited,"2,944.80"
Manchester City Council,Highways Services,Payments to Sub-Contractors,13-Sep-22,5105833536,Fairway Landscapes Ltd,965.00
Manchester City Council,Childrens & Education Services,Third party payments relating to Voluntary Organisations,13-Sep-22,5105833475,Family Action,"13,075.00"
Manchester City Council,Manchester Leisure,Professional fees,13-Sep-22,1907872891,Fraser George and Associates,"1,400.00"
Manchester City Council,Adult Social Care,Legal Fees,13-Sep-22,5105833454,Gray's Inn Square Chambers Ltd,"2,500.00"
Manchester City Council,Highways Services,Professional fees,13-Sep-22,1907872863,Ground Solve Ltd,"1,540.00"
Manchester City Council,Corporate Services,Works and associated costs for Land and Buildings,13-Sep-22,5105833288,GVA Grimley Ltd,"16,501.74"
Manchester City Council,Adult Social Care,Personal needs of client,13-Sep-22,5105832555,Jenx Ltd,"3,315.00"
Manchester City Council,Chief Executives,Rents,13-Sep-22,5105833711,Manchester Central,-730.92
Manchester City Council,Corporate Services,Works and associated costs for Land and Buildings,13-Sep-22,5105833718,Manchester Central,"3,200.00"
Manchester City Council,Adult Social Care,Grant and subscriptions awarded,13-Sep-22,5105833520,Manchester People First,"36,939.93"
Manchester City Council,Adult Social Care,Grant and subscriptions awarded,13-Sep-22,5105833519,Manchester People First,"20,529.67"
Manchester City Council,Adult Social Care,Grant and subscriptions awarded,13-Sep-22,5105833521,Manchester People First,"6,783.39"
Manchester City Council,Corporate Services,Agency staff provision,13-Sep-22,5105833380,Michael Page International,"1,120.00"
Manchester City Council,Manchester Leisure,Agency staff provision,13-Sep-22,5105833379,Michael Page International,"1,073.00"
Manchester City Council,Childrens & Education Services,Grant Payments,13-Sep-22,1907874567,Paypoint,"10,304.80"
Manchester City Council,Corporate Services,Legal Fees,13-Sep-22,1907874208,Peasegoods,"18,000.00"
Manchester City Council,Corporate Services,Legal Fees,13-Sep-22,1907874561,Peasegoods,"7,600.00"
Manchester City Council,Corporate Services,Professional fees,13-Sep-22,5105833360,Pick Everard,"3,263.04"
Manchester City Council,Adult Social Care,Personal needs of client,13-Sep-22,5105833426,Prism Medical UK Carefree Division,665.00
Manchester City Council,Corporate Services,Works and associated costs for Land and Buildings,13-Sep-22,5105833514,Ramboll UK Limited,"2,972.00"
Manchester City Council,Corporate Services,Works and associated costs for Land and Buildings,13-Sep-22,5105833516,Ramboll UK Limited,"2,000.00"
