Body Name,Service Area,Expenses Type,Invoice Payment Date,Transaction Number,Net Amount,Supplier Name,,
Manchester City Council,Adult Social Care,"Consumable items eg Toilet rolls, soap etc",08.09.2021,1907341957,£950.00,HOTEL IBIS,,
Manchester City Council,Adult Social Care,"Consumable items eg Toilet rolls, soap etc",08.09.2021,1907342838,£940.50,Premier Inn P CARD ONLY,,
Manchester City Council,Adult Social Care,"Consumable items eg Toilet rolls, soap etc",08.09.2021,1907342843,£940.50,Premier Inn P CARD ONLY,,
Manchester City Council,Adult Social Care,"Consumable items eg Toilet rolls, soap etc",08.09.2021,1907342855,£938.50,Premier Inn P CARD ONLY,,
Manchester City Council,Adult Social Care,"Consumable items eg Toilet rolls, soap etc",08.09.2021,1907342289,£931.10,TRAVELODGE P CARD ONLY,,
Manchester City Council,Adult Social Care,"Consumable items eg Toilet rolls, soap etc",08.09.2021,1907342233,£925.00,Britannia Hotels PCARD ONLY,,
Manchester City Council,Adult Social Care,"Consumable items eg Toilet rolls, soap etc",08.09.2021,1907342380,£923.93,HOLIDAY INN P CARD ONLY,,
Manchester City Council,Adult Social Care,"Consumable items eg Toilet rolls, soap etc",08.09.2021,1907342347,£916.00,EXP BY HOLIDAY INN MEN,,
Manchester City Council,Adult Social Care,"Consumable items eg Toilet rolls, soap etc",08.09.2021,1907342359,£916.00,EXP BY HOLIDAY INN MEN,,
Manchester City Council,Adult Social Care,"Consumable items eg Toilet rolls, soap etc",08.09.2021,1907342171,£899.00,BRITANNIA HOTEL,,
Manchester City Council,Adult Social Care,"Consumable items eg Toilet rolls, soap etc",08.09.2021,1907342727,£897.47,TRAVELODGE P CARD ONLY,,
Manchester City Council,Adult Social Care,"Consumable items eg Toilet rolls, soap etc",08.09.2021,1907342754,£873.00,Britannia Hotels PCARD ONLY,,
Manchester City Council,Adult Social Care,"Consumable items eg Toilet rolls, soap etc",08.09.2021,1907342559,£860.92,HOLIDAY INN P CARD ONLY,,
Manchester City Council,Adult Social Care,"Consumable items eg Toilet rolls, soap etc",08.09.2021,1907342783,£833.00,Britannia Hotels PCARD ONLY,,
Manchester City Council,Adult Social Care,"Consumable items eg Toilet rolls, soap etc",08.09.2021,1907342406,£827.93,HOLIDAY INN P CARD ONLY,,
Manchester City Council,Adult Social Care,"Consumable items eg Toilet rolls, soap etc",08.09.2021,1907342272,£813.82,TRAVELODGE P CARD ONLY,,
Manchester City Council,Adult Social Care,"Consumable items eg Toilet rolls, soap etc",08.09.2021,1907342732,£801.00,EXP BY HOLIDAY INN MEN,,
Manchester City Council,Adult Social Care,"Consumable items eg Toilet rolls, soap etc",08.09.2021,1907342734,£801.00,EXP BY HOLIDAY INN MEN,,
Manchester City Council,Adult Social Care,"Consumable items eg Toilet rolls, soap etc",08.09.2021,1907342403,£797.93,HOLIDAY INN P CARD ONLY,,
Manchester City Council,Adult Social Care,"Consumable items eg Toilet rolls, soap etc",08.09.2021,1907342584,£794.93,HOLIDAY INN P CARD ONLY,,
Manchester City Council,Adult Social Care,"Consumable items eg Toilet rolls, soap etc",08.09.2021,1907341891,£793.92,HOLIDAY INN P CARD ONLY,,
Manchester City Council,Adult Social Care,"Consumable items eg Toilet rolls, soap etc",08.09.2021,1907342488,£792.39,HOTEL AT BOOKING.COM,,
Manchester City Council,Adult Social Care,"Consumable items eg Toilet rolls, soap etc",08.09.2021,1907342740,£792.00,Britannia Hotels PCARD ONLY,,
Manchester City Council,Adult Social Care,"Consumable items eg Toilet rolls, soap etc",08.09.2021,1907342818,£778.00,Britannia Hotels PCARD ONLY,,
Manchester City Council,Adult Social Care,"Consumable items eg Toilet rolls, soap etc",08.09.2021,1907342410,£777.93,HOLIDAY INN P CARD ONLY,,
Manchester City Council,Adult Social Care,"Consumable items eg Toilet rolls, soap etc",08.09.2021,1907342572,£775.00,Britannia Hotels PCARD ONLY,,
Manchester City Council,Adult Social Care,"Consumable items eg Toilet rolls, soap etc",08.09.2021,1907342844,£772.04,TRAVELODGE P CARD ONLY,,
Manchester City Council,Adult Social Care,"Consumable items eg Toilet rolls, soap etc",08.09.2021,1907342677,£769.00,Britannia Hotels PCARD ONLY,,
Manchester City Council,Adult Social Care,"Consumable items eg Toilet rolls, soap etc",08.09.2021,1907342598,£766.00,EXP BY HOLIDAY INN MEN,,
Manchester City Council,Adult Social Care,"Consumable items eg Toilet rolls, soap etc",08.09.2021,1907342612,£766.00,EXP BY HOLIDAY INN MEN,,
Manchester City Council,Adult Social Care,"Consumable items eg Toilet rolls, soap etc",08.09.2021,1907342263,£762.82,TRAVELODGE P CARD ONLY,,
Manchester City Council,Adult Social Care,"Consumable items eg Toilet rolls, soap etc",08.09.2021,1907342525,£754.93,HOLIDAY INN P CARD ONLY,,
Manchester City Council,Adult Social Care,"Consumable items eg Toilet rolls, soap etc",08.09.2021,1907342593,£740.00,EXP BY HOLIDAY INN MEN,,
Manchester City Council,Adult Social Care,"Consumable items eg Toilet rolls, soap etc",08.09.2021,1907342832,£739.00,EXP BY HOLIDAY INN MEN,,
Manchester City Council,Adult Social Care,"Consumable items eg Toilet rolls, soap etc",08.09.2021,1907342402,£736.95,HOLIDAY INN P CARD ONLY,,
Manchester City Council,Adult Social Care,"Consumable items eg Toilet rolls, soap etc",08.09.2021,1907342199,£727.10,TRAVELODGE P CARD ONLY,,
Manchester City Council,Adult Social Care,"Consumable items eg Toilet rolls, soap etc",08.09.2021,1907342131,£712.93,HOLIDAY INN P CARD ONLY,,
Manchester City Council,Adult Social Care,"Consumable items eg Toilet rolls, soap etc",08.09.2021,1907342811,£708.00,Britannia Hotels PCARD ONLY,,
Manchester City Council,Adult Social Care,"Consumable items eg Toilet rolls, soap etc",08.09.2021,1907342529,£702.00,AIRPORT HOTEL NORTHEND,,
Manchester City Council,Adult Social Care,"Consumable items eg Toilet rolls, soap etc",08.09.2021,1907342874,£691.00,Britannia Hotels PCARD ONLY,,
Manchester City Council,Adult Social Care,"Consumable items eg Toilet rolls, soap etc",08.09.2021,1907342329,£678.00,BRITANNIA HOTEL,,
Manchester City Council,Adult Social Care,"Consumable items eg Toilet rolls, soap etc",08.09.2021,1907342283,£671.00,Premier Inn P CARD ONLY,,
Manchester City Council,Adult Social Care,"Consumable items eg Toilet rolls, soap etc",08.09.2021,1907342226,£659.00,EXP BY HOLIDAY INN MEN,,
Manchester City Council,Adult Social Care,"Consumable items eg Toilet rolls, soap etc",08.09.2021,1907342770,£632.31,TRAVELODGE P CARD ONLY,,
Manchester City Council,Adult Social Care,"Consumable items eg Toilet rolls, soap etc",08.09.2021,1907341904,£620.00,BRITANNIA HOTEL,,
Manchester City Council,Adult Social Care,"Consumable items eg Toilet rolls, soap etc",08.09.2021,1907342200,£601.73,TRAVELODGE P CARD ONLY,,
Manchester City Council,Adult Social Care,"Consumable items eg Toilet rolls, soap etc",08.09.2021,1907342686,£600.00,JOTS CONSULTANCY LTD,,
Manchester City Council,Adult Social Care,"Consumable items eg Toilet rolls, soap etc",08.09.2021,1907342335,£595.00,Premier Inn P CARD ONLY,,
Manchester City Council,Adult Social Care,"Consumable items eg Toilet rolls, soap etc",08.09.2021,1907342873,£595.00,Britannia Hotels PCARD ONLY,,
Manchester City Council,Adult Social Care,"Consumable items eg Toilet rolls, soap etc",08.09.2021,1907342202,£576.00,EXP BY HOLIDAY INN MEN,,
Manchester City Council,Adult Social Care,"Consumable items eg Toilet rolls, soap etc",08.09.2021,1907342017,£562.38,Redacted Personal Information,,
Manchester City Council,Adult Social Care,"Consumable items eg Toilet rolls, soap etc",08.09.2021,1907342888,£562.00,Britannia Hotels PCARD ONLY,,
Manchester City Council,Adult Social Care,"Consumable items eg Toilet rolls, soap etc",08.09.2021,1907342120,£561.95,TRAVELODGE P CARD ONLY,,
Manchester City Council,Adult Social Care,"Consumable items eg Toilet rolls, soap etc",08.09.2021,1907342117,£556.84,TRAVELODGE P CARD ONLY,,
Manchester City Council,Adult Social Care,"Consumable items eg Toilet rolls, soap etc",08.09.2021,1907341909,£553.00,NOVOTEL HOTELS,,
Manchester City Council,Adult Social Care,"Consumable items eg Toilet rolls, soap etc",08.09.2021,1907341919,£553.00,NOVOTEL HOTELS,,
Manchester City Council,Adult Social Care,"Consumable items eg Toilet rolls, soap etc",08.09.2021,1907342057,£545.63,TRAVELODGE P CARD ONLY,,
Manchester City Council,Adult Social Care,"Consumable items eg Toilet rolls, soap etc",08.09.2021,1907342735,£541.00,Britannia Hotels PCARD ONLY,,
Manchester City Council,Adult Social Care,"Consumable items eg Toilet rolls, soap etc",08.09.2021,1907342858,£538.00,Britannia Hotels PCARD ONLY,,
Manchester City Council,Adult Social Care,"Consumable items eg Toilet rolls, soap etc",08.09.2021,1907342306,£534.39,TRAVELODGE P CARD ONLY,,
Manchester City Council,Adult Social Care,"Consumable items eg Toilet rolls, soap etc",08.09.2021,1907342480,£525.00,SP * VAYYAR HOME,,
Manchester City Council,Adult Social Care,"Consumable items eg Toilet rolls, soap etc",08.09.2021,1907341906,£522.00,HOTEL IBIS,,
Manchester City Council,Adult Social Care,"Consumable items eg Toilet rolls, soap etc",08.09.2021,1907342249,£520.00,Britannia Hotels PCARD ONLY,,
Manchester City Council,Adult Social Care,"Consumable items eg Toilet rolls, soap etc",08.09.2021,1907342129,£505.84,TRAVELODGE P CARD ONLY,,
Manchester City Council,Adult Social Care,I T Provision,08.09.2021,5105776568,"£5,058.62",CM2000 Care Management,,
Manchester City Council,Adult Social Care,Third party payments to Health Authority,08.09.2021,5105776355,"£70,833.33",Central Mcr Uni Hospital t/a,,
Manchester City Council,Adult Social Care,Third party payments to Health Authority,08.09.2021,5105776356,"£70,833.33",Central Mcr Uni Hospital t/a,,
Manchester City Council,Adult Social Care,Third party payments relating to Voluntary Organisations,08.09.2021,5105776513,"£18,099.50",DISC Ltd,,
Manchester City Council,Adult Social Care,Third party payments relating to Voluntary Organisations,08.09.2021,5105776517,"£18,099.50",DISC Ltd,,
Manchester City Council,Adult Social Care,Third party payments relating to Voluntary Organisations,08.09.2021,5105776516,"£14,495.83",DISC Ltd,,
Manchester City Council,Adult Social Care,Third party payments relating to Voluntary Organisations,08.09.2021,5105776512,"£14,033.24",DISC Ltd,,
Manchester City Council,Adult Social Care,Third party payments relating to Voluntary Organisations,08.09.2021,5105776515,"£4,444.44",DISC Ltd,,
Manchester City Council,Adult Social Care,Payments for services,08.09.2021,1907342506,"£1,746.00",Britannia Hotels PCARD ONLY,,
Manchester City Council,Adult Social Care,Payments for services,08.09.2021,1907342275,"£1,408.00",HOLIDAY INN P CARD ONLY,,
Manchester City Council,Adult Social Care,Payments for services,08.09.2021,1907342247,"£1,287.11",TRAVELODGE P CARD ONLY,,
Manchester City Council,Adult Social Care,Payments for services,08.09.2021,1907342825,£940.50,Premier Inn P CARD ONLY,,
Manchester City Council,Adult Social Care,Payments for services,08.09.2021,1907342674,£843.00,Premier Inn P CARD ONLY,,
Manchester City Council,Adult Social Care,Payments for services,08.09.2021,1907342323,£806.68,TRAVELODGE P CARD ONLY,,
Manchester City Council,Adult Social Care,Payments for services,08.09.2021,1907342393,£804.00,Britannia Hotels PCARD ONLY,,
Manchester City Council,Adult Social Care,Payments for services,08.09.2021,1907342035,£750.93,HOLIDAY INN P CARD ONLY,,
Manchester City Council,Adult Social Care,Payments for services,08.09.2021,1907342373,£730.00,Britannia Hotels PCARD ONLY,,
Manchester City Council,Adult Social Care,Payments for services,08.09.2021,1907342817,£716.99,TRAVELODGE P CARD ONLY,,
Manchester City Council,Adult Social Care,Payments for services,08.09.2021,1907342020,£692.00,Premier Inn P CARD ONLY,,
Manchester City Council,Adult Social Care,Payments for services,08.09.2021,1907342779,£684.33,TRAVELODGE P CARD ONLY,,
Manchester City Council,Adult Social Care,Payments for services,08.09.2021,1907342291,£677.14,TRAVELODGE P CARD ONLY,,
Manchester City Council,Adult Social Care,Payments for services,08.09.2021,1907342446,£663.87,TRAVELODGE P CARD ONLY,,
Manchester City Council,Adult Social Care,Payments for services,08.09.2021,1907342361,£662.00,Britannia Hotels PCARD ONLY,,
Manchester City Council,Adult Social Care,Payments for services,08.09.2021,1907342353,£656.00,Britannia Hotels PCARD ONLY,,
Manchester City Council,Adult Social Care,Payments for services,08.09.2021,1907342210,£629.00,EXP BY HOLIDAY INN MEN,,
Manchester City Council,Adult Social Care,Payments for services,08.09.2021,1907342218,£629.00,EXP BY HOLIDAY INN MEN,,
Manchester City Council,Adult Social Care,Payments for services,08.09.2021,1907342062,£605.00,Premier Inn P CARD ONLY,,
Manchester City Council,Adult Social Care,Payments for services,08.09.2021,1907342240,£588.00,Britannia Hotels PCARD ONLY,,
Manchester City Council,Adult Social Care,Payments for services,08.09.2021,1907342623,£523.00,Britannia Hotels PCARD ONLY,,
Manchester City Council,Childrens Services,Works and associated costs for Land and Buildings,08.09.2021,5105776552,£558.00,WYG Engineering Ltd,,
Manchester City Council,Childrens Services,Building Works,08.09.2021,5105776506,"£34,163.59",Sir Robert McAlpine Limited,,
Manchester City Council,Childrens Services,Building Works,08.09.2021,5105776563,"£34,163.59",Sir Robert McAlpine Limited,,
Manchester City Council,Corporate Services,Professional fees,08.09.2021,5105776228,"£6,000.20",Wilde Consultants Ltd,,
Manchester City Council,Corporate Services,Fees,08.09.2021,1907334702,"£2,850.95",CDER GROUP LIMITED,,
Manchester City Council,Corporate Services,Mobilephone Charges,08.09.2021,5105776484,£592.76,EE/T-Mobile,,
Manchester City Council,Corporate Services,Tele Conferencing,08.09.2021,1907320846,£791.25,BT Conferencing Services,,
Manchester City Council,Corporate Services,PCard Recovery,08.09.2021,1700124585,"-£1,089.48",The Mailing Room,,
Manchester City Council,Corporate Services,Fees,08.09.2021,1907334702,"-£2,850.95",CDER GROUP LIMITED,,
Manchester City Council,Corporate Services,Works and associated costs for Land and Buildings,08.09.2021,5105776304,"£15,330.00",Turner & Townsend Project,,
Manchester City Council,Corporate Services,Works and associated costs for Land and Buildings,08.09.2021,5105776340,"£30,000.00",Pell Frischmann Consultants Ltd,,
Manchester City Council,Housing General Fund,Works and associated costs for Land and Buildings,08.09.2021,1907344291,"£1,332.00",RENDALL AND RITTNER LTD,,
Manchester City Council,Chief Executives,Agency staff provision,08.09.2021,5105776477,"£1,944.00",Ashberry Recruitment Ltd,,
Manchester City Council,Chief Executives,Equipment,08.09.2021,1907344287,"£1,089.48",The Mailing Room,,
Manchester City Council,Chief Executives,Equipment,08.09.2021,1907344288,"£1,089.48",The Mailing Room,,
Manchester City Council,Chief Executives,Equipment,08.09.2021,1907342384,£754.00,The Financial Times Ltd,,
Manchester City Council,Chief Executives,Equipment,08.09.2021,1907342499,£655.78,ZOOM.US 888-799-9666,,
Manchester City Council,Chief Executives,Equipment,08.09.2021,1700124589,"-£1,089.48",The Mailing Room,,
Manchester City Council,Chief Executives,Printing,08.09.2021,5105776482,"£1,347.00",Tangent Print service,,
Manchester City Council,Chief Executives,CRB Fees,08.09.2021,5105776268,"£26,612.00",Disclosure & Barring Service,,
Manchester City Council,Chief Executives,CRB Fees,08.09.2021,5105776417,"-£1,044.00",Disclosure & Barring Service,,
Manchester City Council,Chief Executives,Advertising,08.09.2021,1907342703,£700.00,Facebook (CARD ONLY),,
Manchester City Council,Chief Executives,Advertising,08.09.2021,1907342859,£700.00,Facebook (CARD ONLY),,
Manchester City Council,Chief Executives,Expenditure re Internal Trading Ordered Externally,08.09.2021,5105776497,"£5,869.69",Civica Election Services,,
Manchester City Council,Chief Executives,Expenditure re Internal Trading Ordered Externally,08.09.2021,5105776498,£838.00,Civica Election Services,,
Manchester City Council,Chief Executives,Expenditure re Internal Trading Ordered Externally,08.09.2021,5105776493,£759.74,Civica Election Services,,
Manchester City Council,Chief Executives,Expenditure re Internal Trading Ordered Externally,08.09.2021,5105776494,£611.83,Civica Election Services,,
Manchester City Council,Chief Executives,Works and associated costs for Land and Buildings,08.09.2021,5105776508,"£3,000.00",Charcoalblue LLP,,
Manchester City Council,Regeneration Finance,Refuse Collection,08.09.2021,5105776363,"£15,153.50",Biffa Municipal Limited,,
Manchester City Council,Regeneration Finance,Refuse Collection,08.09.2021,5105776440,"£15,153.50",Biffa Municipal Limited,,
Manchester City Council,Regeneration Finance,Refuse Collection,08.09.2021,5105776438,"-£15,153.50",Biffa Municipal Limited,,
Manchester City Council,Regeneration Finance,Cleaning Equipment and Materials,08.09.2021,5105776130,"£1,161.00",Biffa Municipal Limited,,
Manchester City Council,Regeneration Finance,Taxi Vehicle Materia,08.09.2021,5105776536,"£1,144.64",VIP-System Ltd,,
Manchester City Council,Regeneration Finance,Professional fees,08.09.2021,5105776471,"£5,500.00",Cushman & Wakefield,,
Manchester City Council,Regeneration Finance,Third party payments relating to Voluntary Organisations,08.09.2021,5105776369,"£17,450.00",Proper Job Theatre company,,
Manchester City Council,Highways Services,Payments to Sub-Contractors,08.09.2021,5105776221,"£7,000.00",Wilde Consultants Ltd,,
Manchester City Council,Manchester Leisure,Cleaning Equipment and Materials,09.09.2021,1907344898,£756.17,PHS Group,,
Manchester City Council,Manchester Leisure,Cleaning Equipment and Materials,09.09.2021,1907344899,£756.17,PHS Group,,
Manchester City Council,Manchester Leisure,Professional fees,09.09.2021,5105776591,"£4,560.00",Manchester Art Gallery,,
Manchester City Council,Manchester Leisure,I T Provision,09.09.2021,5105776545,"£26,998.96",Cancom UK&I,,
Manchester City Council,Manchester Leisure,Goods purchased for resale in Council outlets,09.09.2021,5105776541,£685.00,Cornflower Ltd,,
Manchester City Council,Manchester Leisure,Special Event,09.09.2021,1907344246,"£8,180.54",GMC Limited,,
Manchester City Council,Hospitality + Trading Services,Vehicle Hire Costs,09.09.2021,5105776762,"£30,985.84",Manchester Van Hire Ltd,,
Manchester City Council,Hospitality + Trading Services,Vehicle Hire Costs,09.09.2021,5105776750,"£27,358.62",Manchester Van Hire Ltd,,
Manchester City Council,Hospitality + Trading Services,Vehicle Repairs,09.09.2021,5105776763,"£5,208.38",Manchester Van Hire Ltd,,
Manchester City Council,Hospitality + Trading Services,Vehicle Repairs,09.09.2021,5105776747,"£2,673.74",Manchester Van Hire Ltd,,
Manchester City Council,Hospitality + Trading Services,Vehicle Repairs,09.09.2021,5105776749,"£2,083.30",Manchester Van Hire Ltd,,
Manchester City Council,Hospitality + Trading Services,Vehicle Repairs,09.09.2021,5105776761,"£1,353.82",Manchester Van Hire Ltd,,
Manchester City Council,Hospitality + Trading Services,Hire of Equipment,09.09.2021,5105776829,"£9,264.72",Fast Hire UK,,
Manchester City Council,Hospitality + Trading Services,Machinery and equipment repairs,09.09.2021,5105776826,"£1,477.76",Fast Hire UK,,
Manchester City Council,Hospitality + Trading Services,Cash Collection,09.09.2021,1907339272,"£1,132.20",G4S Cash Solutions (Uk) Ltd,,
Manchester City Council,Hospitality + Trading Services,Funeral and coroner related services,09.09.2021,5105776709,"£6,639.00",ECE Consultancy,,
Manchester City Council,Hospitality + Trading Services,Funeral and coroner related services,09.09.2021,5105776717,"£4,530.00",ECE Consultancy,,
Manchester City Council,Hospitality + Trading Services,Funeral and coroner related services,09.09.2021,5105776708,"£1,473.00",ECE Consultancy,,
Manchester City Council,Environment and Operations,Construction Works,09.09.2021,5105776312,"£179,360.58",Colas Limited,,
Manchester City Council,Environment and Operations,Construction Works,09.09.2021,5105776311,"£33,411.85",Colas Limited,,
Manchester City Council,Environment and Operations,Construction Works,09.09.2021,5105775883,£631.35,Amey Highways Lighting (Manchester),,
Manchester City Council,Childrens & Education Services,Rents,09.09.2021,5105776755,£780.28,Mosscare St Vincent's Housing,,
Manchester City Council,Childrens & Education Services,Signers/Interpreters,09.09.2021,5105776756,£924.80,Language Line Ltd,,
Manchester City Council,Childrens & Education Services,Professional fees,09.09.2021,1907339191,"£2,237.50",Weightmans LLP Solicitors,,
Manchester City Council,Childrens & Education Services,Professional fees,09.09.2021,5105776630,"£1,218.33",Choice Home Tutoring Ltd,,
Manchester City Council,Childrens & Education Services,Professional fees,09.09.2021,5105776657,£950.00,Angela Westington Consulting Ltd,,
Manchester City Council,Childrens & Education Services,I T Provision,09.09.2021,5105776584,"£2,318.34",Allied Publicity Services (M\cr) Lt,,
Manchester City Council,Childrens & Education Services,I T Provision,09.09.2021,5105776585,"£1,483.27",Allied Publicity Services (M\cr) Lt,,
Manchester City Council,Childrens & Education Services,I T Provision,09.09.2021,5105776583,"£1,304.18",Allied Publicity Services (M\cr) Lt,,
Manchester City Council,Childrens & Education Services,Third party payments to other Local Authorities,09.09.2021,5105776569,"-£11,919.00",The Orchards School,,
Manchester City Council,Childrens & Education Services,Payments for services,09.09.2021,5105776619,"£10,018.42",Enhance EHC Ltd,,
Manchester City Council,Childrens & Education Services,Payments for services,09.09.2021,5105776624,"£3,172.05",Redacted Personal Information,,
Manchester City Council,Childrens & Education Services,Payments for services,09.09.2021,5105776621,"£1,682.15",Redacted Personal Information,,
Manchester City Council,Childrens & Education Services,Payments for services,09.09.2021,5105776597,"£1,247.52",Reed Employment Plc,,
Manchester City Council,Childrens & Education Services,Payments for services,09.09.2021,5105776759,"£1,110.72",The Skills Company,,
Manchester City Council,Childrens & Education Services,Payments for services,09.09.2021,5105776595,£779.70,Reed Employment Plc,,
Manchester City Council,Childrens & Education Services,Payments for services,09.09.2021,5105776592,£675.74,Reed Employment Plc,,
Manchester City Council,Childrens & Education Services,Payments for services,09.09.2021,5105776602,£623.76,Reed Employment Plc,,
Manchester City Council,Childrens & Education Services,Expenditure re Internal Trading Ordered Externally,09.09.2021,5105776777,£524.80,Language Line Ltd,,
Manchester City Council,Adult Social Care,Rents,09.09.2021,5105776754,"£38,136.48",Housing Social Ltd,,
Manchester City Council,Adult Social Care,Rents,09.09.2021,5105776752,"£35,218.42",Housing Social Ltd,,
Manchester City Council,Adult Social Care,Rents,09.09.2021,5105776640,"£12,532.03",K L Properties,,
Manchester City Council,Adult Social Care,Rents,09.09.2021,5105776639,"£9,134.58",Eeven Homes Ltd.,,
Manchester City Council,Adult Social Care,Furniture,09.09.2021,5105776666,"£1,425.81",Furniture Resource Centre Ltd,,
Manchester City Council,Adult Social Care,Grant Payments,09.09.2021,5105776662,"£6,750.00",Assoc of Dir. of Public Health,,
Manchester City Council,Adult Social Care,Bed & Breakfast Acc,09.09.2021,5105776637,"£22,203.00",Redacted Personal Information,,
Manchester City Council,Adult Social Care,Bed & Breakfast Acc,09.09.2021,5105776635,"£14,874.00",Redacted Personal Information,,
Manchester City Council,Adult Social Care,Bed & Breakfast Acc,09.09.2021,5105776638,"£11,235.00",Redacted Personal Information,,
Manchester City Council,Adult Social Care,Third party payments relating to Voluntary Organisations,09.09.2021,5105776661,"£16,520.83",Manchester Action On Street Health,,
Manchester City Council,Adult Social Care,Payments for services,09.09.2021,5105776737,"£2,640.00",Kaleidoscope Project,,
Manchester City Council,Adult Social Care,Payments for services,09.09.2021,5105776739,"£2,500.00",ADFERIAD RECOVERY,,
Manchester City Council,Adult Social Care,Payments for services,09.09.2021,5105776740,"£2,250.00",ADFERIAD RECOVERY,,
Manchester City Council,Adult Social Care,Supporting People Payments,09.09.2021,5105776676,"£25,421.41",Manchester Womens Aid,,
Manchester City Council,Adult Social Care,Supporting People Payments,09.09.2021,5105776675,"£14,284.83",Manchester Womens Aid,,
Manchester City Council,Adult Social Care,Home Care ,09.09.2021,5105776690,"£3,042.66",Standwalk Ltd,,
Manchester City Council,Adult Social Care,Home Care ,09.09.2021,5105776686,£904.58,Standwalk Ltd,,
Manchester City Council,Adult Social Care,Home Care ,09.09.2021,5105776683,£689.20,Standwalk Ltd,,
Manchester City Council,Adult Social Care,Personal needs of client,09.09.2021,5105776200,"£6,684.00",Carebase,,
Manchester City Council,Adult Social Care,Personal needs of client,09.09.2021,5105776336,"£2,298.00",Accora,,
Manchester City Council,Adult Social Care,Personal needs of client,09.09.2021,5105776548,"£1,647.00",Care & Independence Ltd,,
Manchester City Council,Adult Social Care,Personal needs of client,09.09.2021,5105776332,£777.94,Prism Medical UK Carefree Division,,
Manchester City Council,Corporate Services,Grant Payments,09.09.2021,5105776532,"£4,842.00",Cleapss,,
Manchester City Council,Corporate Services,Legal Fees,09.09.2021,1907344947,£738.00,DWF LLP,,
Manchester City Council,Corporate Services,Professional fees,09.09.2021,5105776509,"£10,520.00",Pennine Care NHS Trust,,
Manchester City Council,Corporate Services,Postage,09.09.2021,5105776727,"£8,941.05",Royal Mail Group Plc,,
Manchester City Council,Corporate Services,Postage,09.09.2021,5105776726,"£8,348.83",Royal Mail Group Plc,,
Manchester City Council,Corporate Services,Postage,09.09.2021,5105776725,"£7,363.60",Royal Mail Group Plc,,
Manchester City Council,Corporate Services,Postage,09.09.2021,5105776724,"£1,228.58",Royal Mail Group Plc,,
Manchester City Council,Corporate Services,I T Provision,09.09.2021,5105776679,"£5,000.00",Team Netsol Ltd,,
Manchester City Council,Corporate Services,WPS Awards,09.09.2021,5105776700,"£1,040.23",Furniture Resource Centre Ltd,,
Manchester City Council,Housing Revenue Account,Electricity,09.09.2021,1907344830,"£1,265.40",Haven Power Ltd,,
Manchester City Council,Housing Revenue Account,Council Dwelling Adaptations,09.09.2021,5105776628,"£3,228.53",Procare Shower & Bathroom Centre Lt,,
Manchester City Council,Housing Revenue Account,Council Dwelling Adaptations,09.09.2021,5105776625,"£2,960.84",Rexel UK Ltd,,
Manchester City Council,Housing Revenue Account,Council Dwelling Adaptations,09.09.2021,5105776605,"£2,470.35",Rexel UK Ltd,,
Manchester City Council,Housing Revenue Account,Council Dwelling Adaptations,09.09.2021,5105776720,"£2,200.62",Procare Shower & Bathroom Centre Lt,,
Manchester City Council,Housing Revenue Account,Council Dwelling Adaptations,09.09.2021,5105776718,"£2,197.69",Magnet Contract Kitchen Solutions,,
Manchester City Council,Housing Revenue Account,Council Dwelling Adaptations,09.09.2021,5105776721,"£2,138.68",Procare Shower & Bathroom Centre Lt,,
Manchester City Council,Housing Revenue Account,Council Dwelling Adaptations,09.09.2021,5105776623,"£1,394.16",Rexel UK Ltd,,
Manchester City Council,Housing Revenue Account,Council Dwelling Adaptations,09.09.2021,5105776627,"£1,218.39",Rexel UK Ltd,,
Manchester City Council,Housing Revenue Account,Council Dwelling Adaptations,09.09.2021,5105776620,£542.28,Rexel UK Ltd,,
Manchester City Council,Chief Executives,Equipment,09.09.2021,5105776694,£907.98,The Mailing Room,,
Manchester City Council,Chief Executives,Equipment,09.09.2021,5105776714,£907.90,The Mailing Room,,
Manchester City Council,Chief Executives,Equipment,09.09.2021,5105776715,-£907.90,The Mailing Room,,
Manchester City Council,Chief Executives,Equipment,09.09.2021,5105776698,-£907.98,The Mailing Room,,
Manchester City Council,Chief Executives,Postage,09.09.2021,5105776530,"£1,370.16",Royal Mail Group Plc,,
Manchester City Council,Chief Executives,Works and associated costs for Land and Buildings,09.09.2021,5105775927,"£3,212.50",BMS Software (Northern) Ltd,,
Manchester City Council,Highways Services,Electricity,09.09.2021,1907344832,"£1,917.34",Haven Power Ltd,,
Manchester City Council,Highways Services,Electricity,09.09.2021,1907344829,"£1,025.14",Haven Power Ltd,,
Manchester City Council,Highways Services,Legal Fees,09.09.2021,1907344948,"£11,000.00",Lyons Davidson Limited,,
Manchester City Council,Highways Services,Professional fees,09.09.2021,5105776524,"£3,750.00",Halcyon Conservation Ltd,,
Manchester City Council,Manchester Leisure,Contract Cleaning External,10.09.2021,5105776651,"£4,885.14",Scrutiny Cleaning Services,,
Manchester City Council,Manchester Leisure,Grounds Maintenance,10.09.2021,5105776998,£729.54,Baguley Allotment Society,,
Manchester City Council,Manchester Leisure,Travel,10.09.2021,1907345424,£722.70,Diversity Travel Ltd,,
Manchester City Council,Manchester Leisure,Payments to Sub-Contractors,10.09.2021,5105776649,"£9,374.40",Scrutiny Cleaning Services,,
