Body Name,Service Area,Expenses Type,Invoice Payment Date,Transaction Number,Supplier Name,Net Amount
Manchester City Council,Adult Social Care,Works and associated costs for Land and Buildings,13-Dec-22,5105848719,H Jenkinson & Co Ltd.,"£50,000.00"
Manchester City Council,Adult Social Care,Works and associated costs for Land and Buildings,13-Dec-22,5105848716,H Jenkinson & Co Ltd.,"-£75,000.00"
Manchester City Council,Adult Social Care,Works and associated costs for Land and Buildings,13-Dec-22,5105848763,H Jenkinson & Co Ltd.,"£3,033.50"
Manchester City Council,Adult Social Care,Works and associated costs for Land and Buildings,13-Dec-22,5105848762,H Jenkinson & Co Ltd.,£969.50
Manchester City Council,Chief Executives,Works and associated costs for Land and Buildings,13-Dec-22,5105848741,H Jenkinson & Co Ltd.,"£50,000.00"
Manchester City Council,Chief Executives,Works and associated costs for Land and Buildings,13-Dec-22,5105848743,H Jenkinson & Co Ltd.,"£50,000.00"
Manchester City Council,Chief Executives,Works and associated costs for Land and Buildings,13-Dec-22,5105848742,H Jenkinson & Co Ltd.,"£33,785.74"
Manchester City Council,Chief Executives,Furniture,16-Dec-22,5105849474,H Jenkinson & Co Ltd.,£759.00
Manchester City Council,Adult Social Care,Works and associated costs for Land and Buildings,16-Dec-22,5105848747,H Jenkinson & Co Ltd.,£809.30
Manchester City Council,Adult Social Care,Works and associated costs for Land and Buildings,16-Dec-22,5105849491,H Jenkinson & Co Ltd.,-£809.30
Manchester City Council,Childrens & Education Services,Furniture,31-Dec-22,5105849886,H Jenkinson & Co Ltd.,"£1,370.14"
Manchester City Council,Adult Social Care,Furniture,12-Dec-22,5105848525,Arco Group Ltd,£599.70
Manchester City Council,Adult Social Care,Professional fees,12-Dec-22,5105848281,Arco Group Ltd,£948.85
Manchester City Council,Manchester Leisure,Equipment,08-Dec-22,5105847808,Solon Security Ltd,"£1,225.00"
Manchester City Council,Chief Executives,Training and Development,02-Dec-22,5105846990,Arc People Development Ltd,"£9,720.00"
Manchester City Council,Regeneration Finance,Stationery,31-Dec-22,5105849057,Digital ID Ltd,"£1,334.85"
Manchester City Council,Chief Executives,Professional fees,31-Dec-22,5105850676,Acuma Solutions Ltd,"£11,925.00"
Manchester City Council,Adult Social Care,Gas,23-Dec-22,5105850457,British Gas Plc,"£1,199.41"
Manchester City Council,Regeneration Finance,General Office expenses,12-Dec-22,5105848378,Ove Arup & Partners Ltd,"£1,176.47"
Manchester City Council,Corporate Services,Works and associated costs for Land and Buildings,12-Dec-22,5105848359,Ove Arup & Partners Ltd,"£15,129.60"
Manchester City Council,Corporate Services,Works and associated costs for Land and Buildings,12-Dec-22,5105848381,Ove Arup & Partners Ltd,"£5,760.00"
Manchester City Council,Corporate Services,Works and associated costs for Land and Buildings,12-Dec-22,5105848377,Ove Arup & Partners Ltd,"£1,712.88"
Manchester City Council,Corporate Services,Works and associated costs for Land and Buildings,12-Dec-22,5105848380,Ove Arup & Partners Ltd,"£1,123.88"
Manchester City Council,Manchester Leisure,Professional fees,21-Dec-22,5105850062,Ove Arup & Partners Ltd,"£4,372.50"
Manchester City Council,Highways Services,Professional fees,23-Dec-22,5105849803,Ove Arup & Partners Ltd,"£11,936.00"
Manchester City Council,Manchester Leisure,Equipment,14-Dec-22,5105848990,Orbis Protect Ltd,"£3,524.31"
Manchester City Council,Manchester Leisure,Payments to Sub-Contractors,05-Dec-22,5105847201,Osborne Richardson,£709.00
Manchester City Council,Manchester Leisure,Payments to Sub-Contractors,05-Dec-22,5105847259,Osborne Richardson,£703.00
Manchester City Council,Manchester Leisure,Payments to Sub-Contractors,09-Dec-22,5105848008,Osborne Richardson,£889.00
Manchester City Council,Manchester Leisure,Payments to Sub-Contractors,09-Dec-22,5105848007,Osborne Richardson,£843.00
Manchester City Council,Manchester Leisure,Payments to Sub-Contractors,13-Dec-22,5105848588,Osborne Richardson,£573.00
Manchester City Council,Manchester Leisure,Payments to Sub-Contractors,31-Dec-22,5105850751,Osborne Richardson,£915.00
Manchester City Council,Manchester Leisure,Payments to Sub-Contractors,31-Dec-22,5105850749,Osborne Richardson,£688.00
Manchester City Council,Manchester Leisure,I T Provision,12-Dec-22,5105847373,BT PLC,"£3,281.59"
Manchester City Council,Regeneration Finance,Legal Fees,22-Dec-22,5105850306,CBRE Ltd (Glasgow),"£14,000.00"
Manchester City Council,Regeneration Finance,Legal Fees,22-Dec-22,5105850305,CBRE Ltd (Glasgow),"£5,000.00"
Manchester City Council,Chief Executives,Equipment,01-Dec-22,5105846823,Xerox (Uk) Ltd,"£1,793.97"
Manchester City Council,Corporate Services,Agency staff provision,07-Dec-22,5105847654,Michael Page International,"£1,005.20"
Manchester City Council,Corporate Services,Agency staff provision,09-Dec-22,5105848184,Michael Page International,"£1,218.00"
Manchester City Council,Corporate Services,Agency staff provision,09-Dec-22,5105848168,Michael Page International,£812.00
Manchester City Council,Corporate Services,Agency staff provision,16-Dec-22,5105849455,Michael Page International,"£1,005.20"
Manchester City Council,Corporate Services,Agency staff provision,23-Dec-22,5105850165,Michael Page International,"£1,005.20"
Manchester City Council,Chief Executives,Agency staff provision,07-Dec-22,5105847567,Venn Group Ltd,"£9,406.44"
Manchester City Council,Adult Social Care,Supporting People Payments,08-Dec-22,5105847870,Making Space,"£8,099.05"
Manchester City Council,Manchester Leisure,Stationery,07-Dec-22,5105847698,Back Care Solutions Ltd,"£1,734.95"
Manchester City Council,Adult Social Care,Furniture,08-Dec-22,5105847544,Back Care Solutions Ltd,"£1,174.95"
Manchester City Council,Adult Social Care,Furniture,14-Dec-22,5105848785,Back Care Solutions Ltd,£510.00
Manchester City Council,Adult Social Care,Furniture,16-Dec-22,5105848786,Back Care Solutions Ltd,£595.00
Manchester City Council,Adult Social Care,Furniture,16-Dec-22,5105849372,Back Care Solutions Ltd,-£595.00
Manchester City Council,Adult Social Care,Supporting People Payments,15-Dec-22,5105849342,Anchor Trust,"£12,500.00"
Manchester City Council,Adult Social Care,Supporting People Payments,15-Dec-22,5105849343,Anchor Trust,"£12,500.00"
Manchester City Council,Manchester Leisure,Contract Cleaning External,16-Dec-22,5105849153,Clearview Event Services Limited,"£20,605.98"
Manchester City Council,Manchester Leisure,Contract Cleaning External,16-Dec-22,5105849154,Clearview Event Services Limited,"£10,935.60"
Manchester City Council,Manchester Leisure,Refuse Collection,23-Dec-22,5105850196,GTS Steam Cleaners,£908.40
Manchester City Council,Manchester Leisure,Refuse Collection,23-Dec-22,5105849668,GTS Steam Cleaners,£554.92
Manchester City Council,Adult Social Care,Personal needs of client,07-Dec-22,5105847606,G & S Smirthwaite Limited,"£2,601.00"
Manchester City Council,Corporate Services,Fees,20-Dec-22,1907957261,Marston Group Limited,"£36,927.55"
Manchester City Council,Corporate Services,Fees,20-Dec-22,1907956577,Marston Group Limited,"£13,865.80"
Manchester City Council,Corporate Services,Fees,20-Dec-22,1907956577,Marston Group Limited,"-£13,865.80"
Manchester City Council,Corporate Services,Fees,20-Dec-22,1907957261,Marston Group Limited,"-£36,927.55"
Manchester City Council,Childrens & Education Services,Transport Coach Hire,20-Dec-22,5105849954,Street Cars,"£11,012.00"
Manchester City Council,Corporate Services,Transport Taxis,20-Dec-22,1907966090,Street Cars,"£12,381.20"
Manchester City Council,Chief Executives,Training and Development,06-Dec-22,5105847452,The Manchester College,"£3,500.00"
Manchester City Council,Corporate Services,Training and Development,15-Dec-22,5105849303,The Manchester College,£960.00
Manchester City Council,Chief Executives,Training and Development,31-Dec-22,5105850682,The Manchester College,£650.00
Manchester City Council,Chief Executives,Training and Development,31-Dec-22,5105850683,The Manchester College,£650.00
Manchester City Council,Chief Executives,Training and Development,31-Dec-22,5105850684,The Manchester College,£650.00
Manchester City Council,Environment and Operations,Construction Works,08-Dec-22,5105847784,Bethell Construction Ltd,"£167,758.47"
Manchester City Council,Environment and Operations,Construction Works,08-Dec-22,5105847781,Bethell Construction Ltd,"£47,369.08"
Manchester City Council,Environment and Operations,Construction Works,08-Dec-22,5105847780,Bethell Construction Ltd,"£2,736.53"
Manchester City Council,Environment and Operations,Construction Works,12-Dec-22,5105847777,Bethell Construction Ltd,"£177,263.98"
Manchester City Council,Corporate Services,Works and associated costs for Land and Buildings,14-Dec-22,5105848509,Apex Self Storage Ltd,"£1,331.02"
Manchester City Council,Adult Social Care,Payments for services,16-Dec-22,5105849447,Age Concern Manchester,"£13,055.70"
Manchester City Council,Adult Social Care,Payments for services,16-Dec-22,5105849477,Age Concern Manchester,"£13,055.70"
Manchester City Council,Adult Social Care,Payments for services,16-Dec-22,5105849448,Age Concern Manchester,"£10,000.00"
Manchester City Council,Adult Social Care,Payments for services,16-Dec-22,5105849447,Age Concern Manchester,"£9,696.31"
Manchester City Council,Adult Social Care,Payments for services,16-Dec-22,5105849477,Age Concern Manchester,"£9,696.31"
Manchester City Council,Adult Social Care,Payments for services,16-Dec-22,5105849476,Age Concern Manchester,"-£9,696.31"
Manchester City Council,Adult Social Care,Payments for services,16-Dec-22,5105849476,Age Concern Manchester,"-£13,055.70"
Manchester City Council,Adult Social Care,Payments for services,22-Dec-22,5105850449,Age Concern Manchester,"£30,000.00"
Manchester City Council,Adult Social Care,Payments for services,22-Dec-22,5105850188,Age Concern Manchester,"£22,752.01"
Manchester City Council,Adult Social Care,Payments for services,22-Dec-22,5105850462,Age Concern Manchester,"£13,055.70"
Manchester City Council,Adult Social Care,Payments for services,22-Dec-22,5105850462,Age Concern Manchester,"£9,696.31"
Manchester City Council,Adult Social Care,Payments for services,22-Dec-22,5105850450,Age Concern Manchester,"-£22,752.01"
Manchester City Council,Childrens & Education Services,Personal needs of client,19-Dec-22,5105849732,Connevans Ltd,"£6,613.60"
Manchester City Council,Childrens & Education Services,Personal needs of client,22-Dec-22,5105849950,Connevans Ltd,"£1,080.00"
Manchester City Council,Manchester Leisure,Equipment,19-Dec-22,5105849449,Whaleys (Bradford) Ltd,£852.50
Manchester City Council,Adult Social Care,Equipment,09-Dec-22,5105847436,Care Shop,"£5,552.64"
Manchester City Council,Regeneration Finance,Training and Development,16-Dec-22,5105849391,Ncfe,"£2,563.00"
Manchester City Council,Childrens & Education Services,Third party payments to other Local Authorities,21-Dec-22,5105850117,Blessed Thomas Holford School,"£8,143.67"
Manchester City Council,Childrens & Education Services,Third party payments to other Local Authorities,20-Dec-22,5105849969,Sale High School,"£12,709.00"
Manchester City Council,Housing General Fund,Building Works,12-Dec-22,1907956450,Handicare Accessibility Ltd,"£5,348.00"
Manchester City Council,Housing General Fund,Building Works,21-Dec-22,1907968653,Handicare Accessibility Ltd,"£5,678.00"
Manchester City Council,Manchester Leisure,Refuse Collection,19-Dec-22,5105849741,Ramora Ltd,£995.00
Manchester City Council,Manchester Leisure,Cleaning Equipment,31-Dec-22,5105850717,Ramora Ltd,"£1,800.00"
Manchester City Council,Manchester Leisure,Cleaning Equipment,31-Dec-22,5105850717,Ramora Ltd,£900.00
Manchester City Council,Corporate Services,Professional fees,12-Dec-22,5105848000,S.I.Sealy Associates Ltd,"£8,352.00"
Manchester City Council,Manchester Leisure,Works and associated costs for Land and Buildings,07-Dec-22,5105847711,Wicksteed Leisure Ltd,"£6,674.20"
Manchester City Council,Manchester Leisure,Works and associated costs for Land and Buildings,07-Dec-22,5105847711,Wicksteed Leisure Ltd,£616.00
Manchester City Council,Manchester Leisure,Equipment,20-Dec-22,5105849569,Wicksteed Leisure Ltd,"£2,063.30"
Manchester City Council,Housing Revenue Account,Council Dwelling Adaptations,14-Dec-22,5105848899,PPG Architectural Coatings UK Ltd,"£1,283.29"
Manchester City Council,Housing Revenue Account,Council Dwelling Adaptations,22-Dec-22,5105850179,PPG Architectural Coatings UK Ltd,"£1,007.99"
Manchester City Council,Manchester Leisure,Electricity,31-Dec-22,5105848865,Switch2 Energey Limited,"£4,087.98"
Manchester City Council,Manchester Leisure,Electricity,31-Dec-22,5105847885,Switch2 Energey Limited,"£1,186.48"
Manchester City Council,Manchester Leisure,Electricity,31-Dec-22,5105850688,Switch2 Energey Limited,£818.74
Manchester City Council,Manchester Leisure,Electricity,31-Dec-22,5105849265,Switch2 Energey Limited,£536.45
Manchester City Council,Corporate Services,Works and associated costs for Land and Buildings,16-Dec-22,5105849401,J.A.Jones & Sons,£562.00
Manchester City Council,Regeneration Finance,Gas,05-Dec-22,5105847244,Calor Gas Ltd,£540.00
Manchester City Council,Regeneration Finance,Gas,20-Dec-22,5105849860,Calor Gas Ltd,£594.00
Manchester City Council,Highways Services,Payments to Sub-Contractors,31-Dec-22,5105848355,Utilities Design & Planning Ltd,"£38,602.12"
Manchester City Council,Highways Services,Payments to Sub-Contractors,31-Dec-22,5105847918,Utilities Design & Planning Ltd,"£29,645.63"
Manchester City Council,Housing General Fund,Works and associated costs for Land and Buildings,31-Dec-22,5105850615,Utilities Design & Planning Ltd,"£1,636.43"
Manchester City Council,Hospitality + Trading Services,Hire of Machinery,06-Dec-22,5105847352,R & M Developments Ltd,"£1,073.50"
Manchester City Council,Hospitality + Trading Services,Hire of Machinery,14-Dec-22,5105848875,R & M Developments Ltd,"£1,073.50"
Manchester City Council,Hospitality + Trading Services,Hire of Machinery,14-Dec-22,5105848876,R & M Developments Ltd,"£1,073.50"
Manchester City Council,Hospitality + Trading Services,Hire of Machinery,14-Dec-22,5105848888,R & M Developments Ltd,"£1,073.50"
Manchester City Council,Hospitality + Trading Services,Hire of Machinery,22-Dec-22,5105850192,R & M Developments Ltd,"£1,073.50"
Manchester City Council,Hospitality + Trading Services,Hire of Machinery,22-Dec-22,5105850197,R & M Developments Ltd,"£1,073.50"
Manchester City Council,Housing Revenue Account,Council Dwelling Adaptations,05-Dec-22,5105847198,Moores Furniture Group Limited,"£2,944.62"
Manchester City Council,Housing Revenue Account,Council Dwelling Adaptations,21-Dec-22,5105850164,Moores Furniture Group Limited,"£1,820.73"
Manchester City Council,Housing Revenue Account,Council Dwelling Adaptations,21-Dec-22,5105850161,Moores Furniture Group Limited,£783.16
Manchester City Council,Regeneration Finance,Security,09-Dec-22,5105847971,Showsec International Ltd,"£14,333.58"
Manchester City Council,Hospitality + Trading Services,Security,19-Dec-22,5105848676,Showsec International Ltd,"£233,789.86"
Manchester City Council,Hospitality + Trading Services,Security,22-Dec-22,5105849859,Showsec International Ltd,"£13,142.00"
Manchester City Council,Manchester Leisure,Security,22-Dec-22,5105849961,Showsec International Ltd,"£2,521.42"
Manchester City Council,Corporate Services,Professional fees,22-Dec-22,5105850446,Stockport Removals & Storage Ltd,"£1,650.00"
Manchester City Council,Regeneration Finance,Professional fees,13-Dec-22,5105848649,Mpulse Ltd,"£3,250.00"
Manchester City Council,Corporate Services,Works and associated costs for Land and Buildings,12-Dec-22,5105848396,Mace Ltd,"£32,698.00"
Manchester City Council,Corporate Services,Works and associated costs for Land and Buildings,12-Dec-22,5105848396,Mace Ltd,£680.00
Manchester City Council,Corporate Services,Works and associated costs for Land and Buildings,12-Dec-22,5105848396,Mace Ltd,"£5,585.25"
Manchester City Council,Manchester Leisure,Training and Development,09-Dec-22,5105847788,Public Sector Software Ltd,"£1,200.00"
Manchester City Council,Manchester Leisure,I T Provision,31-Dec-22,5105850505,Public Sector Software Ltd,"£6,382.00"
Manchester City Council,Manchester Leisure,I T Provision,31-Dec-22,5105850507,Public Sector Software Ltd,"£5,742.00"
Manchester City Council,Hospitality + Trading Services,Goods purchased for resale in Council outlets,31-Dec-22,5105847664,Barcham Trees Plc,£671.00
Manchester City Council,Highways Services,Professional fees,15-Dec-22,5105848143,AECOM Limited,"£15,769.74"
Manchester City Council,Adult Social Care,Contract Cleaning External,13-Dec-22,5105848563,Fishers Cleaning Services Ltd,£540.00
Manchester City Council,Adult Social Care,Contract Cleaning External,13-Dec-22,5105848560,Fishers Cleaning Services Ltd,-£540.00
Manchester City Council,Childrens & Education Services,Payments for services,02-Dec-22,5105847024,Reed Employment Plc,"£3,692.54"
Manchester City Council,Childrens & Education Services,Payments for services,05-Dec-22,5105847183,Reed Employment Plc,"£4,371.54"
Manchester City Council,Childrens & Education Services,Payments for services,16-Dec-22,5105849544,Reed Employment Plc,"£14,739.51"
Manchester City Council,Childrens & Education Services,Payments for services,23-Dec-22,5105850488,Reed Employment Plc,"£11,781.18"
Manchester City Council,Manchester Leisure,Publications,05-Dec-22,5105846908,Askews and Holts,"£1,070.35"
Manchester City Council,Manchester Leisure,Library Materials Acquisition,07-Dec-22,1907954059,Askews and Holts,£831.64
Manchester City Council,Manchester Leisure,Library Materials Acquisition,15-Dec-22,1907957590,Askews and Holts,£533.03
Manchester City Council,Corporate Services,Bank Charges,16-Dec-22,1907960746,Capita Business Services Ltd,"£10,086.30"
Manchester City Council,Manchester Leisure,Works and associated costs for Land and Buildings,02-Dec-22,5105846884,Laing O'Rourke Construction Ltd,"£78,446.29"
Manchester City Council,Manchester Leisure,Works and associated costs for Land and Buildings,02-Dec-22,5105846999,Laing O'Rourke Construction Ltd,"-£78,446.29"
Manchester City Council,Manchester Leisure,External repairs and maintenance for buildings,09-Dec-22,5105846882,Laing O'Rourke Construction Ltd,"£16,199.03"
Manchester City Council,Manchester Leisure,Works and associated costs for Land and Buildings,09-Dec-22,5105846882,Laing O'Rourke Construction Ltd,"£1,518,931.72"
Manchester City Council,Chief Executives,Works and associated costs for Land and Buildings,15-Dec-22,5105847792,Laing O'Rourke Construction Ltd,"£3,923,763.00"
Manchester City Council,Chief Executives,Works and associated costs for Land and Buildings,15-Dec-22,5105847791,Laing O'Rourke Construction Ltd,"£216,906.00"
Manchester City Council,Manchester Leisure,External repairs and maintenance for buildings,31-Dec-22,5105850585,Laing O'Rourke Construction Ltd,"£16,199.03"
Manchester City Council,Manchester Leisure,Works and associated costs for Land and Buildings,31-Dec-22,5105850585,Laing O'Rourke Construction Ltd,"£862,607.85"
Manchester City Council,Chief Executives,Agency staff provision,08-Dec-22,5105847860,Adecco Uk Ltd,"£2,000.00"
Manchester City Council,Chief Executives,Agency staff provision,16-Dec-22,5105849009,Adecco Uk Ltd,"£1,600.00"
Manchester City Council,Chief Executives,Agency staff provision,31-Dec-22,5105850730,Adecco Uk Ltd,"£2,000.00"
Manchester City Council,Manchester Leisure,Grant and subscriptions awarded,14-Dec-22,5105848910,Harpurhey Neighbourhood Project,"£3,000.00"
Manchester City Council,Childrens Services,Works and associated costs for Land and Buildings,08-Dec-22,5105847611,J Greenwood (Builders) Limited,"£22,678.13"
Manchester City Council,Manchester Leisure,Works and associated costs for Land and Buildings,14-Dec-22,5105848852,J Greenwood (Builders) Limited,"£85,784.52"
Manchester City Council,Childrens Services,Works and associated costs for Land and Buildings,23-Dec-22,5105849793,J Greenwood (Builders) Limited,"£13,391.24"
Manchester City Council,Adult Social Care,Professional fees,09-Dec-22,5105847666,Master Moves Ltd,£530.60
Manchester City Council,Adult Social Care,Third party payments relating to Voluntary Organisations,05-Dec-22,5105847190,Barnardo's,"£74,943.19"
Manchester City Council,Regeneration Finance,Window Cleaning,05-Dec-22,5105847041,Associated Cleaning Contractors,"£2,149.00"
Manchester City Council,Adult Social Care,Legal Fees,05-Dec-22,5105847268,Kings Chambers,£600.00
Manchester City Council,Manchester Leisure,Counsel Costs,19-Dec-22,1907955789,Redacted Personal Information,£650.00
Manchester City Council,Chief Executives,Paper & Envelopes,05-Dec-22,5105847109,Premier Paper Group Ltd,£710.14
Manchester City Council,Chief Executives,Paper & Envelopes,15-Dec-22,5105849064,Premier Paper Group Ltd,"£2,225.21"
Manchester City Council,Adult Social Care,Rents,05-Dec-22,5105847155,Mosscare Housing Ltd,£703.64
Manchester City Council,Adult Social Care,Supported Accommodation,05-Dec-22,5105847214,Mosscare Housing Ltd,"£19,773.72"
Manchester City Council,Childrens & Education Services,Carer Support Payments ,09-Dec-22,5105847990,Mosscare Housing Ltd,"£60,700.09"
Manchester City Council,Adult Social Care,Supported Accommodation,20-Dec-22,5105849759,Mosscare Housing Ltd,"£19,773.72"
Manchester City Council,Adult Social Care,Supported Accommodation,20-Dec-22,5105849760,Mosscare Housing Ltd,"£3,685.40"
Manchester City Council,Adult Social Care,Supported Accommodation,20-Dec-22,5105849761,Mosscare Housing Ltd,"£3,685.40"
Manchester City Council,Adult Social Care,Supported Accommodation,20-Dec-22,5105849758,Mosscare Housing Ltd,"£1,737.84"
Manchester City Council,Environment and Operations,Construction Works,05-Dec-22,5105847091,University Of Salford,£700.00
Manchester City Council,GMIST (Greater Mcr Integrated),Professional fees,31-Dec-22,5105849780,University Of Salford,"£80,718.75"
Manchester City Council,Regeneration Finance,External repairs and maintenance for buildings,12-Dec-22,5105847376,M & M Cleaning Services Ltd,"£1,127.00"
Manchester City Council,Housing Revenue Account,Council Dwelling Adaptations,02-Dec-22,5105846918,Rexel UK Ltd,"£2,553.66"
Manchester City Council,Housing Revenue Account,Council Dwelling Adaptations,15-Dec-22,5105849130,Rexel UK Ltd,"£32,733.50"
Manchester City Council,Housing Revenue Account,Council Dwelling Adaptations,31-Dec-22,5105850222,Rexel UK Ltd,"£3,304.34"
Manchester City Council,Adult Social Care,Legal Fees,14-Dec-22,1907957341,Redacted Personal Information,"£4,532.00"
Manchester City Council,Adult Social Care,Legal Fees,14-Dec-22,1907957340,Redacted Personal Information,£522.00
Manchester City Council,Adult Social Care,Compensation Payments,19-Dec-22,1907963930,Redacted Personal Information,"£3,336.00"
Manchester City Council,Chief Executives,Grant Payments,02-Dec-22,5105846877,Angel Solutions Ltd,"£8,436.00"
Manchester City Council,Manchester Leisure,Payments to Sub-Contractors,06-Dec-22,5105847587,Clean-Up UK Limited,£920.00
Manchester City Council,Corporate Services,Fees,20-Dec-22,1907949865,Jacobs,"£106,607.90"
Manchester City Council,Corporate Services,Fees,20-Dec-22,1907941101,Jacobs,"£80,367.09"
Manchester City Council,Corporate Services,Fees,20-Dec-22,1907961835,Jacobs,"£15,647.25"
Manchester City Council,Corporate Services,Fees,20-Dec-22,1907961835,Jacobs,"-£15,647.25"
Manchester City Council,Corporate Services,Fees,20-Dec-22,1907941101,Jacobs,"-£80,367.09"
Manchester City Council,Corporate Services,Fees,20-Dec-22,1907949865,Jacobs,"-£106,607.90"
Manchester City Council,Childrens & Education Services,Payments for services,12-Dec-22,5105847933,Myerscough College,"£1,926.66"
Manchester City Council,Manchester Leisure,Building Materials for direct delivery,05-Dec-22,5105847221,Rigby Taylor Ltd,£620.00
Manchester City Council,Manchester Leisure,Building Materials for direct delivery,06-Dec-22,5105847487,Rigby Taylor Ltd,£771.60
Manchester City Council,Manchester Leisure,Building Materials for direct delivery,22-Dec-22,5105849172,Rigby Taylor Ltd,"£1,625.44"
Manchester City Council,Manchester Leisure,Building Materials for direct delivery,22-Dec-22,5105850157,Rigby Taylor Ltd,"-£1,625.44"
Manchester City Council,Adult Social Care,Third party payments relating to Voluntary Organisations,09-Dec-22,5105848018,Riverside ECHG,"£27,000.00"
Manchester City Council,Adult Social Care,Professional fees,16-Dec-22,5105849383,Riverside ECHG,"£5,299.50"
Manchester City Council,Adult Social Care,Professional fees,16-Dec-22,5105849381,Riverside ECHG,"£2,902.02"
Manchester City Council,Adult Social Care,Third party payments relating to Voluntary Organisations,31-Dec-22,5105848384,Riverside ECHG,"£24,708.00"
Manchester City Council,Manchester Leisure,Professional fees,08-Dec-22,5105847778,Experian Limited,"£1,969.55"
Manchester City Council,Manchester Leisure,Library Materials Acquisition,15-Dec-22,1907957596,Experian Limited,£609.96
Manchester City Council,Corporate Services,Tracing fees,16-Dec-22,5105849442,Experian Limited,"£1,762.14"
Manchester City Council,Chief Executives,Vehicle Plant Furniture and Equipment,31-Dec-22,5105848098,XMA Limited,"£120,054.35"
Manchester City Council,Chief Executives,Vehicle Plant Furniture and Equipment,31-Dec-22,5105848097,XMA Limited,"£47,277.20"
Manchester City Council,Chief Executives,Vehicle Plant Furniture and Equipment,31-Dec-22,5105848011,XMA Limited,"£35,972.88"
Manchester City Council,Chief Executives,Vehicle Plant Furniture and Equipment,31-Dec-22,5105847782,XMA Limited,"£12,623.32"
Manchester City Council,Chief Executives,Vehicle Plant Furniture and Equipment,31-Dec-22,5105850553,XMA Limited,"£34,348.85"
Manchester City Council,Chief Executives,Vehicle Plant Furniture and Equipment,31-Dec-22,5105850466,XMA Limited,"£34,284.60"
Manchester City Council,Chief Executives,Vehicle Plant Furniture and Equipment,31-Dec-22,5105848095,XMA Limited,-£642.30
Manchester City Council,Chief Executives,Vehicle Plant Furniture and Equipment,31-Dec-22,5105847969,XMA Limited,"-£99,064.20"
Manchester City Council,Childrens & Education Services,Transport Coach Hire,22-Dec-22,5105849917,M Travel,"£62,175.00"
Manchester City Council,Manchester Leisure,Professional fees,21-Dec-22,5105850148,Daly Drains Ltd,"£7,398.02"
Manchester City Council,Manchester Leisure,Professional fees,21-Dec-22,5105850150,Daly Drains Ltd,"£2,087.00"
Manchester City Council,Manchester Leisure,Professional fees,21-Dec-22,5105850149,Daly Drains Ltd,"£1,154.00"
Manchester City Council,Manchester Leisure,Professional fees,22-Dec-22,5105850456,Daly Drains Ltd,"£4,454.36"
Manchester City Council,Manchester Leisure,Library Materials Acquisition,01-Dec-22,1907949161,Azhar Enterprises Ltd,"£1,003.50"
Manchester City Council,Manchester Leisure,Library Materials Acquisition,23-Dec-22,1907969680,Azhar Enterprises Ltd,"£1,005.00"
Manchester City Council,Manchester Leisure,Grant and subscriptions awarded,07-Dec-22,5105847512,Moss Side Millennium Powerhouse Ltd,"£1,440.00"
Manchester City Council,Manchester Leisure,Professional fees,08-Dec-22,5105847691,Floreeda Fabrications Ltd,£531.00
Manchester City Council,Adult Social Care,Third party payments relating to Voluntary Organisations,08-Dec-22,5105847875,LGBT Foundation,"£8,333.32"
Manchester City Council,Adult Social Care,Grant and subscriptions awarded,14-Dec-22,5105848688,LGBT Foundation,"£10,484.33"
Manchester City Council,Adult Social Care,Third party payments relating to Voluntary Organisations,31-Dec-22,5105850346,LGBT Foundation,"£8,333.32"
Manchester City Council,Highways Services,Building Materials for direct delivery,31-Dec-22,5105847921,William Smith Sons (Barnard Castle),£625.32
Manchester City Council,Adult Social Care,Payments for services,08-Dec-22,5105847915,Standwalk Ltd,"£167,252.10"
Manchester City Council,Adult Social Care,Payments for services,23-Dec-22,5105850485,Standwalk Ltd,"£322,000.18"
Manchester City Council,Adult Social Care,Payments for services,23-Dec-22,5105850486,Standwalk Ltd,"£322,000.18"
Manchester City Council,Manchester Leisure,Works and associated costs for Land and Buildings,05-Dec-22,5105847150,Earth Anchors Ltd,"£1,437.00"
Manchester City Council,Manchester Leisure,Equipment,06-Dec-22,5105847247,Earth Anchors Ltd,£909.00
Manchester City Council,Manchester Leisure,Equipment,08-Dec-22,5105847774,Earth Anchors Ltd,£932.00
Manchester City Council,Manchester Leisure,Equipment,09-Dec-22,5105848124,Earth Anchors Ltd,£909.00
Manchester City Council,Manchester Leisure,Equipment,09-Dec-22,5105848224,Earth Anchors Ltd,£746.00
Manchester City Council,Manchester Leisure,Equipment,15-Dec-22,5105849348,Earth Anchors Ltd,£825.00
Manchester City Council,Manchester Leisure,Equipment,15-Dec-22,5105849337,Earth Anchors Ltd,£805.00
Manchester City Council,Manchester Leisure,Equipment,15-Dec-22,5105849131,Earth Anchors Ltd,£620.00
Manchester City Council,Manchester Leisure,Equipment,16-Dec-22,5105849371,Earth Anchors Ltd,£909.00
Manchester City Council,Manchester Leisure,External repairs and maintenance for buildings,08-Dec-22,5105847135,Groundwork Landscapes Ltd,"£2,000.00"
Manchester City Council,Manchester Leisure,External repairs and maintenance for buildings,08-Dec-22,5105847154,Groundwork Landscapes Ltd,"£2,000.00"
Manchester City Council,Manchester Leisure,Equipment,08-Dec-22,5105847152,Groundwork Landscapes Ltd,"£2,000.00"
Manchester City Council,Manchester Leisure,Works and associated costs for Land and Buildings,19-Dec-22,5105849482,Groundwork Landscapes Ltd,"£1,950.00"
