Body Name,Service Area,Expenses Type,Invoice Payment Date,Transaction Number,Supplier Name,Net Amount
Manchester City Council,Adult Social Care,Bed & Breakfast Acc,08-Aug-22,5105828000,Fairways Lodge,"£11,140.00"
Manchester City Council,Adult Social Care,Bed & Breakfast Acc,08-Aug-22,5105828041,Fairways Lodge,"£11,140.00"
Manchester City Council,Adult Social Care,Bed & Breakfast Acc,08-Aug-22,5105827999,Fairways Lodge,"£11,310.00"
Manchester City Council,Chief Executives,OL&B - Fees,08-Aug-22,5105828141,Turner & Townsend Project,"£11,400.00"
Manchester City Council,Adult Social Care,Bed & Breakfast Acc,08-Aug-22,5105828042,Fairways Lodge,"£11,580.00"
Manchester City Council,Corporate Services,Compensation Expense,08-Aug-22,1907839305,WHN Solicitors Ltd,"£13,000.00"
Manchester City Council,Regeneration Finance,Voluntary Orgs TPP,08-Aug-22,5105828131,Proper Job Theatre company,"£14,104.00"
Manchester City Council,Manchester Leisure,Oth Professional Fee,08-Aug-22,5105828085,Kloodle Ltd,"£15,000.00"
Manchester City Council,Corporate Services,OL&B - Fees,08-Aug-22,5105827913,Ove Arup & Partners Ltd,"£15,129.60"
Manchester City Council,Housing General Fund,Capital Receipts,08-Aug-22,1907838720,Redrow Homes Lancashire,"£19,160.39"
Manchester City Council,Corporate Services,OL&B - Adaptations,08-Aug-22,5105827192,Pell Frischmann Consultants Ltd,"£30,000.00"
Manchester City Council,Chief Executives,VPF&E - Acquisition,08-Aug-22,5105827794,Insight Direct (Uk) Ltd,"£31,204.00"
Manchester City Council,Childrens & Education Services,Supported Accom,08-Aug-22,5105828144,Amore Social Care Ltd,"£32,325.60"
Manchester City Council,Housing Revenue Account,PFI & PP Partnership,08-Aug-22,5105827831,Grove Village Ltd,"£32,966.29"
Manchester City Council,Childrens & Education Services,Other Establishments,08-Aug-22,5105828048,Music Stuff,"£35,416.99"
Manchester City Council,Manchester Leisure,Cont Cleaning - Ext,08-Aug-22,5105828076,Biffa Municipal Limited,"£35,490.60"
Manchester City Council,Regeneration Finance,Subvention Payments,08-Aug-22,5105827229,Manchester Creative Digital Assets,"£37,802.00"
Manchester City Council,Adult Social Care,Voluntary Orgs TPP,08-Aug-22,5105828080,Lotus Sanctuary CIC,"£39,600.00"
Manchester City Council,Manchester Leisure,Responsive Work,08-Aug-22,5105828091,EQUANS Regeneration Limited,"£42,557.48"
Manchester City Council,Childrens & Education Services,Coach Hire,08-Aug-22,5105827703,Communitytransportservices.co.uk,"£48,429.00"
Manchester City Council,Regeneration Finance,Subvention Payments,08-Aug-22,5105827226,Manchester Creative Digital Assets,"£49,585.00"
Manchester City Council,Childrens & Education Services,Other Establishments,08-Aug-22,5105828066,The Together Trust,"£54,600.76"
Manchester City Council,Adult Social Care,Rents,08-Aug-22,5105828081,District Homes Cic,"£63,864.78"
Manchester City Council,Corporate Services,OL&B - Fees,08-Aug-22,5105827925,Purcell Architecture Limited,"£65,000.00"
Manchester City Council,Childrens & Education Services,Gas,08-Aug-22,5105828010,Manchester School Services Limited,"£81,813.37"
Manchester City Council,Adult Social Care,Rents,08-Aug-22,5105828134,Cromwood Ltd,"£88,234.26"
Manchester City Council,Chief Executives,Grant Expenditure,08-Aug-22,5105828095,National Football Museum,"£116,666.66"
Manchester City Council,Housing Revenue Account,CD - Adaptations,08-Aug-22,5105828133,Emanuel Whittaker Ltd,"£137,557.71"
Manchester City Council,Housing General Fund,SP-Acquisition,08-Aug-22,1907841363,HLF BERRY,"£145,000.00"
Manchester City Council,Regeneration Finance,Electricity,08-Aug-22,5105828100,M\cr Heat Network Supply Co Ltd,"£153,212.11"
Manchester City Council,Regeneration Finance,Subvention Payments,08-Aug-22,5105827196,Manchester Creative Digital Assets,"£186,097.00"
Manchester City Council,Regeneration Finance,Subvention Payments,08-Aug-22,5105827199,Manchester Creative Digital Assets,"£209,151.00"
Manchester City Council,Regeneration Finance,Subvention Payments,08-Aug-22,5105827224,Manchester Creative Digital Assets,"£212,054.00"
Manchester City Council,Childrens & Education Services,PFI & PP Partnership,08-Aug-22,5105828009,Manchester School Services Limited,"£426,185.25"
Manchester City Council,Highways Services,PFI & PP Partnership,08-Aug-22,5105827796,Amey Highways Lighting (Manchester),"£616,561.90"
Manchester City Council,Childrens & Education Services,Carer Support Pays,08-Aug-22,5105828098,Stockport Metropolitan Borough,"£1,303,862.25"
Manchester City Council,Manchester Leisure,Grant Expenditure,08-Aug-22,5105828079,Manchester Active,"£1,830,098.48"
Manchester City Council,Adult Social Care,Bed & Breakfast Acc,08-Aug-22,5105827959,Redacted Personal Information,"-£12,236.00"
Manchester City Council,Chief Executives,Counsel Costs,08-Aug-22,1907836491,Redacted Personal Information,£550.00
Manchester City Council,Chief Executives,Sub Contractors,08-Aug-22,5105828140,Redacted Personal Information,£590.95
Manchester City Council,Chief Executives,Counsel Costs,08-Aug-22,1907838686,Redacted Personal Information,£600.00
Manchester City Council,Chief Executives,Counsel Costs,08-Aug-22,1907837868,Redacted Personal Information,£600.00
Manchester City Council,Chief Executives,Signers/Interpreters,08-Aug-22,5105828136,Redacted Personal Information,£632.00
Manchester City Council,Chief Executives,Counsel Costs,08-Aug-22,1907836492,Redacted Personal Information,£725.00
Manchester City Council,Chief Executives,Counsel Costs,08-Aug-22,1907838693,Redacted Personal Information,£812.50
Manchester City Council,Chief Executives,Counsel Costs,08-Aug-22,1907838691,Redacted Personal Information,"£1,062.50"
Manchester City Council,Adult Social Care,Bed & Breakfast Acc,08-Aug-22,5105827993,Redacted Personal Information,"£12,138.00"
Manchester City Council,Adult Social Care,Bed & Breakfast Acc,08-Aug-22,5105828008,Redacted Personal Information,"£12,190.00"
Manchester City Council,Adult Social Care,Bed & Breakfast Acc,08-Aug-22,5105827958,Redacted Personal Information,"£12,236.00"
Manchester City Council,Adult Social Care,Bed & Breakfast Acc,08-Aug-22,5105827991,Redacted Personal Information,"£12,236.00"
Manchester City Council,Adult Social Care,Bed & Breakfast Acc,08-Aug-22,5105827992,Redacted Personal Information,"£12,236.00"
Manchester City Council,Adult Social Care,Bed & Breakfast Acc,08-Aug-22,5105827960,Redacted Personal Information,"£12,264.00"
Manchester City Council,Adult Social Care,Bed & Breakfast Acc,08-Aug-22,5105827997,Redacted Personal Information,"£24,460.00"
Manchester City Council,Adult Social Care,Bed & Breakfast Acc,08-Aug-22,5105827996,Redacted Personal Information,"£24,608.00"
Manchester City Council,Adult Social Care,Bed & Breakfast Acc,08-Aug-22,5105827998,Redacted Personal Information,"£24,734.00"
Manchester City Council,Adult Social Care,Bed & Breakfast Acc,08-Aug-22,5105827994,Redacted Personal Information,"£25,064.00"
Manchester City Council,Adult Social Care,Bed & Breakfast Acc,08-Aug-22,5105827995,Redacted Personal Information,"£25,152.00"
Manchester City Council,Corporate Services,Bailiff Fees Income,09-Aug-22,1907831644,Marston Group Limited,"-£15,000.75"
Manchester City Council,Regeneration Finance,Legal Fees,09-Aug-22,5105828188,Jacobs UK Ltd,"-£8,500.00"
Manchester City Council,Regeneration Finance,Oth Professional Fee,09-Aug-22,5105828188,Jacobs UK Ltd,"-£3,245.29"
Manchester City Council,Corporate Services,Security Costs,09-Aug-22,5105828148,Taranto Systems Ltd,"-£2,211.20"
Manchester City Council,Regeneration Finance,Consummables,09-Aug-22,5105828301,Wilkinson Bros,-£960.00
Manchester City Council,Housing Revenue Account,SP-Fees,09-Aug-22,5105828188,Jacobs UK Ltd,-£874.50
Manchester City Council,Regeneration Finance,Oth Professional Fee,09-Aug-22,5105828188,Jacobs UK Ltd,-£846.75
Manchester City Council,Regeneration Finance,Oth Professional Fee,09-Aug-22,5105828188,Jacobs UK Ltd,-£821.50
Manchester City Council,Adult Social Care,OL&B - Fees,09-Aug-22,5105828259,WYG Engineering Ltd,-£744.00
Manchester City Council,Manchester Leisure,Oth Professional Fee,09-Aug-22,5105828188,Jacobs UK Ltd,-£600.00
Manchester City Council,Manchester Leisure,Grant Expenditure,09-Aug-22,5105828266,Barlow Moor Community Association,£500.00
Manchester City Council,Childrens & Education Services,Grant Expenditure,09-Aug-22,5105828248,Moss Side Millennium Powerhouse Ltd,£500.00
Manchester City Council,Highways Services,Sub Contractors,09-Aug-22,5105828169,Rosgal Ltd,£500.00
Manchester City Council,Highways Services,Sub Contractors,09-Aug-22,5105828171,Rosgal Ltd,£500.00
Manchester City Council,Manchester Leisure,Direct Materials,09-Aug-22,5105828284,Willfab Ltd,£500.00
Manchester City Council,Childrens & Education Services,Oth Professional Fee,09-Aug-22,5105828302,Cellmark,£593.00
Manchester City Council,Regeneration Finance,Grounds Maintenance,09-Aug-22,5105828191,Arboricultural Services Treework,£600.00
Manchester City Council,Manchester Leisure,Oth Professional Fee,09-Aug-22,5105827598,Jacobs UK Ltd,£600.00
Manchester City Council,Manchester Leisure,Oth Professional Fee,09-Aug-22,5105828189,Jacobs UK Ltd,£600.00
Manchester City Council,Childrens & Education Services,Grant Expenditure,09-Aug-22,5105828249,Keem Youth Shout Out (KYSO),£600.00
Manchester City Council,Hospitality + Trading Services,Window Cleaning,09-Aug-22,5105828267,CG Cleaning Ltd,£672.88
Manchester City Council,Hospitality + Trading Services,Window Cleaning,09-Aug-22,5105828268,CG Cleaning Ltd,£672.88
Manchester City Council,Hospitality + Trading Services,Window Cleaning,09-Aug-22,5105828269,CG Cleaning Ltd,£672.88
Manchester City Council,Hospitality + Trading Services,Window Cleaning,09-Aug-22,5105828270,CG Cleaning Ltd,£672.88
Manchester City Council,Corporate Services,Legal Fees,09-Aug-22,1907840561,COSGROVE COSTINGS LIMITED,£780.00
Manchester City Council,Regeneration Finance,Oth Professional Fee,09-Aug-22,5105827598,Jacobs UK Ltd,£821.50
Manchester City Council,Regeneration Finance,Oth Professional Fee,09-Aug-22,5105828189,Jacobs UK Ltd,£821.50
Manchester City Council,Regeneration Finance,Oth Professional Fee,09-Aug-22,5105827598,Jacobs UK Ltd,£846.75
Manchester City Council,Regeneration Finance,Oth Professional Fee,09-Aug-22,5105828189,Jacobs UK Ltd,£846.75
Manchester City Council,Highways Services,Sub Contractors,09-Aug-22,5105828246,Rhodes and Sons Construction Ltd,£868.71
Manchester City Council,Housing Revenue Account,SP-Fees,09-Aug-22,5105827598,Jacobs UK Ltd,£874.50
Manchester City Council,Housing Revenue Account,SP-Fees,09-Aug-22,5105828189,Jacobs UK Ltd,£874.50
Manchester City Council,Childrens & Education Services,Childminding Fee Pay,09-Aug-22,5105828300,Tiddlywinks Day Nursery Ltd,£932.00
Manchester City Council,Corporate Services,Oth Professional Fee,09-Aug-22,5105828299,Sir Frederick Snow & Partners Ltd,£950.00
Manchester City Council,Regeneration Finance,Consummables,09-Aug-22,5105828290,Wilkinson Bros,£960.00
Manchester City Council,Regeneration Finance,Consummables,09-Aug-22,5105828294,Wilkinson Bros,£960.00
Manchester City Council,Regeneration Finance,Consummables,09-Aug-22,5105828295,Wilkinson Bros,£960.00
Manchester City Council,Corporate Services,OL&B - Fees,09-Aug-22,5105828155,Faithful & Gould Ltd,"£1,034.52"
Manchester City Council,Hospitality + Trading Services,Hire of Machinery,09-Aug-22,5105828241,R & M Developments Ltd,"£1,073.50"
Manchester City Council,Manchester Leisure,OL&B - Construction,09-Aug-22,5105828289,Willfab Ltd,"£1,080.00"
Manchester City Council,Corporate Services,Postage,09-Aug-22,5105828271,Royal Mail Group Plc,"£1,131.00"
Manchester City Council,Insurance Fund,Fire & Prls Ins Prem,09-Aug-22,5105828175,Verlingue Limited,"£1,216.13"
Manchester City Council,Childrens & Education Services,Coach Hire,09-Aug-22,5105827515,Youbus Ltd,"£1,331.84"
Manchester City Council,Regeneration Finance,Storage Costs,09-Aug-22,5105828230,H.M. Land Registry,"£1,520.00"
Manchester City Council,Corporate Services,OL&B - Fees,09-Aug-22,5105828160,Ramboll UK Limited,"£1,532.50"
Manchester City Council,Hospitality + Trading Services,Cash Collection Chgs,09-Aug-22,1907834282,G4S Cash Solutions (Uk) Ltd,"£1,564.29"
Manchester City Council,Manchester Leisure,Direct Materials,09-Aug-22,5105828286,Willfab Ltd,"£1,850.00"
Manchester City Council,Manchester Leisure,Goods for Resale,09-Aug-22,5105828228,Cornflower Ltd,"£1,863.72"
Manchester City Council,Corporate Services,OL&B - Fees,09-Aug-22,5105828159,Ramboll UK Limited,"£2,000.00"
Manchester City Council,Adult Social Care,Rents,09-Aug-22,1907841680,NORTHWOODS OLDHAM,"£2,045.00"
Manchester City Council,Highways Services,Sub Contractors,09-Aug-22,5105828149,Rosgal Ltd,"£2,122.50"
Manchester City Council,Chief Executives,OL&B - Fees,09-Aug-22,5105828147,Buro Happold Limited,"£2,250.00"
Manchester City Council,Regeneration Finance,Extl Security Reqmts,09-Aug-22,5105828298,MITIE SECURITY LIMITED,"£2,342.57"
Manchester City Council,Corporate Services,OL&B - Fees,09-Aug-22,5105828181,Ramboll UK Limited,"£2,920.00"
Manchester City Council,Corporate Services,OL&B - Fees,09-Aug-22,5105828157,Ramboll UK Limited,"£2,972.00"
Manchester City Council,Corporate Services,Oth Professional Fee,09-Aug-22,5105828254,Kepczyk Pearce Sanderson Limited,"£2,975.00"
Manchester City Council,Childrens & Education Services,Oth Professional Fee,09-Aug-22,1907839238,High Court Enforcement Group,"£3,043.23"
Manchester City Council,Adult Social Care,Personal Need Client,09-Aug-22,5105828198,Schuchmann LLP,"£3,082.00"
Manchester City Council,Corporate Services,OL&B - Fees,09-Aug-22,5105828182,Ramboll UK Limited,"£3,243.69"
Manchester City Council,Regeneration Finance,Oth Professional Fee,09-Aug-22,5105827598,Jacobs UK Ltd,"£3,245.29"
Manchester City Council,Regeneration Finance,Oth Professional Fee,09-Aug-22,5105828189,Jacobs UK Ltd,"£3,245.29"
Manchester City Council,Adult Social Care,Voluntary Orgs TPP,09-Aug-22,5105828221,Manchester Womens Aid,"£3,333.33"
Manchester City Council,Insurance Fund,Fire & Prls Ins Prem,09-Aug-22,5105828174,Verlingue Limited,"£4,879.00"
Manchester City Council,Corporate Services,OL&B - Fees,09-Aug-22,5105828183,Ramboll UK Limited,"£5,800.00"
Manchester City Council,Corporate Services,Postage,09-Aug-22,5105827705,Royal Mail Group Plc,"£6,725.09"
Manchester City Council,Environment and Operations,Oth Professional Fee,09-Aug-22,5105828261,Smile Mediation,"£7,425.00"
Manchester City Council,Regeneration Finance,Legal Fees,09-Aug-22,5105827598,Jacobs UK Ltd,"£8,500.00"
Manchester City Council,Regeneration Finance,Legal Fees,09-Aug-22,5105828189,Jacobs UK Ltd,"£8,500.00"
Manchester City Council,Manchester Leisure,Responsive Work,09-Aug-22,5105828245,EQUANS Regeneration Limited,"£9,720.69"
Manchester City Council,Adult Social Care,Health Authorities,09-Aug-22,5105828279,Central Mcr Uni Hospital t/a,"£10,000.00"
Manchester City Council,Highways Services,Sub Contractors,09-Aug-22,5105828247,Rosgal Ltd,"£10,804.54"
Manchester City Council,Adult Social Care,Health Authorities,09-Aug-22,5105828276,Central Mcr Uni Hospital t/a,"£12,162.00"
Manchester City Council,Adult Social Care,Rents,09-Aug-22,5105828238,Eeven Homes Ltd.,"£13,839.01"
Manchester City Council,Corporate Services,Bailiff Fees,09-Aug-22,1907831644,Marston Group Limited,"£15,000.75"
Manchester City Council,Manchester Leisure,Ext Rep & Main Build,09-Aug-22,5105828214,Laing O'Rourke Construction Ltd,"£16,199.03"
Manchester City Council,Manchester Leisure,Responsive Work,09-Aug-22,5105828243,EQUANS Regeneration Limited,"£17,000.18"
Manchester City Council,Highways Services,Legal Fees,09-Aug-22,1907833986,Thompson Solicitors,"£18,680.00"
Manchester City Council,Insurance Fund,Fire & Prls Ins Prem,09-Aug-22,5105828173,Verlingue Limited,"£24,771.52"
Manchester City Council,Adult Social Care,Voluntary Orgs TPP,09-Aug-22,5105828265,Change Grow Live,"£26,500.00"
Manchester City Council,Corporate Services,OL&B - Fees,09-Aug-22,5105828156,Faithful & Gould Ltd,"£37,000.00"
Manchester City Council,Chief Executives,Landline Telephone,09-Aug-22,1907837881,BT PLC,"£41,600.09"
Manchester City Council,Childrens & Education Services,Coach Hire,09-Aug-22,5105828215,APTSL,"£45,390.00"
Manchester City Council,Insurance Fund,Fire & Prls Ins Prem,09-Aug-22,5105828176,Verlingue Limited,"£49,069.16"
Manchester City Council,Hospitality + Trading Services,Oth Professional Fee,09-Aug-22,1907839216,Accessible Vehicle Conversions CIC,"£49,500.00"
Manchester City Council,Adult Social Care,Health Authorities,09-Aug-22,5105828276,Central Mcr Uni Hospital t/a,"£61,487.00"
Manchester City Council,Chief Executives,OL&B - Adaptations,09-Aug-22,5105828202,Bowmer & Kirkland Ltd,"£83,226.86"
Manchester City Council,Childrens & Education Services,Coach Hire,09-Aug-22,5105827195,Westfield Minibuses,"£88,873.07"
Manchester City Council,Regeneration Finance,Electricity,09-Aug-22,5105828153,M\cr Heat Network Supply Co Ltd,"£107,695.72"
Manchester City Council,Regeneration Finance,Security Costs,09-Aug-22,5105828297,MITIE SECURITY LIMITED,"£114,811.66"
Manchester City Council,Chief Executives,OL&B - Adaptations,09-Aug-22,5105828204,Bowmer & Kirkland Ltd,"£123,397.34"
Manchester City Council,Adult Social Care,Health Authorities,09-Aug-22,5105828277,Central Mcr Uni Hospital t/a,"£185,051.33"
Manchester City Council,Regeneration Finance,Electricity,09-Aug-22,5105828152,M\cr Heat Network Supply Co Ltd,"£191,712.40"
Manchester City Council,Regeneration Finance,Electricity,09-Aug-22,5105828151,M\cr Heat Network Supply Co Ltd,"£239,787.27"
Manchester City Council,Housing Revenue Account,PFI & PP Partnership,09-Aug-22,5105828220,Grove Village Ltd,"£479,471.17"
Manchester City Council,Manchester Leisure,OL&B - Fees,09-Aug-22,5105828214,Laing O'Rourke Construction Ltd,"£1,186,931.78"
Manchester City Council,Adult Social Care,Health Authorities,09-Aug-22,5105828276,Central Mcr Uni Hospital t/a,"£1,331,378.00"
Manchester City Council,Adult Social Care,Health Authorities,09-Aug-22,5105828278,Central Mcr Uni Hospital t/a,"£2,093,604.00"
Manchester City Council,Chief Executives,Sub Contractors,09-Aug-22,5105828145,Redacted Personal Information,£587.80
Manchester City Council,Chief Executives,Sub Contractors,09-Aug-22,5105828150,Redacted Personal Information,£597.60
Manchester City Council,Childrens & Education Services,Oth Professional Fee,09-Aug-22,5105828200,Redacted Personal Information,"£1,425.00"
Manchester City Council,Childrens & Education Services,Legal Fees,10-Aug-22,1907825044,Redacted Personal Information,£540.00
Manchester City Council,Childrens & Education Services,Personal Need Client,10-Aug-22,1907819155,Redacted Personal Information,£900.00
Manchester City Council,Manchester Leisure,Oth Professional Fee,10-Aug-22,5105828512,Redacted Personal Information,£539.50
Manchester City Council,Childrens & Education Services,Coach Hire,10-Aug-22,5105828576,T/A Beresford Travel,"£1,696.00"
Manchester City Council,Highways Services,Oth Professional Fee,10-Aug-22,5105828538,Canal & River Trust,"-£8,834.34"
Manchester City Council,Highways Services,Grounds Maintenance,10-Aug-22,5105828417,The Fountain Company Ltd,"-£8,121.00"
Manchester City Council,Corporate Services,OL&B - Fees,10-Aug-22,5105828400,Ramboll UK Limited,"-£2,972.00"
Manchester City Council,Corporate Services,OL&B - Fees,10-Aug-22,5105828402,Ramboll UK Limited,"-£2,935.00"
Manchester City Council,Corporate Services,OL&B - Fees,10-Aug-22,5105828398,Ramboll UK Limited,"-£2,000.00"
Manchester City Council,Corporate Services,OL&B - Fees,10-Aug-22,5105828404,Ramboll UK Limited,"-£2,000.00"
Manchester City Council,Adult Social Care,OL&B - Fees,10-Aug-22,5105828372,WYG Engineering Ltd,-£744.00
Manchester City Council,Manchester Leisure,Catering,10-Aug-22,5105828471,Manchester Central,£513.30
Manchester City Council,Corporate Services,WPS Awards,10-Aug-22,5105828406,Furniture Resource Centre Ltd,£515.89
Manchester City Council,Regeneration Finance,Extl Security Reqmts,10-Aug-22,5105828321,MITIE SECURITY LIMITED,£567.96
Manchester City Council,Regeneration Finance,Rem & Store Furnitur,10-Aug-22,5105828253,Restore PLC,£576.61
Manchester City Council,Highways Services,Direct Materials,10-Aug-22,5105828430,TARMAC,£585.94
Manchester City Council,Corporate Services,Travel Season TLS,10-Aug-22,5105827935,Stagecoach Manchester,£600.00
Manchester City Council,Corporate Services,Travel Season TLS,10-Aug-22,5105827937,Stagecoach Manchester,£600.00
Manchester City Council,Corporate Services,Travel Season TLS,10-Aug-22,5105827938,Stagecoach Manchester,£600.00
Manchester City Council,Regeneration Finance,Training - Mon Paid,10-Aug-22,1907834019,RICS,£663.00
Manchester City Council,Corporate Services,OL&B - Fees,10-Aug-22,5105827922,Mace Ltd,£680.00
Manchester City Council,Regeneration Finance,Extl Security Reqmts,10-Aug-22,5105828326,MITIE SECURITY LIMITED,£707.31
Manchester City Council,Corporate Services,OL&B - Adaptations,10-Aug-22,5105828500,Clean-Up UK Limited,£720.00
Manchester City Council,Childrens & Education Services,Oth Professional Fee,10-Aug-22,5105828353,Cellmark,£723.25
Manchester City Council,Regeneration Finance,Exp Int Trade OrdEx,10-Aug-22,5105828341,King's House Conference (Gtr Mcr),£750.00
Manchester City Council,Manchester Leisure,Oth Professional Fee,10-Aug-22,5105828505,Shoppertrak Ltd,£766.77
Manchester City Council,Regeneration Finance,Grounds Maintenance,10-Aug-22,5105828180,Arboricultural Services Treework,£800.00
Manchester City Council,Chief Executives,Catering,10-Aug-22,5105828450,Manchester Central,£804.19
Manchester City Council,Regeneration Finance,Consummables,10-Aug-22,5105828323,Wilkinson Bros,£820.00
Manchester City Council,Adult Social Care,Equipment,10-Aug-22,5105828391,RNIB,£855.00
Manchester City Council,Childrens & Education Services,Other Establishments,10-Aug-22,5105828510,Fairfield Care Ltd,£873.50
Manchester City Council,Corporate Services,WPS Awards,10-Aug-22,5105828407,Furniture Resource Centre Ltd,£880.71
Manchester City Council,Manchester Leisure,Sub Contractors,10-Aug-22,5105828327,Willfab Ltd,£960.00
Manchester City Council,Manchester Leisure,Special Event,10-Aug-22,5105828320,Imageit,£975.00
Manchester City Council,Highways Services,Direct Materials,10-Aug-22,5105828452,TARMAC,£980.72
Manchester City Council,Corporate Services,OL&B - Fees,10-Aug-22,5105827922,Mace Ltd,"£1,000.00"
Manchester City Council,Manchester Leisure,Special Event,10-Aug-22,5105828470,Manchester Central,"£1,000.00"
Manchester City Council,Adult Social Care,Equipment,10-Aug-22,5105828420,Herida Healthcare Plc,"£1,009.80"
Manchester City Council,Adult Social Care,Equipment,10-Aug-22,5105828394,RNIB,"£1,083.90"
Manchester City Council,Childrens & Education Services,Oth Professional Fee,10-Aug-22,5105828285,Cornerstone Design and Marketing,"£1,150.00"
Manchester City Council,Highways Services,Direct Materials,10-Aug-22,5105828454,TARMAC,"£1,270.04"
Manchester City Council,Highways Services,Grounds Maintenance,10-Aug-22,5105828333,The Fountain Company Ltd,"£1,320.00"
Manchester City Council,Manchester Leisure,Direct Materials,10-Aug-22,5105828382,One Green World,"£1,350.00"
Manchester City Council,Adult Social Care,Equipment,10-Aug-22,5105828527,Invacare Limited,"£1,482.00"
Manchester City Council,Chief Executives,Printing,10-Aug-22,5105828515,Psycho Peacock Limited,"£1,486.12"
Manchester City Council,Chief Executives,Catering,10-Aug-22,5105828469,Manchester Central,"£1,651.60"
Manchester City Council,Childrens & Education Services,Other Local Auth,10-Aug-22,5105828457,Oasis Academy Oldham,"£1,655.00"
Manchester City Council,Housing Revenue Account,CD - Adaptations,10-Aug-22,5105828313,Rexel UK Ltd,"£1,706.90"
Manchester City Council,Adult Social Care,Voluntary Orgs TPP,10-Aug-22,5105828553,Shared Habitat Limited,"£1,739.00"
Manchester City Council,Manchester Leisure,Oth Professional Fee,10-Aug-22,1907841380,N4Crew,"£1,816.00"
Manchester City Council,Adult Social Care,Voluntary Orgs TPP,10-Aug-22,5105828555,Shared Habitat Limited,"£1,900.00"
Manchester City Council,Highways Services,Sub Contractors,10-Aug-22,5105828543,Rosgal Ltd,"£1,912.50"
Manchester City Council,Adult Social Care,Oth Professional Fee,10-Aug-22,5105828366,Baltimore Consulting Ltd,"£1,950.00"
Manchester City Council,Adult Social Care,Equipment,10-Aug-22,5105828533,Gordon Ellis & CO,"£1,993.80"
Manchester City Council,Manchester Leisure,Equipment,10-Aug-22,5105827665,Groundwork Landscapes Ltd,"£2,000.00"
Manchester City Council,Childrens & Education Services,Grant Expenditure,10-Aug-22,5105828580,Manchester Carnival Together CIC,"£2,000.00"
Manchester City Council,Corporate Services,OL&B - Fees,10-Aug-22,5105828399,Ramboll UK Limited,"£2,000.00"
Manchester City Council,Corporate Services,OL&B - Fees,10-Aug-22,5105828405,Ramboll UK Limited,"£2,000.00"
Manchester City Council,Chief Executives,Oth Professional Fee,10-Aug-22,5105828325,Russell & Russell Solicitors LLP,"£2,141.25"
Manchester City Council,Adult Social Care,Oth Professional Fee,10-Aug-22,5105828365,Baltimore Consulting Ltd,"£2,275.00"
Manchester City Council,Childrens & Education Services,Coach Hire,10-Aug-22,5105828357,David'S Handy Rider,"£2,400.00"
Manchester City Council,Corporate Services,OL&B - Adaptations,10-Aug-22,5105828519,Groundwork & Leisure Services Ltd,"£2,400.00"
Manchester City Council,Childrens & Education Services,Other Establishments,10-Aug-22,5105828524,Fairfield Care Ltd,"£2,431.62"
Manchester City Council,Chief Executives,Computer Purchases,10-Aug-22,5105828358,Zipporah Ltd,"£2,550.00"
Manchester City Council,Hospitality + Trading Services,Vehicle Hire Costs,10-Aug-22,5105828531,TIP Trailer Services UK Ltd,"£2,715.77"
Manchester City Council,Corporate Services,OL&B - Fees,10-Aug-22,5105828403,Ramboll UK Limited,"£2,935.00"
Manchester City Council,Corporate Services,OL&B - Fees,10-Aug-22,5105828316,Savills (UK) Ltd,"£2,950.00"
Manchester City Council,Corporate Services,OL&B - Fees,10-Aug-22,5105828401,Ramboll UK Limited,"£2,972.00"
Manchester City Council,Chief Executives,VPF&E - Acquisition,10-Aug-22,5105828293,XMA Limited,"£3,047.70"
Manchester City Council,Childrens & Education Services,Other Establishments,10-Aug-22,5105828526,Fairfield Care Ltd,"£3,121.72"
Manchester City Council,Adult Social Care,Equipment,10-Aug-22,5105828529,Invacare Limited,"£3,198.00"
Manchester City Council,Corporate Services,OL&B - Fees,10-Aug-22,5105827833,GVA Grimley Ltd,"£3,200.00"
Manchester City Council,Childrens & Education Services,Other Local Auth,10-Aug-22,5105828458,St Joseph's Catholic Primary School,"£3,256.00"
Manchester City Council,Manchester Leisure,Computer Purchases,10-Aug-22,5105827613,BT PLC,"£3,262.28"
Manchester City Council,Corporate Services,OL&B - Fees,10-Aug-22,5105828158,Ramboll UK Limited,"£3,347.50"
Manchester City Council,Adult Social Care,Rents,10-Aug-22,5105828563,Housing Social Ltd,"£3,502.56"
Manchester City Council,Childrens & Education Services,Other Local Auth,10-Aug-22,5105828487,Our Lady & St Anselms,"£3,566.67"
Manchester City Council,Adult Social Care,Voluntary Orgs TPP,10-Aug-22,5105828381,Breakthrough Uk Ltd,"£3,888.94"
Manchester City Council,Environment and Operations,Infra - Construction,10-Aug-22,5105828225,Steer Davies & Geave Limited,"£3,981.27"
Manchester City Council,Childrens & Education Services,Other Local Auth,10-Aug-22,5105828491,Cheshire East Borough Council,"£4,351.00"
Manchester City Council,Adult Social Care,Equipment,10-Aug-22,5105828345,Herida Healthcare Plc,"£4,772.80"
Manchester City Council,Adult Social Care,Equipment,10-Aug-22,5105828354,Herida Healthcare Plc,"£4,879.40"
Manchester City Council,Adult Social Care,Rents,10-Aug-22,5105828534,Houses4Homes 4U Ltd,"£4,966.76"
Manchester City Council,Environment and Operations,Infra - Construction,10-Aug-22,5105827779,Steer Davies & Geave Limited,"£5,700.02"
Manchester City Council,Corporate Services,OL&B - Fees,10-Aug-22,5105827922,Mace Ltd,"£6,595.88"
